mssv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
AA7239BAXPvAibaEXe/QWjvABg0+vcRMOi7Pexb1,THPT,0.9083333333333333,48.0,46.0,THPT Sông Ray
1EB38AECXPvAibaEXe/QWjvABg0+vRMZIkdvxI20,THPT,0.7916666666666666,2.0,245.0,THCS và THPT Nguyễn Khuyến
C46CB677XPvAibaEXe/QWjvABg0+vWtBxJQzi3sA,THPT,0.8666666666666667,2.0,24.0,THPT Bình Phú
D1798717XPvAibaEXe/QWjvABg0+vSlIbzlE3m0j,THPT,0.6916666666666667,48.0,21.0,THPT Xuân Lộc
F2D1EA42XPvAibaEXe/QWjvABg0+vSYSwpxYK7MB,THPT,0.8166666666666667,48.0,16.0,THPT Long Khánh
8EF7FC24XPvAibaEXe/QWjvABg0+vWsOzKaG9eAN,THPT,0.7083333333333334,60.0,5.0,THPT Giá Rai
2E586081XPvAibaEXe/QWjvABg0+vaEpgglr5XB5,THPT,0.9166666666666666,29.0,61.0,THPT Nguyễn Xuân Ôn
1DB17A69XPvAibaEXe/QWjvABg0+vft70JOgnINJ,THPT,0.8,48.0,53.0,THPT Trấn Biên
27727670XPvAibaEXe/QWjvABg0+vdPS00TNxXjP,THPT,0.725,42.0,4.0,THCS & THPT Chi Lăng - Đà Lạt
F6C23C59XPvAibaEXe+Cg1ybKXIqQd0FGsqIMRMY,THPT,0.9,28.0,122.0,THPT Hậu Lộc 1
F705969AXPvAibaEXe+Cg1ybKXIqQdr5q7mQiiWF,THPT,0.8166666666666667,48.0,53.0,THPT Trấn Biên
E55D8C05XPvAibaEXe+Cg1ybKXIqQVlMMrYchXn3,THPT,0.6833333333333333,60.0,5.0,THPT Giá Rai
3009A25BXPvAibaEXe+Cg1ybKXIqQXXhprB6g9Ug,THPT,0.8416666666666667,48.0,40.0,THPT Tam Phước
8F674079XPvAibaEXe+Cg1ybKXIqQUGn2Tx4zV7c,THPT,0.7583333333333333,35.0,1.0,Trường THPT Trần Kỳ Phong
FC1A94D2XPvAibaEXe+Cg1ybKXIqQeA/OftpYtft,THPT,0.825,2.0,17.0,THPT Hùng Vương
D97EBB07XPvAibaEXe+Cg1ybKXIqQcRvB9VkC/r9,THPT,0.775,29.0,13.0,Trường PT Dân tộc nội trú THPT số 2 Nghệ An
C553F9C4XPvAibaEXe+Cg1ybKXIqQdOe89vIYtVC,THPT,0.8416666666666667,40.0,24.0,THPT Chuyên Nguyễn Du
10A3EDAFXPvAibaEXe9Fr9h5GPmfNQRl+8PSRz+N,THPT,0.825,2.0,53.0,THPT Nguyễn Công Trứ
8E5BD5C5XPvAibaEXe9Fr9h5GPmfNZ+/kTWorCdp,THPT,0.725,2.0,14.0,THPT Nguyễn Trãi
8CBEF78CXPvAibaEXe9Fr9h5GPmfNVZNaQYHjl/G,THPT,0.6916666666666667,2.0,63.0,THPT Võ Thị Sáu
D9BB3C55XPvAibaEXe9Fr9h5GPmfNSs5uQCPivMB,THPT,0.8583333333333333,42.0,56.0,THPT Nguyễn Viết Xuân - Di Linh
A68F4B39XPvAibaEXe9Fr9h5GPmfNYY0KJ8OhRPC,THPT,0.8583333333333333,2.0,53.0,THPT Nguyễn Công Trứ
97EE4EEDXPvAibaEXe9Fr9h5GPmfNYqQlWvUybbL,THPT,0.8583333333333333,55.0,35.0,THPT Thạnh An
167C50BEXPvAibaEXe9Fr9h5GPmfNe8atClpIKaN,THPT,0.8,2.0,2.0,THPT Bùi Thị Xuân
1B8231ACXPvAibaEXe9Fr9h5GPmfNfYedpN1HuId,THPT,0.7583333333333333,2.0,66.0,THPT Gia Định
3891E2B2XPvAibaEXe9ylQoUTvcEf/CadHxN20SV,THPT,0.8916666666666667,40.0,19.0,THPT Ea H'leo
D0900A18XPvAibaEXe9ylQoUTvcEfyIIKF8ISijv,THPT,0.7833333333333333,2.0,70.0,THPT Nguyễn Hữu Huân
5AC19186XPvAibaEXe9ylQoUTvcEf9YCn1iyjFqq,THPT,0.85,2.0,68.0,THPT Phú Nhuận
820D4115XPvAibaEXe9ylQoUTvcEfwP2rEGTClQb,THPT,0.825,48.0,47.0,THPT Bùi Thị Xuân
BA19812BXPvAibaEXe9ylQoUTvcEf64rr2RQMslk,THPT,0.8583333333333333,43.0,40.0,THPT Nguyễn Khuyến
DCA99493XPvAibaEXe9ylQoUTvcEf7NXDvfxKAPm,THPT,0.9666666666666667,29.0,79.0,THPT Đặng Thai Mai
18279134XPvAibaEXe9ylQoUTvcEf/9dRtjhy1Ex,THPT,0.8583333333333333,44.0,21.0,THPT Nguyễn Trãi
B4167F8DXPvAibaEXe9ylQoUTvcEf5HMy8uwZhWE,THPT,0.8416666666666667,63.0,9.0,THPT Krông Nô
A0C64F2EXPvAibaEXe9ylQoUTvcEfz/eIvektpn/,THPT,0.675,2.0,68.0,THPT Phú Nhuận
B758F596XPvAibaEXe9ylQoUTvcEf7/gGXpJTyf/,THPT,0.8916666666666667,32.0,40.0,THPT Gio Linh
103EED48XPvAibaEXe8at9gGXzJnLxDdchcOJNCQ,THPT,0.7916666666666666,37.0,26.0,THPT Số 1 Phù Cát
90EFD004XPvAibaEXe8at9gGXzJnL15B7Ko/vsbJ,THPT,0.8333333333333334,34.0,47.0,THPT Phan Châu Trinh
9CA2B07FXPvAibaEXe8at9gGXzJnL4Stnw4Qlktc,THPT,0.8416666666666667,42.0,21.0,THPT Di Linh
D5D35456XPvAibaEXe8at9gGXzJnL9E+t7e1J2jN,THPT,0.8,2.0,11.0,THPT Marie Curie
4D34A344XPvAibaEXe8at9gGXzJnL3ap/hJL8PI2,THPT,0.85,46.0,29.0,THPT Lý Thường Kiệt (Trước 01/02/2020)
CBBBFABBXPvAibaEXe8at9gGXzJnL8bRZxskX4x7,THPT,0.975,34.0,38.0,THPT Nguyễn Thái Bình
DA80B340XPvAibaEXe8at9gGXzJnLyGN7FYOAOGc,THPT,0.85,48.0,24.0,THPT Long Phước
3D79068BXPvAibaEXe8at9gGXzJnLzPgEitHSMja,THPT,0.725,2.0,70.0,THPT Nguyễn Hữu Huân
C2F139E4XPvAibaEXe+QJ0MB5TsYNSs6tMIHcKb5,THPT,0.875,42.0,15.0,THPT Đơn Dương
1C4AAF04XPvAibaEXe+QJ0MB5TsYNbbQOOvu67gx,THPT,0.8583333333333333,2.0,40.0,THPT Nguyễn Khuyến
03B3F65FXPvAibaEXe+QJ0MB5TsYNe5nyw6HufAr,THPT,0.875,59.0,2.0,THPT Hoàng Diệu
8D0FEB72XPvAibaEXe+QJ0MB5TsYNT16DxEfe5jF,THPT,0.7333333333333333,2.0,66.0,THPT Gia Định
C445173BXPvAibaEXe+QJ0MB5TsYNZapXQgTqn6M,THPT,0.85,42.0,26.0,THPT Bảo Lộc
548C5DADXPvAibaEXe+QJ0MB5TsYNTbaUaEddHcV,THPT,0.85,53.0,22.0,THPT Vĩnh Bình
CDD51D05XPvAibaEXe+QJ0MB5TsYNT8x/76McCl7,THPT,0.7833333333333333,42.0,2.0,THPT Trần Phú
6F49DE26XPvAibaEXe+QJ0MB5TsYNaHg8mArKlwW,THPT,0.8416666666666667,47.0,5.0,THPT Hàm Thuận Nam
D5AD99EEXPvAibaEXe+QJ0MB5TsYNYRb40UxjZU2,THPT,0.7,2.0,66.0,THPT Gia Định
D1EB811AXPvAibaEXe+QJ0MB5TsYNZPQXn4jywG3,THPT,0.7583333333333333,56.0,40.0,THPT Võ Trường Toản
A1405B15XPvAibaEXe/Fuy4XnWnIVoGNENhdieJc,THPT,0.7666666666666667,25.0,38.0,THPT Đại An
FA9197C5XPvAibaEXe/Fuy4XnWnIViS1uOnuBvwa,THPT,0.825,31.0,20.0,THPT Lê Hồng Phong
91FA16ECXPvAibaEXe/Fuy4XnWnIVhLFHYmu5445,THPT,0.875,40.0,73.0,THPT Trần Hưng Đạo
162C363AXPvAibaEXe/Fuy4XnWnIVtR8zUj+Th6H,THPT,0.8083333333333333,57.0,15.0,THPT chuyên Nguyễn Bỉnh Khiêm
DCF46740XPvAibaEXe/Fuy4XnWnIVjAVU00sAZcd,THPT,0.8416666666666667,41.0,15.0,THPT Lý Tự Trọng
C02CF481XPvAibaEXe/Fuy4XnWnIVgVC7WI0RZdZ,THPT,0.7,58.0,2.0,THPT Nguyễn Đáng
EC265CBFXPvAibaEXe/Fuy4XnWnIVspQDBfZ6Qel,THPT,0.875,35.0,33.0,Trường THPT Số 1 Đức Phổ
2CB1F046XPvAibaEXe/Fuy4XnWnIVvhZOz7OItSo,THPT,0.8666666666666667,36.0,26.0,THPT Nguyễn Văn Cừ
106E25FAXPvAibaEXe/UEORkxzaGRjNSKcBBpZqi,THPT,0.8416666666666667,51.0,19.0,THPT Trần Văn Thành
007B0A19XPvAibaEXe/UEORkxzaGRmODz65jligT,THPT,0.8166666666666667,48.0,68.0,THPT Xuân Thọ
7D2F75ECXPvAibaEXe/UEORkxzaGRt7GYUvVBfAJ,THPT,0.9166666666666666,42.0,21.0,THPT Di Linh
917FCF7DXPvAibaEXe/UEORkxzaGRmTEalo+MBsz,THPT,0.8333333333333334,34.0,10.0,THPT chuyên Lê Thánh Tông
72E7EB49XPvAibaEXe/UEORkxzaGRln2sOwdQesy,THPT,0.825,48.0,5.0,THPT Tam Hiệp
8D0A1703XPvAibaEXe/UEORkxzaGRrK6igcA3kXc,THPT,0.85,61.0,9.0,THPT Đầm Dơi
E6B8A8B8XPvAibaEXe/UEORkxzaGRiQzq1qynYfe,THPT,0.825,35.0,52.0,Trường THPT Lý Sơn
526B3062XPvAibaEXe/UEORkxzaGRu+FmmfKnyjt,THPT,0.8583333333333333,33.0,13.0,THPT Nguyễn Đình Chiểu
C32C7BA0XPvAibaEXe/UEORkxzaGRqgeqLoIQ03m,THPT,0.7416666666666667,53.0,11.0,THPT Vĩnh Kim
D0C43887XPvAibaEXe/UEORkxzaGRvH729v03CJO,THPT,0.75,49.0,2.0,THPT Tân An
C0986690XPvAibaEXe+gnarChABWR9IGHRHJKOGm,THPT,0.7666666666666667,49.0,60.0,THPT chuyên Long An
9D448F98XPvAibaEXe+gnarChABWRysdIP7IEP0F,THPT,0.775,35.0,28.0,Trường THPT Số 2 Mộ Đức
1984EA28XPvAibaEXe+gnarChABWRwZGf7ej+ac+,THPT,0.75,42.0,2.0,THPT Trần Phú
E37B68B8XPvAibaEXe+gnarChABWRwCSHGrk1302,THPT,0.85,56.0,44.0,THPT Đoàn Thị Điểm
9722BA43XPvAibaEXe+gnarChABWRzHDy71n6vm3,THPT,0.7166666666666667,38.0,10.0,Trường THPT Lương Thế Vinh
59984504XPvAibaEXe+gnarChABWR1HyBv1S8875,THPT,0.7666666666666667,49.0,16.0,THPT Kiến Tường
304B00D5XPvAibaEXe+gnarChABWR/z4bfwqDoe3,THPT,0.75,4.0,2.0,THPT Phan Châu Trinh
5ED1A031XPvAibaEXe+gnarChABWR8y3UfFCzKYp,THPT,0.8333333333333334,51.0,2.0,THPT Chuyên Thoại Ngọc Hầu
A74854AAXPvAibaEXe+gnarChABWR3Hp8ZnfbVa3,THPT,0.9166666666666666,40.0,10.0,THPT Buôn Hồ
E5F82156XPvAibaEXe+gnarChABWR8haLmVTArT4,THPT,0.9083333333333333,37.0,27.0,THPT Số 2 Phù Cát
BD92FBB3XPvAibaEXe/HUuIVo8uCRySjdHHjLJmc,THPT,0.7333333333333333,52.0,2.0,THPT Trần Nguyên Hãn
555C9700XPvAibaEXe/HUuIVo8uCRy5SjHacmu89,THPT,0.6666666666666666,2.0,72.0,THPT Thủ Đức
05790986XPvAibaEXe/HUuIVo8uCR806VMpIwFaa,THPT,0.775,28.0,122.0,THPT Hậu Lộc 1
84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,THPT,0.7833333333333333,63.0,3.0,THPT Phạm Văn Đồng
D59F3FAFXPvAibaEXe/HUuIVo8uCR/Smep4rDOdM,THPT,0.9083333333333333,59.0,2.0,THPT Hoàng Diệu
81F387C6XPvAibaEXe/HUuIVo8uCRycGtET7E3Eu,THPT,0.7583333333333333,40.0,4.0,THPT Quang Trung
5E25B4D2XPvAibaEXe/HUuIVo8uCR4Acls4e/3zp,THPT,0.725,2.0,1.0,THPT Trưng Vương
0B8EF2B4XPvAibaEXe/HUuIVo8uCR+LcRu1I63oY,THPT,0.7083333333333334,48.0,12.0,THPT Thống Nhất
28FFB16BXPvAibaEXe/HUuIVo8uCR6f4HDAjMdvh,THPT,0.8583333333333333,53.0,28.0,THPT Gò Công Đông
EC7ABE87XPvAibaEXe9pXJcjrAt8XvnwV3kiU5pl,THPT,0.7,48.0,21.0,THPT Xuân Lộc
1915C952XPvAibaEXe9pXJcjrAt8XgQQIKKiq6CU,THPT,0.875,37.0,27.0,THPT Số 2 Phù Cát
3CA34866XPvAibaEXe9pXJcjrAt8Xg1j3jOTybtN,THPT,0.8166666666666667,43.0,5.0,THPT Hùng Vương
0F7EEFB9XPvAibaEXe9pXJcjrAt8Xkz67E7kkuBe,THPT,0.925,37.0,1.0,Quốc Học Quy Nhơn
7F545E8AXPvAibaEXe9pXJcjrAt8XvrJ5qyJ0OB7,THPT,0.8833333333333333,48.0,40.0,THPT Tam Phước
3EFE65E2XPvAibaEXe9pXJcjrAt8Xv7IOwyoINeW,THPT,0.8416666666666667,2.0,53.0,THPT Nguyễn Công Trứ
2AE2FB4FXPvAibaEXe9pXJcjrAt8Xi98xlhrFTcD,THPT,0.6083333333333333,2.0,72.0,THPT Thủ Đức
1941089BXPvAibaEXe9pXJcjrAt8XkifgfLjSfvv,THPT,0.8666666666666667,32.0,25.0,THPT Đông Hà
2A1A428CXPvAibaEXe9pXJcjrAt8XiYzOCAmFi/R,THPT,0.75,2.0,11.0,THPT Marie Curie
3C5FCE3AXPvAibaEXe9ggqkCdMDyeAp47eTlPNvF,THPT,0.8083333333333333,2.0,99.0,THPT Long Thới
F05F6721XPvAibaEXe9ggqkCdMDyeDukswKmt5gh,THPT,0.825,38.0,17.0,Trường THPT Lê Thánh Tông
4FE228C5XPvAibaEXe9ggqkCdMDyeC1mDDkSMl5g,THPT,0.7416666666666667,2.0,53.0,THPT Nguyễn Công Trứ
960E3BEAXPvAibaEXe9ggqkCdMDyeAL9xLsapkaK,THPT,0.7166666666666667,37.0,65.0,THPT Số 3 Tuy Phước
0294BF8FXPvAibaEXe9ggqkCdMDyeA7ept6yymJB,THPT,0.8916666666666667,36.0,1.0,THPT Kon Tum
3B468679XPvAibaEXe9ggqkCdMDyeM+tfXB/l4Ih,THPT,0.775,2.0,61.0,THPT Tây Thạnh
E4FCFAA3XPvAibaEXe9ggqkCdMDyeEYdC+0ix8yD,THPT,0.8333333333333334,49.0,60.0,THPT chuyên Long An
465C97DCXPvAibaEXe9ggqkCdMDyeHNNaGK2sNUx,THPT,0.8666666666666667,32.0,25.0,THPT Đông Hà
87E26E7CXPvAibaEXe9ggqkCdMDyePFxykVw7NI9,THPT,0.775,2.0,2.0,THPT Bùi Thị Xuân
3392F3C3XPvAibaEXe9ggqkCdMDyeMmQDY/Nqerm,THPT,0.825,43.0,18.0,THPT Lộc Ninh
93E546D4XPvAibaEXe90TjJq9LqiZkfhp06uUoQI,THPT,0.7666666666666667,33.0,13.0,THPT Nguyễn Đình Chiểu
4B718AE2XPvAibaEXe90TjJq9LqiZomPXAGqa4xD,THPT,0.8083333333333333,4.0,2.0,THPT Phan Châu Trinh
BEF1DAABXPvAibaEXe90TjJq9LqiZtLPBTY/sKxr,THPT,0.8666666666666667,51.0,40.0,THPT Nguyễn Văn Thoại
EB356F7AXPvAibaEXe90TjJq9LqiZiZ3rmlqN9SM,THPT,0.9,44.0,20.0,THPT Trịnh Hoài Đức
3C5CB872XPvAibaEXe90TjJq9LqiZgr37AjlEGA5,THPT,0.825,48.0,60.0,THPT Đắc Lua
D1CFC6CAXPvAibaEXe90TjJq9LqiZhAuoWTvnAKA,THPT,0.925,2.0,55.0,THPT Nguyễn Thượng Hiền
7E1C7713XPvAibaEXe90TjJq9LqiZnDBhKzMxQ18,THPT,0.8583333333333333,35.0,3.0,Trường THPT Bình Sơn
61226703XPvAibaEXe90TjJq9LqiZsU53E5dcTWw,THPT,0.775,2.0,262.0,THCS THPT Tân Phú
9FBDC99CXPvAibaEXe90TjJq9LqiZvk4gBhJjEjR,THPT,0.8,2.0,102.0,THPT Cần Thạnh
896173C1XPvAibaEXe90TjJq9LqiZsYyWLyI4Nej,THPT,0.8666666666666667,57.0,5.0,THPT Mang Thít
E1FBB080XPvAibaEXe+7yjglV2dMpwLQU6RDaEfR,THPT,0.95,36.0,27.0,THPT Nguyễn Trãi
CBB8EC0AXPvAibaEXe+7yjglV2dMpwUdYqYpKaue,THPT,0.725,49.0,52.0,TT.GDTX&KTTH
049B1D99XPvAibaEXe+7yjglV2dMp28RxoCMvatp,THPT,0.8166666666666667,29.0,89.0,THPT Kim Liên
383910F9XPvAibaEXe+7yjglV2dMp44sgNgpkvEP,THPT,0.85,39.0,42.0,THCS và THPT Chu Văn An
E99B4516XPvAibaEXe+7yjglV2dMp14jHOvPpiw5,THPT,0.85,50.0,1.0,THPT Châu Thành 1
245D651DXPvAibaEXe+7yjglV2dMp37yjsVNdOem,THPT,0.8083333333333333,55.0,35.0,THPT Thạnh An
AC3C3563XPvAibaEXe+7yjglV2dMpxvY8/uqlpQv,THPT,0.8583333333333333,54.0,2.0,THPT chuyên Huỳnh Mẫn Đạt
0F864E3EXPvAibaEXe+7yjglV2dMp5y+Cm2nB6Yx,THPT,0.8,28.0,1.0,THPT Đào Duy Từ
A2FE1EF8XPvAibaEXe+7yjglV2dMpx1YH9n5GoAH,THPT,0.8333333333333334,42.0,18.0,THPT Đức Trọng
DC9C2CEFXPvAibaEXe8KuJNEATWS8zNCMUQUSEic,THPT,0.825,48.0,21.0,THPT Xuân Lộc
ACA90BDAXPvAibaEXe8KuJNEATWS854lYBCBQnDQ,THPT,0.8583333333333333,32.0,25.0,THPT Đông Hà
1EA57FE2XPvAibaEXe8KuJNEATWS84Upb9tIcBqb,THPT,0.8666666666666667,40.0,22.0,THPT Hồng Đức
BDFF4C67XPvAibaEXe8KuJNEATWS84FcAMKfvsuY,THPT,0.7416666666666667,38.0,39.0,Trường THPT Trường Chinh
3439D750XPvAibaEXe8KuJNEATWS8/xq/4VFqj5V,THPT,0.7583333333333333,2.0,60.0,THPT Trần Phú
2A2D8E6CXPvAibaEXe8KuJNEATWS89b4oRpsL96o,THPT,0.8583333333333333,33.0,12.0,THPT Tam Giang
60EDDF4FXPvAibaEXe8KuJNEATWS81D6twAF+bsV,THPT,0.7833333333333333,52.0,1.0,THPT Vũng Tàu
7BE7D291XPvAibaEXe8KuJNEATWS80iNHGAraG77,THPT,0.8583333333333333,34.0,38.0,THPT Nguyễn Thái Bình
C9BEB6A8XPvAibaEXe8KuJNEATWS84w0Y44DwljL,THPT,0.725,46.0,34.0,THPT Nguyễn Huệ
72D38C50XPvAibaEXe9xLM9bjmqfKTefv4I4s1D+,THPT,0.7166666666666667,48.0,100.0,THPT Cẩm Mỹ
1DCED280XPvAibaEXe9xLM9bjmqfKYG/9frc8157,THPT,0.7416666666666667,52.0,8.0,THCS - THPT Song ngữ
BF1AB540XPvAibaEXe9xLM9bjmqfKQTEaW2p44jp,THPT,0.9166666666666666,54.0,9.0,THPT Tân Hiệp
4183AECFXPvAibaEXe9xLM9bjmqfKTq9kSFhSLFk,THPT,0.8333333333333334,40.0,22.0,THPT Hồng Đức
9379AB57XPvAibaEXe9xLM9bjmqfKXeTPW2UEZHG,THPT,0.8583333333333333,48.0,11.0,THPT Thống Nhất A
D5CCC0F0XPvAibaEXe9xLM9bjmqfKXYiG4DipNYr,THPT,0.825,40.0,25.0,THPT Cao Bá Quát
0C71A94EXPvAibaEXe9xLM9bjmqfKT49uL0KYOwB,THPT,0.9166666666666666,30.0,21.0,THPT Hương Khê
15121C7CXPvAibaEXe9xLM9bjmqfKfIXG7KB9i6r,THPT,0.6333333333333333,44.0,22.0,THPT Trần Văn Ơn
7CF26F2BXPvAibaEXe9xLM9bjmqfKdxrlF6JoAGL,THPT,0.7416666666666667,36.0,1.0,THPT Kon Tum
1D310DFBXPvAibaEXe9xLM9bjmqfKUph9xYoWLa2,THPT,0.7916666666666666,48.0,4.0,THPT Nam Hà
2CA947ACXPvAibaEXe/pmLsWv14ojMyU+5ticpUd,THPT,0.725,42.0,72.0,THPT Hoàng Hoa Thám - Đức Trọng
AB30F4E5XPvAibaEXe/pmLsWv14ojKR8X5RI+rjc,THPT,0.7666666666666667,35.0,25.0,Trường THPT Nguyễn Công Phương
6861BF4CXPvAibaEXe/pmLsWv14ojKDv120AX0kS,THPT,0.825,54.0,2.0,THPT chuyên Huỳnh Mẫn Đạt
57305443XPvAibaEXe/pmLsWv14ojN8fx+Ik4WYG,THPT,0.8666666666666667,44.0,4.0,THPT An Mỹ
29397256XPvAibaEXe/pmLsWv14ojGsWCnxESKnY,THPT,0.8583333333333333,54.0,19.0,THPT Phú Quốc
FF54C8C8XPvAibaEXe/pmLsWv14ojH0Opn2siRww,THPT,0.6916666666666667,2.0,54.0,THPT Trần Hưng Đạo
20B58E2BXPvAibaEXe/pmLsWv14ojCr/XGzatCTI,THPT,0.725,46.0,11.0,THPT Trần Phú
77687DF8XPvAibaEXe/pmLsWv14ojJTWwinEzMuo,THPT,0.7916666666666666,2.0,70.0,THPT Nguyễn Hữu Huân
724F7146XPvAibaEXe/pmLsWv14ojP00RdO2oF3i,THPT,0.8416666666666667,48.0,46.0,THPT Sông Ray
2BD83939XPvAibaEXe8aLAPPdCF+ab5Qir1cOh2E,THPT,0.8416666666666667,48.0,21.0,THPT Xuân Lộc
1989DF6BXPvAibaEXe8aLAPPdCF+aU29jWrMjGjR,THPT,0.8166666666666667,56.0,11.0,THPT Ca Văn Thỉnh
FF2B0298XPvAibaEXe8aLAPPdCF+aTPvFnkIIR2h,THPT,0.8,56.0,2.0,THPT Nguyễn Đình Chiểu
97132B91XPvAibaEXe8aLAPPdCF+afPSzj+EDxIb,THPT,0.7583333333333333,53.0,16.0,THPT Chuyên TG
5EBCE8B3XPvAibaEXe8aLAPPdCF+ac42AZO6+cEi,THPT,0.9333333333333333,60.0,3.0,THPT Lê Thị Riêng
2F032953XPvAibaEXe8aLAPPdCF+aRc54eiBIV8i,THPT,0.8333333333333334,42.0,21.0,THPT Di Linh
E1769B7AXPvAibaEXe8aLAPPdCF+aQTSElh9wslA,THPT,0.7166666666666667,40.0,26.0,THPT Phan Đình Phùng
01C3E360XPvAibaEXe8aLAPPdCF+aQPfV91kc+Cb,THPT,0.8166666666666667,2.0,10.0,THPT Nguyễn Thị Minh Khai
D1980F9EXPvAibaEXe8aLAPPdCF+aTvM4M7QGOoM,THPT,0.825,41.0,15.0,THPT Lý Tự Trọng
9E83FE11XPvAibaEXe8aLAPPdCF+ab+0ZnouY9R5,THPT,0.8583333333333333,2.0,61.0,THPT Tây Thạnh
F8700482XPvAibaEXe+uWtCFQV0fxqnF/HE4xzaP,THPT,0.7666666666666667,2.0,2.0,THPT Bùi Thị Xuân
0D6E6C28XPvAibaEXe+uWtCFQV0fxq48MupdSUio,THPT,0.8333333333333334,53.0,16.0,THPT Chuyên TG
C8A3F412XPvAibaEXe+uWtCFQV0fxlmcLPupNP8F,THPT,0.775,2.0,98.0,THPT Phạm Văn Sáng
F32AFC18XPvAibaEXe+uWtCFQV0fxokiPEGg8CUw,THPT,0.8416666666666667,2.0,10.0,THPT Nguyễn Thị Minh Khai
DF441F9AXPvAibaEXe+uWtCFQV0fxuKhXglwXs/f,THPT,0.8583333333333333,54.0,8.0,THPT Hòn Đất
61ACD9BCXPvAibaEXe+uWtCFQV0fxkmgFSfODV/Z,THPT,0.8333333333333334,59.0,3.0,THPT Chuyên Nguyễn Thị Minh Khai
1E7CAD17XPvAibaEXe+uWtCFQV0fxthjRK/B02HM,THPT,0.85,2.0,245.0,THCS và THPT Nguyễn Khuyến
7FC289D3XPvAibaEXe+uWtCFQV0fxq9jgUKt3P5j,THPT,0.825,42.0,11.0,THCS & THPT Tây Sơn - Đà Lạt
DDC50740XPvAibaEXe+uWtCFQV0fxrVbThib+Xc/,THPT,0.725,2.0,2.0,THPT Bùi Thị Xuân
FB9822AFXPvAibaEXe+uWtCFQV0fxlVLAh2p1ZNU,THPT,0.8166666666666667,2.0,18.0,THPT Trần Khai Nguyên
89E56E60XPvAibaEXe/V92w6Vxv2r0SOzpUAZF67,THPT,0.825,39.0,6.0,THPT Lê Trung Kiên
023D2F97XPvAibaEXe/V92w6Vxv2r1UinrIdobJ6,THPT,0.8083333333333333,2.0,66.0,THPT Gia Định
35C8FA21XPvAibaEXe/V92w6Vxv2r0/0qXvgwQw1,THPT,0.7333333333333333,41.0,9.0,THPT Huỳnh Thúc Kháng
0A908E06XPvAibaEXe/V92w6Vxv2r+Oj7xXUTRvt,THPT,0.8333333333333334,30.0,6.0,THPT Cẩm Xuyên
E064615BXPvAibaEXe/V92w6Vxv2rzYYwjO50NBd,THPT,0.875,30.0,32.0,THPT Nguyễn Thị Minh Khai
9A85ADE5XPvAibaEXe/V92w6Vxv2r1BD12TPz32x,THPT,0.8833333333333333,38.0,74.0,Trường THPT Dân tộc Nội trú Đông Gia Lai
B2B76D29XPvAibaEXe/V92w6Vxv2r0+k7CgvHenu,THPT,0.825,44.0,35.0,TH-THCS-THPT Ngô Thời Nhiệm
7C2BCC03XPvAibaEXe/V92w6Vxv2ryA/h/0ZZ6/Q,THPT,0.7833333333333333,32.0,24.0,THPT chuyên Lê Quý Đôn
BF6115D2XPvAibaEXe/V92w6Vxv2rweaGdz0WwNz,THPT,0.85,50.0,37.0,THPT Thanh Bình 1
A33B228DXPvAibaEXe/V92w6Vxv2rwJGjWvvIlr5,THPT,0.875,2.0,68.0,THPT Phú Nhuận
E3578183XPvAibaEXe/EvmuerN6w1AF4a6M/00Yj,THPT,0.8416666666666667,2.0,72.0,THPT Thủ Đức
0419426CXPvAibaEXe/EvmuerN6w1BIIPdWHHov2,THPT,0.8,2.0,66.0,THPT Gia Định
BB9275D9XPvAibaEXe/EvmuerN6w1K2C261Sqjjv,THPT,0.7166666666666667,42.0,19.0,THPT Lương Thế Vinh - Đức Trọng
C413F53EXPvAibaEXe/EvmuerN6w1GE2TkB9iMae,THPT,0.6916666666666667,42.0,2.0,THPT Trần Phú
1B2F2A42XPvAibaEXe/EvmuerN6w1FWlBBiixMH1,THPT,0.8333333333333334,2.0,55.0,THPT Nguyễn Thượng Hiền
C0834F79XPvAibaEXe/EvmuerN6w1HGYDTWudCyQ,THPT,0.7,2.0,17.0,THPT Hùng Vương
2806A650XPvAibaEXe/EvmuerN6w1BqpmgVv4ERT,THPT,0.8916666666666667,48.0,44.0,THPT Lê Quý Đôn
4231C089XPvAibaEXe/EvmuerN6w1F2RepQUx5nM,THPT,0.85,42.0,18.0,THPT Đức Trọng
FEF432B0XPvAibaEXe/EvmuerN6w1BP827OBqePo,THPT,0.8083333333333333,58.0,9.0,THPT Dương Quang Đông
DFD92514XPvAibaEXe/EvmuerN6w1CgmhEYUI2B5,THPT,0.75,2.0,247.0,"TH, THCS và THPT Thanh Bình"
E8E4ADB2XPvAibaEXe/AdnwkoyhfDsgpoaEF+gFF,THPT,0.85,39.0,14.0,THPT Lê Lợi
D2C70515XPvAibaEXe/AdnwkoyhfDgUaiB/kDrKd,THPT,0.6916666666666667,48.0,13.0,THPT Ngô Sĩ Liên
CB71DFB6XPvAibaEXe/AdnwkoyhfDrUsMP8M6ihS,THPT,0.6666666666666666,33.0,2.0,THPT Hai Bà Trưng
D61C493EXPvAibaEXe/AdnwkoyhfDsoXAR3dwYyy,THPT,0.9333333333333333,38.0,15.0,Trường THPT Lê Quý Đôn
