mssv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
6D44514CXPvAibaEXe887JOjhk2RV/HGI+t3SgM7,THPT,0.8666666666666667,,,
5514F962XPvAibaEXe887JOjhk2RV+5OSunqs8PS,THPT,0.95,,,
D8170F2DXPvAibaEXe887JOjhk2RV94SG7zqAYGW,THPT,0.9333333333333333,,,
DA5D8D30XPvAibaEXe887JOjhk2RV6yvMF2PLi4N,THPT,0.9166666666666666,,,
8275AFF1XPvAibaEXe887JOjhk2RV2OdGNV6Tir2,THPT,0.8166666666666667,,,
A9B74761XPvAibaEXe887JOjhk2RV5I9gN3JTonk,THPT,1.1,,,
C04EBE21XPvAibaEXe+Wjq/eoSKNhdgCBHK25oB1,THPT,1.1166666666666667,,,
933B903CXPvAibaEXe+Wjq/eoSKNhVqg5VfeqaPH,THPT,0.8666666666666667,,,
F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t,THPT,0.9166666666666666,,,
AD4F8F98XPvAibaEXe+Wjq/eoSKNhWAfdL7IH9lt,THPT,0.9166666666666666,,,
F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz,THPT,0.95,,,
7F32B28DXPvAibaEXe+Wjq/eoSKNhVK0XmSyAcBw,THPT,1.0166666666666666,,,
3FF22D23XPvAibaEXe+Wjq/eoSKNhczbNnVuluTK,THPT,0.9666666666666667,,,
68A9F6E0XPvAibaEXe+Wjq/eoSKNhSFFR3HqFJZ7,THPT,0.8666666666666667,,,
58F109CBXPvAibaEXe+Wjq/eoSKNhbHsVF7h0LJh,THPT,0.85,,,
E2A694FBXPvAibaEXe8b4sJvH2gx3LbzAT2ZA5PU,THPT,0.8833333333333333,,,
C177EF33XPvAibaEXe8b4sJvH2gx3JZTZ5+yNlkh,THPT,0.9166666666666666,,,
6C25ECE4XPvAibaEXe8b4sJvH2gx3GFPW0DmhVfd,THPT,0.9,,,
B1F308AEXPvAibaEXe8b4sJvH2gx3DS0KVPcZiZ/,THPT,0.9833333333333333,,,
58A44439XPvAibaEXe8b4sJvH2gx3N5pteZ9IkZX,THPT,0.9,,,
1DA64E34XPvAibaEXe8b4sJvH2gx3D/jz+uMSHg3,THPT,0.95,,,
0EB7EE23XPvAibaEXe8b4sJvH2gx3PgXL4miHOZf,THPT,0.85,,,
A3355797XPvAibaEXe+UuZ4QW1XoS4q88cMAo4Cs,THPT,0.8333333333333334,,,
407E4C2BXPvAibaEXe+UuZ4QW1XoS/W6ppKyU1Sg,THPT,0.9,,,
301EDF77XPvAibaEXe+UuZ4QW1XoS56TAWeBj6HO,THPT,0.8666666666666667,,,
C78857DAXPvAibaEXe+UuZ4QW1XoS0CuT9CeY9Z/,THPT,0.8333333333333334,,,
A77E224EXPvAibaEXe+UuZ4QW1XoS1chJcsxDmhF,THPT,0.8666666666666667,,,
FB31658FXPvAibaEXe+UuZ4QW1XoSw1Ns1gnsK23,THPT,0.85,,,
95F94B89XPvAibaEXe+UuZ4QW1XoS5OCloMSJfVs,THPT,0.9166666666666666,,,
AE587761XPvAibaEXe+UuZ4QW1XoS3GKlXQv2/MN,THPT,0.9,,,
C1732776XPvAibaEXe+UuZ4QW1XoS0uZyqgzu4FR,THPT,0.9,,,
AC87891AXPvAibaEXe8dEe4TA8wgH17TbNIkFYk8,THPT,0.9333333333333333,,,
4B945B9BXPvAibaEXe8dEe4TA8wgH0EI0hl/TVwM,THPT,0.8666666666666667,,,
05E7D19EXPvAibaEXe8dEe4TA8wgH/vIXJ8D2J3d,THPT,0.9166666666666666,,,
257A2AFEXPvAibaEXe8dEe4TA8wgH6MCn94ozkxV,THPT,0.9,,,
3B65F8B9XPvAibaEXe8dEe4TA8wgH63ts1dVdIQz,THPT,1.0,,,
D1D177EAXPvAibaEXe8dEe4TA8wgHwsqNRzsv5E9,THPT,0.9,,,
1E3B0973XPvAibaEXe8dEe4TA8wgHxwHmaQUgsiZ,THPT,0.8833333333333333,,,
697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx,THPT,0.95,,,
94B67845XPvAibaEXe/tRbq0ZEBEr1P0p3nXRcc3,THPT,0.9833333333333333,,,
C2ED6C14XPvAibaEXe/tRbq0ZEBEr/8hzad0hDwj,THPT,1.0333333333333334,,,
8DFC58A2XPvAibaEXe/tRbq0ZEBEr3iF2syR+mKu,THPT,0.85,,,
F3FE962FXPvAibaEXe/tRbq0ZEBErwUxRcbNPBcd,THPT,1.0166666666666666,,,
C2D5C593XPvAibaEXe/tRbq0ZEBEr8F6sfm48C9n,THPT,0.8833333333333333,,,
C02B08FAXPvAibaEXe/tRbq0ZEBErwHXZkQ2Nkrg,THPT,0.9333333333333333,,,
B1B4EE2BXPvAibaEXe/tRbq0ZEBEr0KJ4VtjD7Eu,THPT,1.1833333333333333,,,
F7011626XPvAibaEXe/tRbq0ZEBEr6q6o8vZUP5N,THPT,0.9166666666666666,,,
CB03C79CXPvAibaEXe8T1DiYsmlfsdAto+lWCMTt,THPT,0.85,,,
A314BFA8XPvAibaEXe8T1DiYsmlfsUbnv077jJ9h,THPT,1.0166666666666666,,,
6A019AD0XPvAibaEXe8T1DiYsmlfsUfueeZhOx0R,THPT,1.0,,,
22530129XPvAibaEXe8T1DiYsmlfsdcZ2u7Jh669,THPT,0.85,,,
A01BC447XPvAibaEXe8T1DiYsmlfsRWlqdwOwSrT,THPT,0.85,,,
579C9282XPvAibaEXe8T1DiYsmlfsZ4rtPqBNBkc,THPT,0.85,,,
CC238CB9XPvAibaEXe8T1DiYsmlfselqpvqPIt2K,THPT,0.8666666666666667,,,
3B79770BXPvAibaEXe8T1DiYsmlfsTrtaSBTtxta,THPT,0.8666666666666667,,,
57A9F0AEXPvAibaEXe8T1DiYsmlfsSBkagc8gdBG,THPT,1.0666666666666667,,,
2FC59B4AXPvAibaEXe8T1DiYsmlfsSgx5trdtf4N,THPT,0.85,,,
F5D9B77FXPvAibaEXe8YaJ+XvjGNa+7UjbToL8tz,THPT,0.95,,,
A59FF9A4XPvAibaEXe8YaJ+XvjGNazgGaiQc/wWw,THPT,0.9166666666666666,,,
144093DBXPvAibaEXe8YaJ+XvjGNa64NbIYvWcSN,THPT,0.9,,,
9F52B271XPvAibaEXe8YaJ+XvjGNa8xGZtVnN36J,THPT,0.95,,,
1BE2F908XPvAibaEXe8YaJ+XvjGNa/nRprTdNvTa,THPT,0.8833333333333333,,,
4A267BB4XPvAibaEXe8YaJ+XvjGNa12csclhJnYz,THPT,0.9833333333333333,,,
67E746A7XPvAibaEXe8YaJ+XvjGNa4AHHTab7pGP,THPT,0.9333333333333333,,,
85C8607CXPvAibaEXe8YaJ+XvjGNa1BuewnFqcxs,THPT,0.9666666666666667,,,
E5E4FE41XPvAibaEXe+uQMKXqrwYdirU0LUrWWkQ,THPT,0.9666666666666667,,,
1AB19C83XPvAibaEXe+uQMKXqrwYdoq4N0DvceRZ,THPT,1.0166666666666666,,,
75D1DCEBXPvAibaEXe+uQMKXqrwYdsv7mcESXnKH,THPT,0.8666666666666667,,,
B6410337XPvAibaEXe+uQMKXqrwYdpt1gQY8Ohk6,THPT,0.9,,,
4ECEC418XPvAibaEXe+uQMKXqrwYdnU2dRP+tfzu,THPT,1.0333333333333334,,,
0FAF5403XPvAibaEXe+uQMKXqrwYdigmaK3Sgzs7,THPT,0.9,,,
DEECDA8CXPvAibaEXe+uQMKXqrwYdqBjQXtCpkQg,THPT,0.9166666666666666,,,
839A1A0CXPvAibaEXe+uQMKXqrwYdgr0jNDc3VDK,THPT,0.9833333333333333,,,
5EFC6D3CXPvAibaEXe+TQJLvJOj4BW6T+T6AMVPf,THPT,0.7833333333333333,,,
2A4A74CBXPvAibaEXe+TQJLvJOj4Ba8qrKoJg0ub,THPT,1.0,,,
396D7784XPvAibaEXe+TQJLvJOj4BcG6LAOxINL3,THPT,0.8833333333333333,,,
90D44D7BXPvAibaEXe+TQJLvJOj4BW/GNDycKOl8,THPT,0.8666666666666667,,,
6125B6CBXPvAibaEXe+TQJLvJOj4BYK4fMfmJRKR,THPT,0.9666666666666667,,,
E46FB38BXPvAibaEXe+TQJLvJOj4BZznxTAbUmST,THPT,0.85,,,
FDA9DEA1XPvAibaEXe+TQJLvJOj4Bbq7Gu36vTA9,THPT,0.8666666666666667,,,
C7AAA098XPvAibaEXe9j81k8MH0oJ1DNkrsN8NfH,THPT,0.8333333333333334,,,
42F11BA5XPvAibaEXe9j81k8MH0oJ8M4DsG4QDDv,THPT,0.85,,,
AC1C8EEAXPvAibaEXe9j81k8MH0oJxuwRM2LEA+T,THPT,0.9666666666666667,,,
D78141E5XPvAibaEXe9j81k8MH0oJ4zch8KMTSfQ,THPT,0.8333333333333334,,,
E3108194XPvAibaEXe9j81k8MH0oJyZ8Ss8p2nBg,THPT,0.9166666666666666,,,
0A69D24BXPvAibaEXe9j81k8MH0oJxqAQ+z1dx73,THPT,0.9833333333333333,,,
0A275EF0XPvAibaEXe9j81k8MH0oJ07F7M1SwTm7,THPT,0.8166666666666667,,,
4BCDE9E4XPvAibaEXe9j81k8MH0oJzBMQzZIDTvQ,THPT,0.9833333333333333,,,
7A2F5ACEXPvAibaEXe9j81k8MH0oJwQphwe8hv+I,THPT,0.8333333333333334,,,
05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms,THPT,1.05,,,
FA789B8DXPvAibaEXe8LHfATqQ4bHgNhbbGytuv3,THPT,0.9166666666666666,,,
05B6E41FXPvAibaEXe8LHfATqQ4bHrv3q9RncGj8,THPT,0.85,,,
68F82731XPvAibaEXe8LHfATqQ4bHn4100aHRyHQ,THPT,0.8666666666666667,,,
1668B1AEXPvAibaEXe8LHfATqQ4bHvpZYxNsj+iv,THPT,0.8333333333333334,,,
CFBD5065XPvAibaEXe8LHfATqQ4bHsB4wCGGX/If,THPT,0.8666666666666667,,,
CA074ED7XPvAibaEXe8LHfATqQ4bHtb4bLVbgsxS,THPT,0.9166666666666666,,,
0CAE9BFDXPvAibaEXe8LHfATqQ4bHq2r0FA28U0O,THPT,0.8833333333333333,,,
173BD95CXPvAibaEXe8LHfATqQ4bHhVEVKzVUe+r,THPT,0.9166666666666666,,,
8CCCDEE8XPvAibaEXe8LHfATqQ4bHlOGq0O9OvkZ,THPT,0.95,,,
A37F289CXPvAibaEXe8HxoLOw72ZIDi64kXSZ6Q8,THPT,0.9833333333333333,,,
8B8467B4XPvAibaEXe8HxoLOw72ZICrNYU4vl38X,THPT,0.9666666666666667,,,
4D68F109XPvAibaEXe8HxoLOw72ZIKsEn9jthDUY,THPT,0.9333333333333333,,,
25D76E90XPvAibaEXe8HxoLOw72ZIE81PpKJNDP6,THPT,1.05,,,
EEF1F920XPvAibaEXe8HxoLOw72ZIEORICZvHd9u,THPT,0.9,,,
1436571AXPvAibaEXe8HxoLOw72ZIHe6w38Td9cn,THPT,0.8333333333333334,,,
E1793C3EXPvAibaEXe8HxoLOw72ZINQyuySqA8hO,THPT,0.8333333333333334,,,
93C0C067XPvAibaEXe8HxoLOw72ZIKijP4RArBdR,THPT,0.9333333333333333,,,
1E832732XPvAibaEXe8HxoLOw72ZIL030v5YFYqH,THPT,0.9333333333333333,,,
CCB61741XPvAibaEXe8HxoLOw72ZILB/1NqMSKqS,THPT,0.8666666666666667,,,
B0A3F90EXPvAibaEXe/dMvqGUzyBHCi23Txy1u4n,THPT,0.8333333333333334,,,
BAC0D992XPvAibaEXe/dMvqGUzyBHM+Z5FUq42cm,THPT,0.8833333333333333,,,
1F7AA6AFXPvAibaEXe/dMvqGUzyBHHrG3wsXFplE,THPT,0.8666666666666667,,,
1D30F704XPvAibaEXe/dMvqGUzyBHLUMfnjgcEUd,THPT,0.8833333333333333,,,
7A877B93XPvAibaEXe/dMvqGUzyBHKb1SK3FzsOv,THPT,0.9166666666666666,,,
B367C60FXPvAibaEXe/dMvqGUzyBHM5KLF2N5qsk,THPT,0.8666666666666667,,,
BFA1F360XPvAibaEXe/dMvqGUzyBHGhn338AHn2q,THPT,0.8833333333333333,,,
BB55EB80XPvAibaEXe/dMvqGUzyBHOo1RighWxrN,THPT,0.9333333333333333,,,
BF2C8C16XPvAibaEXe/dMvqGUzyBHMDeq76jOT0A,THPT,0.95,,,
B827CB6AXPvAibaEXe/dMvqGUzyBHPKOktWi9GQz,THPT,0.8833333333333333,,,
2D28BCD7XPvAibaEXe9QJDM9nE85iI3DOet6BMWl,THPT,1.05,,,
EFFF1E9EXPvAibaEXe9QJDM9nE85iKiZez+gxzZL,THPT,0.8,,,
1083ACF2XPvAibaEXe9QJDM9nE85iJVThCVUBV9Y,THPT,0.85,,,
F5601ABFXPvAibaEXe9QJDM9nE85iGedWeN6vLQA,THPT,0.95,,,
5207F3BBXPvAibaEXe9QJDM9nE85iAv4XJzC1oYs,THPT,0.8833333333333333,,,
60D7B6F9XPvAibaEXe9QJDM9nE85iE1U8QnIFIAy,THPT,0.8333333333333334,,,
EC316FF0XPvAibaEXe9QJDM9nE85iKT1pf3phr8M,THPT,0.9833333333333333,,,
FF1F91C6XPvAibaEXe9QJDM9nE85iG8enJ2bG8BP,THPT,0.85,,,
158AD701XPvAibaEXe9afbyrOJH5CBOTQmYnFjFX,THPT,0.8666666666666667,,,
A6CA7254XPvAibaEXe9afbyrOJH5CGAiTpO4GPtP,THPT,0.95,,,
4272DD7BXPvAibaEXe9afbyrOJH5CA7xPZrhGhkE,THPT,0.8166666666666667,,,
1AF8A66FXPvAibaEXe9afbyrOJH5CKZO/rCz8Mbl,THPT,0.9,,,
7BCD987FXPvAibaEXe9afbyrOJH5CBVNizWcvKMe,THPT,0.9166666666666666,,,
26DC49F5XPvAibaEXe9afbyrOJH5CFlMrepSjvSv,THPT,0.9666666666666667,,,
2B0CA1B8XPvAibaEXe9afbyrOJH5CPpnSE4AQlhN,THPT,0.85,,,
5478BE78XPvAibaEXe9afbyrOJH5CIk691Y5ZINI,THPT,0.8666666666666667,,,
71A74519XPvAibaEXe9afbyrOJH5CJKyLoWKNB+S,THPT,0.8166666666666667,,,
5DE1D167XPvAibaEXe8v1/72rbobbRG+t8Nae7N4,THPT,0.8333333333333334,,,
131ECE74XPvAibaEXe8v1/72rbobbQHBZRJ22MB1,THPT,0.8666666666666667,,,
4A7E56E3XPvAibaEXe8v1/72rbobbYkWi49YWGw3,THPT,0.9,,,
F638C8D6XPvAibaEXe8v1/72rbobbfn9oqqIBWfa,THPT,0.8666666666666667,,,
A5CFC3EAXPvAibaEXe8v1/72rbobbQBhkDh9w0n8,THPT,0.85,,,
305072BEXPvAibaEXe8v1/72rbobbQlDKr/cqaUS,THPT,0.85,,,
2D8479A3XPvAibaEXe8v1/72rbobbdOHOOZiIlda,THPT,0.8666666666666667,,,
C7FB8BCEXPvAibaEXe9iBRrLJjO8dTdpnBoM+zoi,THPT,0.8666666666666667,,,
9C27D55DXPvAibaEXe9iBRrLJjO8dRjd7Zs5TV2/,THPT,0.8666666666666667,,,
1E4A5AC6XPvAibaEXe9iBRrLJjO8dZDYHhYIuFfM,THPT,0.9333333333333333,,,
815DC6D5XPvAibaEXe9iBRrLJjO8dUXgzuC1uGLg,THPT,1.0166666666666666,,,
4EDD5B5CXPvAibaEXe9iBRrLJjO8dcNMX+7JRk7V,THPT,0.85,,,
DFCB1C2AXPvAibaEXe9iBRrLJjO8dSVKhn7bco0u,THPT,0.9833333333333333,,,
2C312957XPvAibaEXe9iBRrLJjO8db8uuGBKOnXN,THPT,0.8833333333333333,,,
116D8D35XPvAibaEXe9iBRrLJjO8dXJcGXKHn5vw,THPT,0.9333333333333333,,,
1A5D5F18XPvAibaEXe9iBRrLJjO8dQILBANrs/Mw,THPT,0.8833333333333333,,,
FBF78CCFXPvAibaEXe/GP74oAJxkeDWQPDHBnP8R,THPT,0.85,,,
6E64155CXPvAibaEXe/GP74oAJxkeIRq/31oa9ak,THPT,0.9666666666666667,,,
D01FB3C4XPvAibaEXe/GP74oAJxkeCzeu7IOKesj,THPT,1.0333333333333334,,,
47FBD67DXPvAibaEXe/GP74oAJxkeM9Oi1FSfspn,THPT,0.85,,,
AD9E064BXPvAibaEXe/GP74oAJxkeAi0ENPwa1up,THPT,0.8666666666666667,,,
D00E4BBEXPvAibaEXe/GP74oAJxkeL+4k2T6b+zA,THPT,0.9166666666666666,,,
855EBAB6XPvAibaEXe/GP74oAJxkeFK3GK4jlLCA,THPT,0.85,,,
E8B314E9XPvAibaEXe/GP74oAJxkeJbsEk9Q36Ww,THPT,0.8333333333333334,,,
54A70FAAXPvAibaEXe/GP74oAJxkeNZTWPyYVRj2,THPT,0.85,,,
39115EE5XPvAibaEXe/5SY0P9d9+eOdlmFFtHNpT,THPT,0.9333333333333333,,,
590C5A22XPvAibaEXe/5SY0P9d9+eIFjN53F5Ry7,THPT,0.8833333333333333,,,
3AEB7AB4XPvAibaEXe/5SY0P9d9+eB+bPw+UtjJt,THPT,0.8333333333333334,,,
2B136363XPvAibaEXe/5SY0P9d9+eAXMEiuURM/0,THPT,0.8666666666666667,,,
C6662E8FXPvAibaEXe/5SY0P9d9+ePHIqV5mYmE7,THPT,0.9166666666666666,,,
EA9BD2A7XPvAibaEXe/5SY0P9d9+ePS3OI33kBrB,THPT,0.9666666666666667,,,
1C3AD212XPvAibaEXe/5SY0P9d9+eBBhx2Cw35F1,THPT,0.9166666666666666,,,
D80820A1XPvAibaEXe/5SY0P9d9+eLlBx9nL4U4E,THPT,0.8833333333333333,,,
6C74DCBCXPvAibaEXe/5SY0P9d9+ePOjz5kpYB9j,THPT,0.85,,,
A92C7D7EXPvAibaEXe/9XMaU/9dsP3ZMX8Z2sU3/,THPT,0.9333333333333333,,,
D8A433FEXPvAibaEXe/9XMaU/9dsP4HOIzNsbFZq,THPT,1.0,,,
431B54F6XPvAibaEXe/9XMaU/9dsPyDQ+jhIZQ1j,THPT,0.95,,,
ACAC3501XPvAibaEXe/9XMaU/9dsP2V7OUutWEGf,THPT,0.95,,,
D0E9FFC8XPvAibaEXe/9XMaU/9dsP+5xafFkD3sZ,THPT,0.9333333333333333,,,
0AB2AC8EXPvAibaEXe/9XMaU/9dsP7xXXR4Qke5Q,THPT,0.8833333333333333,,,
D036AF14XPvAibaEXe/9XMaU/9dsP7W4nlRjh3OM,THPT,0.8833333333333333,,,
8D077F26XPvAibaEXe/9XMaU/9dsPw9rujlD3/zi,THPT,0.9,,,
B6B6C879XPvAibaEXe/9XMaU/9dsP0YXCCeOvvFr,THPT,0.9666666666666667,,,
3BA2638AXPvAibaEXe80CLygfiFTYIF9lGijqsfM,THPT,0.8166666666666667,,,
D8C09AE3XPvAibaEXe80CLygfiFTYAAKf5zXmrfn,THPT,1.0333333333333334,,,
D18B24FAXPvAibaEXe80CLygfiFTYJS78BGflfGo,THPT,1.0333333333333334,,,
ED218BC0XPvAibaEXe80CLygfiFTYBh7rOFupLnS,THPT,0.95,,,
51ABA153XPvAibaEXe80CLygfiFTYC0BypVMJWgH,THPT,0.85,,,
1D8411ABXPvAibaEXe80CLygfiFTYGXD+dIICDlA,THPT,0.8666666666666667,,,
6E832832XPvAibaEXe80CLygfiFTYH07DEeZtbIp,THPT,0.95,,,
9DF18B69XPvAibaEXe80CLygfiFTYHHljkL4Y9Lt,THPT,0.8666666666666667,,,
90EAB7D3XPvAibaEXe80CLygfiFTYEBxkX3zTLqO,THPT,0.9166666666666666,,,
9D14729AXPvAibaEXe8WdGcsQTF3yLZ3B0b1W9X0,THPT,0.8833333333333333,,,
C61628C0XPvAibaEXe8WdGcsQTF3yDxTfC1zIue0,THPT,0.95,,,
9884C11CXPvAibaEXe8WdGcsQTF3yMswo+0Ve8NQ,THPT,0.85,,,
812FEF5DXPvAibaEXe8WdGcsQTF3yAkfM+A4rrJk,THPT,0.8333333333333334,,,
51F5CC70XPvAibaEXe8WdGcsQTF3yJIdZH0CWn7t,THPT,0.95,,,
414CD0CDXPvAibaEXe8WdGcsQTF3yIf1jfCxonbD,THPT,1.0166666666666666,,,
7075BE69XPvAibaEXe8WdGcsQTF3yHQhmzrDl1Yc,THPT,0.9166666666666666,,,
DC568C24XPvAibaEXe8WdGcsQTF3yCy04j7JaMTM,THPT,0.85,,,
2D57A854XPvAibaEXe8WdGcsQTF3yDJk01mdVJzW,THPT,0.9666666666666667,,,
3B527F18XPvAibaEXe8WdGcsQTF3yDY1AULs3U1x,THPT,0.8666666666666667,,,
FDCA1F81XPvAibaEXe+xw+0gOjOR0FlMrNx/+TZG,THPT,1.05,,,
231393B0XPvAibaEXe+xw+0gOjOR0PK5J6OAawo7,THPT,0.8833333333333333,,,
44A0CC40XPvAibaEXe+xw+0gOjOR0N++o8KbRpYq,THPT,1.0,,,
AABCA0E0XPvAibaEXe+xw+0gOjOR0BD2ghb/Cj1M,THPT,0.9833333333333333,,,
118F3451XPvAibaEXe+xw+0gOjOR0LX1Iih/kDxx,THPT,0.9333333333333333,,,
6E1EC6E3XPvAibaEXe+xw+0gOjOR0ArvNOutmoXN,THPT,0.9,,,
7F4471C9XPvAibaEXe+xw+0gOjOR0I3+TenBaTT4,THPT,0.9166666666666666,,,
AAF7F152XPvAibaEXe/baiw3K4HkFzl+Wq31fVGa,THPT,0.95,,,
F71855D2XPvAibaEXe/baiw3K4HkF6wI5F6w6e/1,THPT,0.8,,,
364C01E5XPvAibaEXe/baiw3K4HkF0B1jHz/g2mU,THPT,1.05,,,
C652408CXPvAibaEXe/baiw3K4HkF5HM+yiC7grI,THPT,0.9833333333333333,,,
BEF962A2XPvAibaEXe/baiw3K4HkF+t6hSvKbPBr,THPT,1.0833333333333333,,,
04B8CFCFXPvAibaEXe/baiw3K4HkF2jQGbVW7zgO,THPT,0.8833333333333333,,,
FE367B70XPvAibaEXe/baiw3K4HkF29v5WC6Y3t+,THPT,0.8666666666666667,,,
61ED53DFXPvAibaEXe/baiw3K4HkFxzsFQRZdGJ5,THPT,1.0,,,
A675C95CXPvAibaEXe8dZIB3odxynjCdWLhxMdlo,THPT,0.9166666666666666,,,
A647BF17XPvAibaEXe8dZIB3odxynqhPa7jxOJZV,THPT,1.0,,,
A3432242XPvAibaEXe8dZIB3odxynvRsIZuhEiHG,THPT,0.9833333333333333,,,
1A57D711XPvAibaEXe8dZIB3odxynish6zKkFVzW,THPT,1.0,,,
29C09889XPvAibaEXe8dZIB3odxynhtkSv0G/qxR,THPT,0.8166666666666667,,,
162B997EXPvAibaEXe8dZIB3odxynvLl7gPAdm0t,THPT,0.8666666666666667,,,
3B369BE8XPvAibaEXe/9n4RXguPAYMnCmbENlty2,THPT,0.8333333333333334,,,
E41882FEXPvAibaEXe/9n4RXguPAYEAxQQmOAAZG,THPT,0.9333333333333333,,,
0A8C9A4BXPvAibaEXe/9n4RXguPAYPQDYpD5T/PA,THPT,0.8666666666666667,,,
CF73DD3CXPvAibaEXe/9n4RXguPAYNhPkL6cwTol,THPT,0.9666666666666667,,,
5744B505XPvAibaEXe/9n4RXguPAYLy1ULuVcNNN,THPT,0.8166666666666667,,,
496BA332XPvAibaEXe/9n4RXguPAYPE1qUnKCdpJ,THPT,0.9,,,
A02C92D9XPvAibaEXe/9n4RXguPAYASjIqcBPLH1,THPT,0.85,,,
885D43C3XPvAibaEXe/9n4RXguPAYPCdAJhH+UNK,THPT,0.9666666666666667,,,
B6496AD5XPvAibaEXe/9n4RXguPAYJnEBVwvE4Wm,THPT,0.85,,,
6988D28AXPvAibaEXe9MSDlNDFbYdo3rYOhSopw2,THPT,1.0,,,
5B13E979XPvAibaEXe9MSDlNDFbYdm7ZbP6bCKMi,THPT,0.85,,,
A191B068XPvAibaEXe9MSDlNDFbYdoCiNVMOPF2D,THPT,1.0,,,
459ADBDFXPvAibaEXe9MSDlNDFbYdqjhBRShbHKJ,THPT,0.95,,,
D712BFCEXPvAibaEXe9MSDlNDFbYdstcpztF17Qf,THPT,0.9166666666666666,,,
D93973F0XPvAibaEXe9MSDlNDFbYdv+00TzAQCSX,THPT,1.0,,,
9D2478E5XPvAibaEXe9MSDlNDFbYdoly8gfyWDms,THPT,1.0,,,
1DDFEC8DXPvAibaEXe9MSDlNDFbYdrDAitYufILG,THPT,0.8166666666666667,,,
B34BE99FXPvAibaEXe8c53vaOKMxC1fOucMsJhG8,THPT,0.8666666666666667,,,
F8A375A3XPvAibaEXe8c53vaOKMxC9xXYQrtfUH2,THPT,0.9833333333333333,,,
0D2B48D3XPvAibaEXe8c53vaOKMxCzqf3f9CtSj+,THPT,0.9666666666666667,,,
371F5AE9XPvAibaEXe8c53vaOKMxC9TpnxULmvfr,THPT,0.8833333333333333,,,
047B5CA3XPvAibaEXe8c53vaOKMxC239GQMYdXlR,THPT,1.0,,,
B33E7B54XPvAibaEXe8c53vaOKMxC0URHI2A3waU,THPT,0.9666666666666667,,,
0D1D6419XPvAibaEXe8c53vaOKMxCwtlsMCgFPbi,THPT,0.8333333333333334,,,
2C048813XPvAibaEXe8c53vaOKMxC6OcYPNvqU2m,THPT,0.8666666666666667,,,
38FB4ADDXPvAibaEXe8c53vaOKMxC0jV7Wt4ja3z,THPT,1.0333333333333334,,,
2086199EXPvAibaEXe9Qk6hDUWKQXYCENEFk6Wn/,THPT,0.8833333333333333,,,
C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643,THPT,0.9166666666666666,,,
8A4942E7XPvAibaEXe9Qk6hDUWKQXd90HPAVxS/v,THPT,0.85,,,
5A10E2B2XPvAibaEXe9Qk6hDUWKQXY8MwWryrhWu,THPT,0.8833333333333333,,,
3B35AABBXPvAibaEXe9Qk6hDUWKQXa1f1s5GACsT,THPT,0.8666666666666667,,,
9D1D0D5CXPvAibaEXe9Qk6hDUWKQXS/sN5/7YvvK,THPT,0.9333333333333333,,,
0D8ACB1AXPvAibaEXe9Qk6hDUWKQXW1vlY8dR29I,THPT,0.8833333333333333,,,
7012FFE8XPvAibaEXe9Qk6hDUWKQXYWExMCOA+uA,THPT,0.9,,,
A5CBFD30XPvAibaEXe+xxRCacZP96nDee0c9rTgN,THPT,0.9833333333333333,,,
DA3DF53DXPvAibaEXe+xxRCacZP96tkiOBxYLD7W,THPT,1.0,,,
44C83847XPvAibaEXe+xxRCacZP96mHxNEpUbDfG,THPT,0.85,,,
88272E39XPvAibaEXe+xxRCacZP96rQIEEZfvWfU,THPT,0.85,,,
BE33F672XPvAibaEXe+xxRCacZP96g/fHDPvdJuw,THPT,1.0,,,
43FC3281XPvAibaEXe+xxRCacZP96u5n77x8ggVW,THPT,0.85,,,
36FE6837XPvAibaEXe+xxRCacZP96h0zDJZCKy8e,THPT,0.9166666666666666,,,
4A223D49XPvAibaEXe+xxRCacZP96myvp3MKYFxv,THPT,0.85,,,
EF1E5800XPvAibaEXe/dSnTMEtLaY0RM0j3DMRBQ,THPT,0.9333333333333333,,,
6D2E8231XPvAibaEXe/dSnTMEtLaY2jQPSMnpr39,THPT,0.95,,,
56BDE338XPvAibaEXe/dSnTMEtLaY7dYPGoqxBPE,THPT,0.8166666666666667,,,
A14314C4XPvAibaEXe/dSnTMEtLaY2Uw/XIbL0bZ,THPT,0.85,,,
E4AEA33AXPvAibaEXe/dSnTMEtLaY+Y6qERgFb9P,THPT,1.0,,,
6120D0ADXPvAibaEXe/dSnTMEtLaY6EPZOThw3D6,THPT,0.8666666666666667,,,
DC0553EBXPvAibaEXe/dSnTMEtLaYzJNN6OiB99V,THPT,0.9,,,
B9B6228FXPvAibaEXe/dSnTMEtLaY89ri1B3AlpX,THPT,0.9666666666666667,,,
36FA8BB0XPvAibaEXe/Nok7qdNjJRkvxvZ3RvFLA,THPT,0.8333333333333334,,,
B1A11BB2XPvAibaEXe/Nok7qdNjJRokK+NqLfID+,THPT,0.8666666666666667,,,
