mssv,ngaythi,url,loaixn,tongdiem,ngay_xet_loai,thoi_gian_nop_bang,ket_qua_xet_loai,year,month,day
38731AB3XPvAibaEXe+WdrMfsV/1fXcQVlo2589t,2020-11-08,bangcap/19522347/19522347_bangcap_TOEIC_LR_20201120171933.jpg,TOEIC_LR,460.0,2020-12-22 21:13:57.343387471,2020-11-20,,2020,12,22
38A7026DXPvAibaEXe9hSzSdeSAT0oxt8vTYvGic,2017-12-07,bangcap/14520227/14520227_bangcap_TOEIC_LR_20180530210627.png,TOEIC_LR,895.0,2018-06-20 14:12:28.000000000,2018-05-30,,2018,6,20
38DFAA3AXPvAibaEXe8n5o9RyAxUM97aRIy9CFct,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/17520741/17520741_chungchi_TOEIC_LR_20190228145044.jpg,TOEIC_LR,465.0,2019-04-12 15:26:06.000000000,2019-02-28,,2019,4,12
38FEDC84XPvAibaEXe9n6M+kQhqu8viyMaH0fvSb,2019-05-26,bangcap/16520860/16520860_bangcap_TOEIC_LR_20200611173848.png,TOEIC_LR,700.0,2020-06-23 10:03:19.000000000,2020-06-11,,2020,6,23
399DDFEAXPvAibaEXe9U/AuCAN8zZ/ZscG9vZe50,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520171/18520171_chungchi_TOEIC_LR_20190604140255.jpg,TOEIC_LR,795.0,2019-07-01 11:20:15.000000000,2019-06-04,,2019,7,1
399DDFEAXPvAibaEXe9U/AuCAN8zZ/ZscG9vZe50,2020-11-18,bangcap/18520171/18520171_bangcap_TOEIC_SW_20210504102441.png,TOEIC_SW,295.0,2021-05-04 15:00:25.000000000,2021-05-04,,2021,5,4
39C240FDXPvAibaEXe8VQgmAEjfeNpOHA3JbdAhl,2019-11-23,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521128/18521128_chungchi_TOEIC_LR_20200730151905.jpg,TOEIC_LR,555.0,2020-08-22 10:46:12.000000000,2020-07-30,,2020,8,22
39CFA80DXPvAibaEXe+tg0ae8qw/giuc2CTRAuM8,2020-10-24,bangcap/14520119/14520119_bangcap_VNU-EPT_20201216093912.jpg,VNU-EPT,189.0,2020-12-28 14:46:11.000000000,2020-12-16,,2020,12,28
3AB7EC1EXPvAibaEXe8zLanLNVS12aYJ9kFIkU02,2019-05-25,bangcap/15520704/15520704_bangcap_TOEIC_LR_20190806203154.jpg,TOEIC_LR,690.0,2019-10-22 10:57:54.000000000,2019-08-06,,2019,10,22
3AE9D52AXPvAibaEXe/MMx1dMBtPnSBGva9BdDMm,2019-12-07,bangcap/19521931/19521931_bangcap_TOEIC_LR_20210311182141.jpeg,TOEIC_LR,390.0,2021-03-16 09:07:16.000000000,2021-03-11,,2021,3,16
3AEDE0DBXPvAibaEXe+dJypLAXKUX7Lv5UiSnxfu,2018-08-16,bangcap/16521170/16521170_bangcap_TOEIC_LR_20200729195213.jpg,TOEIC_LR,700.0,2020-08-22 10:47:20.000000000,2020-07-29,,2020,8,22
3B1B73AEXPvAibaEXe/y2t7DVG8TDass+/GF6+ZL,2019-06-16,bangcap/14520421/14520421_bangcap_TOEIC_SW_20190701094025.png,TOEIC_SW,215.0,2019-10-22 10:53:47.000000000,2019-07-01,,2019,10,22
3B2EA3B7XPvAibaEXe/iGey/Hml5umruCSvdzVz/,2021-01-27,bangcap/17520805/17520805_bangcap_TOEIC_SW_20210216205955.png,TOEIC_SW,240.0,2021-03-02 08:41:41.000000000,2021-02-16,,2021,3,2
3B2EA3B7XPvAibaEXe/iGey/Hml5umruCSvdzVz/,2020-08-22,bangcap/17520805/17520805_bangcap_TOEIC_LR_20210204225843.jpg,TOEIC_LR,910.0,2021-03-08 21:13:57.343387471,2021-02-04,,2021,3,8
3B334337XPvAibaEXe+9GFX9aWroRPhzn84Kn1g3,2017-11-07,bangcap/13520361/13520361_bangcap_TOEIC_LR_20180405192248.jpg,TOEIC_LR,460.0,2018-06-20 14:14:15.000000000,2018-04-05,,2018,6,20
3B35AABBXPvAibaEXe9Qk6hDUWKQXa1f1s5GACsT,2019-12-29,bangcap/14520776/14520776_bangcap_TOEIC_LR_20190314004626.jpg,TOEIC_LR,530.0,2019-04-12 15:07:17.000000000,2019-03-14,,2019,4,12
3BA2001AXPvAibaEXe8z1Io4iT8HJMGETGEwyWJt,2020-07-19,bangcap/14520187/14520187_bangcap_TOEIC_LR_20200802172137.jpg,TOEIC_LR,625.0,2020-08-13 10:48:18.000000000,2020-08-02,,2020,8,13
3BD33C22XPvAibaEXe/xn91tBWVNDWhtC0SguqJH,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520872/18520872_chungchi_TOEIC_LR_20190717083438.jpg,TOEIC_LR,325.0,2019-10-02 11:00:48.000000000,2019-07-17,,2019,10,2
3BEA040AXPvAibaEXe/45+b0LBlJ7IY5Q9BD0gFA,2020-08-29,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/15520381/15520381_chungchi_VNU-EPT_20201019084014.jpg,VNU-EPT,237.0,2020-10-19 08:40:22.000000000,2020-10-19,,2020,10,19
3BF1D313XPvAibaEXe++R9hzjt1s7wg5K5BGjZVo,2020-08-01,bangcap/15520301/15520301_bangcap_VNU-EPT_20200820101217.jpg,VNU-EPT,183.0,2020-09-21 21:13:57.343387471,2020-08-20,,2020,9,21
3C1AC214XPvAibaEXe/kJUgsv26Ua9Wx7QQ3WPtB,2012-08-14,bangcap/14520930/14520930_bangcap_TOEIC_LR_20190411223100.jpg,TOEIC_LR,500.0,2019-06-18 10:16:04.000000000,2019-04-11,,2019,6,18
3C82D41FXPvAibaEXe9+dT4FRTt+Q86M0DpFf9k5,2019-10-16,bangcap/15520557/15520557_bangcap_TOEIC_LR_20191026110232.jpg,TOEIC_LR,480.0,2019-11-05 10:41:52.000000000,2019-10-26,,2019,11,5
3CB22BDCXPvAibaEXe+bnYbevupsw4yUo/ivj60I,2019-12-28,bangcap/18520275/18520275_bangcap_TOEIC_LR_20200527090755.jpg,TOEIC_LR,580.0,2020-06-08 11:04:23.000000000,2020-05-27,,2020,6,8
3CB24347XPvAibaEXe83EtiN4MI2ntso94rp+aT8,2019-07-29,bangcap/13520142/13520142_bangcap_TOEIC_LR_20190905175232.jpg,TOEIC_LR,530.0,2019-10-22 10:48:26.000000000,2019-09-05,,2019,10,22
3D3D9084XPvAibaEXe8eWl5Nr7OWQrtifEgV2NNa,2021-03-20,bangcap/16520808/16520808_bangcap_VNU-EPT_20210509235934.jpg,VNU-EPT,248.0,2021-05-14 15:31:31.000000000,2021-05-09,,2021,5,14
3D4925DEXPvAibaEXe8ElCvsRaR7dzQpSbjRCeNE,2020-12-26,bangcap/17520585/17520585_bangcap_TOEIC_LR_20210124165656.jpg,TOEIC_LR,710.0,2021-02-25 21:13:57.343387471,2021-01-24,,2021,2,25
3D4AD6C3XPvAibaEXe9F+oU8wuNbqE7uTNvm7Nra,2020-12-26,bangcap/18521605/18521605_bangcap_TOEIC_LR_20210123104016.jpg,TOEIC_LR,525.0,2021-02-24 21:13:57.343387471,2021-01-23,,2021,2,24
3D566640XPvAibaEXe+HozZBb+7rZ990ZqjSt5C3,2019-12-28,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520537/18520537_chungchi_TOEIC_LR_20200527140104.jpg,TOEIC_LR,455.0,2020-06-25 10:57:52.000000000,2020-05-27,,2020,6,25
3D7B4DFBXPvAibaEXe//eUaw4J38K0EmakY/MxcV,2019-10-26,bangcap/15520043/15520043_bangcap_IELTS_20191127124012.jpg,IELTS,6.0,2019-12-02 14:19:08.000000000,2019-11-27,,2019,12,2
3D841DAEXPvAibaEXe9WGATIMl02LJS8n1lLdF33,2021-03-28,bangcap/16520570/16520570_bangcap_TOEIC_LR_20210421190001.jpg,TOEIC_LR,590.0,2021-05-27 16:17:45.000000000,2021-04-21,,2021,5,27
3DD6F18CXPvAibaEXe9YXJ3+ew7OHEXS0l6PEXPK,2020-08-20,bangcap/15520834/15520834_bangcap_TOEIC_LR_20201124103936.jpeg,TOEIC_LR,520.0,2020-12-26 21:13:57.343387471,2020-11-24,,2020,12,26
3DE54CA2XPvAibaEXe+cv7qSCYkQesWI9sWob4cD,2020-08-01,bangcap/16520682/16520682_bangcap_VNU-EPT_20200828205935.png,VNU-EPT,240.0,2020-09-04 14:04:25.000000000,2020-08-28,,2020,9,4
3E0D6147XPvAibaEXe/YKN5ysyYL7H1dbPhtPzOC,2017-09-08,bangcap/13520415/13520415_bangcap_TOEIC_LR_20180811192325.jpg,TOEIC_LR,485.0,2018-09-13 10:01:48.000000000,2018-08-11,,2018,9,13
3E437E83XPvAibaEXe+cD1fKElqxL3AMjMxrtDdl,,bangcap/13520083/13520083_bangcap_TOEIC_LR_20180118175751.jpg,TOEIC_LR,470.0,2018-02-02 10:04:52.000000000,2018-01-18,đạt chuẩn,2018,2,2
3E7C48C6XPvAibaEXe91kmICrkek2vGASu4f5Vr/,2020-08-22,bangcap/17521216/17521216_bangcap_TOEIC_LR_20210119224931.jpg,TOEIC_LR,655.0,2021-02-20 21:13:57.343387471,2021-01-19,,2021,2,20
3E98A64CXPvAibaEXe8WA4OgPtanSIqf9Q1O8Yin,2019-01-16,bangcap/14521175/14521175_bangcap_TOEIC_LR_20200330175527.jpg,TOEIC_LR,735.0,2020-06-10 08:54:02.000000000,2020-03-30,,2020,6,10
3EBFEDFFXPvAibaEXe+pRrseqS9RoXak2ox1UWYZ,2020-10-22,bangcap/19520254/19520254_bangcap_TOEIC_LR_20201120191757.jpg,TOEIC_LR,465.0,2020-12-22 21:13:57.343387471,2020-11-20,,2020,12,22
3EE86753XPvAibaEXe+tKlY40ATmdUOzEdqgsUxi,2019-05-11,bangcap/15520548/15520548_bangcap_TOEIC_LR_20200708215947.jpeg,TOEIC_LR,805.0,2020-07-23 10:29:10.000000000,2020-07-08,,2020,7,23
3F0850FBXPvAibaEXe/U5lSbganJ80ns0wi7lt38,2019-08-10,bangcap/15520340/15520340_bangcap_TOEIC_LR_20190821153145.jpg,TOEIC_LR,660.0,2019-10-31 16:13:34.000000000,2019-08-21,,2019,10,31
3F7EE327XPvAibaEXe8FGyuwtFnKnA3zwdulIpUk,2018-12-23,bangcap/16521347/16521347_bangcap_TOEIC_LR_20190117084123.png,TOEIC_LR,690.0,2019-04-12 15:37:38.000000000,2019-01-17,,2019,4,12
3FC0F6DEXPvAibaEXe/glop/3mrWAIYMnWizZXym,2019-11-07,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521004/18521004_chungchi_TOEIC_LR_20191202143653.jpg,TOEIC_LR,390.0,2020-01-04 07:50:08.000000000,2019-12-02,,2020,1,4
3FC67985XPvAibaEXe+uS3hCcqF/s1BNErmZi3AP,2020-01-21,bangcap/16520718/16520718_bangcap_TOEIC_LR_20200820145535.jpg,TOEIC_LR,705.0,2020-09-14 14:55:57.000000000,2020-08-20,,2020,9,14
3FC67985XPvAibaEXe+uS3hCcqF/s1BNErmZi3AP,2020-07-12,bangcap/16520718/16520718_bangcap_TOEIC_SW_20200820100524.png,TOEIC_SW,235.0,2020-09-21 21:13:57.343387471,2020-08-20,,2020,9,21
3FFF49AFXPvAibaEXe+l4bzn3GsI7z9llw7nyxUo,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521303/18521303_chungchi_TOEIC_LR_20191025104851.jpg,TOEIC_LR,820.0,2019-11-07 15:24:22.000000000,2019-10-25,,2019,11,7
40052890XPvAibaEXe/X5ZhFzI36lFZgcFl/9nmE,2019-08-29,bangcap/15520440/15520440_bangcap_TOEIC_LR_20210507225442.jpg,TOEIC_LR,640.0,2021-05-18 10:26:41.000000000,2021-05-07,,2021,5,18
408D0B61XPvAibaEXe/04IiIK7okBdYvNYs5MiFQ,2019-11-30,bangcap/16521791/16521791_bangcap_VNU-EPT_20200106171822.jpg,VNU-EPT,216.0,2020-03-24 13:44:17.000000000,2020-01-06,,2020,3,24
40AD33BCXPvAibaEXe9M021iVaAwIPHYg7fxj42i,,bangcap/13520875/13520875_bangcap_TOEIC_LR_20180311112317.jpg,TOEIC_LR,640.0,2018-04-12 09:38:15.000000000,2018-03-11,,2018,4,12
40E3DED7XPvAibaEXe8cSwcDAK/pUDQbys/Ydwoj,2018-09-29,bangcap/17521190/17521190_bangcap_TOEIC_LR_20180929072339.jpg,TOEIC_LR,460.0,2018-11-02 14:21:49.000000000,2018-09-29,,2018,11,2
410D0A94XPvAibaEXe/KpP1fV6ua5wXA/QUFGsXs,2020-12-07,bangcap/16521366/16521366_bangcap_TOEIC_LR_20210217233445.jpg,TOEIC_LR,835.0,2021-03-21 21:13:57.343387471,2021-02-17,,2021,3,21
4116D300XPvAibaEXe/IJyK0OmpUJ+bkK+R+mD2O,2019-07-31,bangcap/18520396/18520396_bangcap_TOEIC_LR_20190814193332.jpg,TOEIC_LR,610.0,2019-09-25 11:05:52.000000000,2019-08-14,,2019,9,25
412DC926XPvAibaEXe+5f3nhbX2eh9nFdw3I/18R,,bangcap/13520890/13520890_bangcap_TOEIC_LR_20180306121953.jpg,TOEIC_LR,465.0,2018-04-12 09:48:42.000000000,2018-03-06,,2018,4,12
413BF255XPvAibaEXe+Y0lGmaTa/AIa1iAKZWEji,2021-01-27,bangcap/16521439/16521439_bangcap_TOEIC_SW_20210302221626.png,TOEIC_SW,235.0,2021-03-09 16:22:44.000000000,2021-03-02,,2021,3,9
413BF255XPvAibaEXe+Y0lGmaTa/AIa1iAKZWEji,2021-02-04,bangcap/16521439/16521439_bangcap_TOEIC_LR_20210302222044.jpg,TOEIC_LR,645.0,2021-04-03 21:13:57.343387471,2021-03-02,,2021,4,3
414CD0CDXPvAibaEXe8WdGcsQTF3yIf1jfCxonbD,2019-08-19,bangcap/14520705/14520705_bangcap_TOEIC_LR_20190830160332.jpg,TOEIC_LR,965.0,2019-10-22 10:52:14.000000000,2019-08-30,,2019,10,22
418187C9XPvAibaEXe8Wb350a8ibnhbWI4z++VY2,2020-10-25,bangcap/19522556/19522556_bangcap_TOEIC_LR_20201115120517.jpg,TOEIC_LR,450.0,2020-12-17 21:13:57.343387471,2020-11-15,,2020,12,17
41DD3B86XPvAibaEXe9iOtseai5jcto6yYpohLib,2019-05-25,bangcap/15520695/15520695_bangcap_TOEIC_LR_20190721093452.jpg,TOEIC_LR,785.0,2019-10-16 10:40:00.000000000,2019-07-21,,2019,10,16
4231C089XPvAibaEXe/EvmuerN6w1F2RepQUx5nM,2018-12-29,bangcap/17520427/17520427_bangcap_TOEIC_LR_20190220083628.jpg,TOEIC_LR,765.0,2019-04-12 15:30:46.000000000,2019-02-20,,2019,4,12
4241B8FFXPvAibaEXe8oET1/EVZ+WhufGCO+W4ps,2019-12-08,bangcap/18521066/18521066_bangcap_TOEIC_LR_20200614114635.png,TOEIC_LR,545.0,2020-07-06 15:27:14.000000000,2020-06-14,,2020,7,6
4242FA6AXPvAibaEXe8f56j3W7C5xtXXRI+8BJQy,2020-12-12,bangcap/19522503/19522503_bangcap_TOEIC_LR_20210120185536.jpg,TOEIC_LR,495.0,2021-02-01 10:54:20.000000000,2021-01-20,,2021,2,1
42A0A8EEXPvAibaEXe9iKIRwqei6/H1ClHJwaL6I,2010-04-06,bangcap/13520163/13520163_bangcap_TOEIC_LR_20180729173032.jpg,TOEIC_LR,585.0,2018-09-13 09:58:40.000000000,2018-07-29,,2018,9,13
42D0A860XPvAibaEXe9ETemEVgJcUaCQYWr2vUTm,2019-05-24,bangcap/14520250/14520250_bangcap_TOEIC_SW_20190913002151.png,TOEIC_SW,230.0,2019-10-22 10:51:07.000000000,2019-09-13,,2019,10,22
42D88C82XPvAibaEXe+F47DLdH7neagHe7FbP3fV,2021-05-13,bangcap/18520192/18520192_bangcap_TOEIC_LR_20210602103048.jpg,TOEIC_LR,540.0,2021-07-04 21:13:57.343387471,2021-06-02,,2021,7,4
43057FFAXPvAibaEXe+LbSgCtk53mZ4STa1WL1s6,2019-08-29,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520519/18520519_chungchi_TOEIC_LR_20191129165307.jpg,TOEIC_LR,720.0,2020-01-04 07:46:28.000000000,2019-11-29,,2020,1,4
430EA049XPvAibaEXe+9WAygB66RlKxXCZEJYJ0/,2012-02-16,bangcap/14521150/14521150_bangcap_TOEIC_LR_20190214112412.jpeg,TOEIC_LR,545.0,2019-04-12 15:32:52.000000000,2019-02-14,,2019,4,12
4327E19AXPvAibaEXe9mpn5IvDinR+yFQRgetnFy,2020-11-01,bangcap/19521295/19521295_bangcap_TOEIC_LR_20201120132348.jpg,TOEIC_LR,460.0,2020-12-22 21:13:57.343387471,2020-11-20,,2020,12,22
43342F02XPvAibaEXe8VQgmAEjfeNhSaOgWMZr6B,2019-10-16,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521129/18521129_chungchi_TOEIC_LR_20200212074934.jpg,TOEIC_LR,580.0,2020-06-10 08:46:21.000000000,2020-02-12,,2020,6,10
43570CC4XPvAibaEXe+O+EbU9awW5l2bq2q6YQOW,2019-11-08,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521351/18521351_chungchi_TOEIC_LR_20191202140316.jpg,TOEIC_LR,440.0,2020-01-04 07:47:15.000000000,2019-12-02,,2020,1,4
43CCA7BDXPvAibaEXe9DjwUQ+Cta8QZaLPJ5vcTz,2020-05-16,bangcap/15520283/15520283_bangcap_TOEFL%20iBT_20200526121757.jpg,TOEFL iBT,93.0,2020-06-30 10:42:59.000000000,2020-05-26,,2020,6,30
44233D79XPvAibaEXe/fptT4PBq8NPm0XkaSmFAs,2020-10-25,bangcap/18521514/18521514_bangcap_TOEIC_LR_20201129123219.jpg,TOEIC_LR,905.0,2020-12-31 21:13:57.343387471,2020-11-29,,2020,12,31
4443C8E2XPvAibaEXe/Ae0QceO7lRDgn/x2Wf2Os,2017-04-22,bangcap/17521085/17521085_bangcap_IELTS_20191014172130.jpg,IELTS,,2019-10-22 11:53:41.000000000,2019-10-14,từ chối,2019,10,22
447A450FXPvAibaEXe+DUF+563kBvcBUq24gjVNl,2020-11-14,bangcap/19522489/19522489_bangcap_TOEIC_LR_20201126185835.jpg,TOEIC_LR,495.0,2020-12-28 21:13:57.343387471,2020-11-26,,2020,12,28
44A0CC40XPvAibaEXe+xw+0gOjOR0N++o8KbRpYq,2019-04-06,bangcap/14520713/14520713_bangcap_TOEIC_LR_20190520203316.jpg,TOEIC_LR,730.0,2019-07-01 11:06:52.000000000,2019-05-20,,2019,7,1
44F8D5D7XPvAibaEXe88tz7NL7l/gtFUOkxXz2Vn,2019-06-23,bangcap/14520972/14520972_bangcap_TOEIC_LR_20190708131251.jpg,TOEIC_LR,545.0,2019-10-22 10:53:35.000000000,2019-07-08,,2019,10,22
454A639FXPvAibaEXe/EiyqMUCp4HVkAto1F3EsR,2019-09-29,bangcap/17520087/17520087_bangcap_TOEIC_LR_20200805170956.png,TOEIC_LR,695.0,2020-08-20 10:18:33.000000000,2020-08-05,,2020,8,20
454A639FXPvAibaEXe/EiyqMUCp4HVkAto1F3EsR,2019-11-03,bangcap/17520087/17520087_bangcap_TOEIC_SW_20200806155730.png,TOEIC_SW,295.0,2020-08-20 15:15:07.000000000,2020-08-06,,2020,8,20
454DFA56XPvAibaEXe+5oCRQPDKXsiPlIEEgh05d,2019-12-23,bangcap/13520975/13520975_bangcap_TOEIC_LR_20200107085403.jpg,TOEIC_LR,505.0,2020-03-28 15:10:20.000000000,2020-01-07,,2020,3,28
45C1AE02XPvAibaEXe+Y2Dmraxe1iZRzEs93KNw/,2020-09-27,bangcap/16520359/16520359_bangcap_TOEIC_LR_20210417142833.jpg,TOEIC_LR,520.0,2021-05-05 15:27:19.000000000,2021-04-17,,2021,5,5
460FE95AXPvAibaEXe8pd25OrRS+bcsLaTm3oBVu,2021-03-28,bangcap/16520543/16520543_bangcap_TOEIC_LR_20210421120556.jpg,TOEIC_LR,465.0,2021-05-05 15:27:19.000000000,2021-04-21,,2021,5,5
463CC26DXPvAibaEXe9mjVtuyMJi9ENAftsTQaSW,2018-12-29,bangcap/15520840/15520840_bangcap_TOEIC_LR_20190619132027.jpeg,TOEIC_LR,835.0,2019-10-31 16:09:24.000000000,2019-06-19,,2019,10,31
4647FAD4XPvAibaEXe+/+q/J1of16Gnbnnths+LI,2014-07-06,bangcap/19521056/19521056_bangcap_NHAT_20200821233533.jpg,NHAT,0.0,2020-08-27 16:40:16.000000000,2020-08-21,từ chối,2020,8,27
464BB955XPvAibaEXe8drPFSmj8q7y890WliBMen,2020-08-29,bangcap/19520008/19520008_bangcap_IELTS_20200918190612.jpg,IELTS,6.0,2020-11-26 09:57:26.000000000,2020-09-18,,2020,11,26
46AF3FCDXPvAibaEXe/V63KvIWwakLTkSKyFOT+I,2020-08-08,bangcap/17520613/17520613_bangcap_IELTS_20201119104055.jpg,IELTS,5.5,2020-12-21 21:13:57.343387471,2020-11-19,,2020,12,21
46F0FD87XPvAibaEXe/QqI5At3DBgpMIosQWSuCC,2020-05-09,bangcap/15520712/15520712_bangcap_IELTS_20200529133120.jpg,IELTS,7.0,2020-07-31 14:53:03.000000000,2020-05-29,,2020,7,31
4741EF8EXPvAibaEXe92T150Nt0xZjZEWoFcIInj,,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18520914/18520914_chungchi_TOEIC_LR_20190701160937.jpg,TOEIC_LR,725.0,2019-10-02 11:01:22.000000000,2019-07-01,,2019,10,2
4743F40FXPvAibaEXe+/MvKIb2VAVUWMGXsSclXS,2021-02-27,bangcap/16520985/16520985_bangcap_TOEIC_LR_20210320222014.jpg,TOEIC_LR,660.0,2021-05-27 16:17:45.000000000,2021-03-20,,2021,5,27
4743F40FXPvAibaEXe+/MvKIb2VAVUWMGXsSclXS,2021-04-11,bangcap/16520985/16520985_bangcap_TOEIC_SW_20210428223838.jpg,TOEIC_SW,250.0,2021-05-30 21:13:57.343387471,2021-04-28,,2021,5,30
47574797XPvAibaEXe+4ETeamtJzhIy3c2o9c9YA,2020-11-18,bangcap/19520379/19520379_bangcap_TOEIC_LR_20210120164656.jpg,TOEIC_LR,915.0,2021-02-21 21:13:57.343387471,2021-01-20,,2021,2,21
4785283EXPvAibaEXe8ptkRJyotmH0AxIrbY3Kvy,2018-12-29,bangcap/14520235/14520235_bangcap_TOEIC_LR_20190329232745.jpg,TOEIC_LR,620.0,2019-06-18 10:12:23.000000000,2019-03-29,,2019,6,18
4785283EXPvAibaEXe8ptkRJyotmH0AxIrbY3Kvy,2019-03-17,bangcap/14520235/14520235_bangcap_TOEIC_SW_20190329232319.png,TOEIC_SW,235.0,2019-10-22 10:54:57.000000000,2019-03-29,,2019,10,22
47C7F0D8XPvAibaEXe8cJKtXZaLmvW7+9X9I1l88,2020-12-26,bangcap/16521713/16521713_bangcap_TOEIC_LR_20210128164359.jpeg,TOEIC_LR,735.0,2021-03-01 21:13:57.343387471,2021-01-28,,2021,3,1
47C7F0D8XPvAibaEXe8cJKtXZaLmvW7+9X9I1l88,2021-01-17,bangcap/16521713/16521713_bangcap_TOEIC_SW_20210131220820.png,TOEIC_SW,220.0,2021-03-04 21:13:57.343387471,2021-01-31,,2021,3,4
48368B84XPvAibaEXe8N+uD/a8GbgnfkQpNg1KN/,2000-01-19,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521268/18521268_chungchi_NHAT_20200724141228.jpg,NHAT,,2020-08-14 15:54:13.000000000,2020-07-24,N3,2020,8,14
485EE734XPvAibaEXe9N+b7C2VGPs9muAnhMpjeF,2020-12-26,bangcap/16521837/16521837_bangcap_TOEIC_LR_20210107103702.jpg,TOEIC_LR,665.0,2021-02-08 21:13:57.343387471,2021-01-07,,2021,2,8
486F2B95XPvAibaEXe9TMBdu4IUyd1OadVM1S5iH,2019-07-31,bangcap/15520961/15520961_bangcap_TOEIC_LR_20190810110655.jpg,TOEIC_LR,545.0,2019-10-31 16:11:40.000000000,2019-08-10,,2019,10,31
48AE85FFXPvAibaEXe9/83vYrk4yZsAzRDq+kcRG,2018-12-18,bangcap/15520613/15520613_bangcap_TOEIC_LR_20201130150344.jpg,TOEIC_LR,550.0,2021-01-01 21:13:57.343387471,2020-11-30,,2021,1,1
48D92F82XPvAibaEXe8Cym7B6GX+Tqsl9buO6vGi,,bangcap/13520499/13520499_bangcap_TOEIC_LR_20180301131123.jpg,TOEIC_LR,625.0,2018-04-12 09:43:03.000000000,2018-03-01,,2018,4,12
4920F8CFXPvAibaEXe+VDSoAYozpw7ZMmYF5tbdW,2020-08-01,bangcap/15520256/15520256_bangcap_IELTS_20200821163524.jpeg,IELTS,6.5,2020-10-28 10:47:45.000000000,2020-08-21,,2020,10,28
49239E49XPvAibaEXe8jiYzwktGScj334ZUiVBYZ,2019-12-01,bangcap/16521411/16521411_bangcap_TOEIC_SW_20200410120119.png,TOEIC_SW,190.0,2020-04-14 15:50:06.000000000,2020-04-10,,2020,4,14
49318D12XPvAibaEXe8blaTjeDit3xlAQOJghcps,2020-10-07,bangcap/19520467/19520467_bangcap_IELTS_20210118151346.jpg,IELTS,5.0,2021-04-22 14:08:23.000000000,2021-01-18,,2021,4,22
4998C7E5XPvAibaEXe+eLIaWcq1sI+vXST9nhuK8,2020-11-17,bangcap/18521589/18521589_bangcap_TOEIC_LR_20201127143327.jpg,TOEIC_LR,415.0,2020-12-29 21:13:57.343387471,2020-11-27,,2020,12,29
499C730BXPvAibaEXe/fptT4PBq8NE08rAffIbU5,2019-11-07,https://qldt.uit.edu.vn/sites/default/files/sinhvien/chungchi/18521519/18521519_chungchi_TOEIC_LR_20191123094359.jpg,TOEIC_LR,350.0,2019-12-31 10:58:45.000000000,2019-11-23,,2019,12,31
499C730BXPvAibaEXe/fptT4PBq8NE08rAffIbU5,2021-03-14,bangcap/18521519/18521519_bangcap_Cambrigde_20210601105304.jpeg,Cambrigde,154.0,2021-07-03 21:13:57.343387471,2021-06-01,,2021,7,3
49B81E8DXPvAibaEXe+3bWVxnzRRwLjpUzvComxK,2018-10-06,bangcap/17521239/17521239_bangcap_TOEIC_LR_20181211194008.jpg,TOEIC_LR,780.0,2019-01-10 15:50:46.000000000,2018-12-11,,2019,1,10
4A267BB4XPvAibaEXe8YaJ+XvjGNa12csclhJnYz,2020-12-21,bangcap/14520556/14520556_bangcap_TOEIC_LR_20201231092656.jpg,TOEIC_LR,900.0,2021-02-01 21:13:57.343387471,2020-12-31,,2021,2,1
4A4946DDXPvAibaEXe+VDSoAYozpw1nGemR2oZt2,2020-09-30,bangcap/15520257/15520257_bangcap_TOEIC_LR_20201014153544.jpg,TOEIC_LR,730.0,2020-10-26 16:06:19.000000000,2020-10-14,,2020,10,26
4AFE5A8EXPvAibaEXe9MLbI3cCq2BMqcbjt1Z6h0,,bangcap/13520819/13520819_bangcap_TOEIC_LR_20180319200410.jpg,TOEIC_LR,520.0,2018-04-12 10:25:46.000000000,2018-03-19,,2018,4,12
4B44DB9CXPvAibaEXe+cHxM5cHw4WnfUr5zHt0ak,2019-06-24,bangcap/15520873/15520873_bangcap_TOEIC_SW_20200622165438.png,TOEIC_SW,200.0,2020-06-30 10:26:24.000000000,2020-06-22,,2020,6,30
4B44DB9CXPvAibaEXe+cHxM5cHw4WnfUr5zHt0ak,2020-05-25,bangcap/15520873/15520873_bangcap_TOEIC_LR_20200622210522.jpg,TOEIC_LR,555.0,2020-07-06 15:31:41.000000000,2020-06-22,,2020,7,6
4B5A19F7XPvAibaEXe9rbQR8nwnz2DRuOzHtJOVp,2020-09-24,bangcap/18520901/18520901_bangcap_TOEIC_LR_20210224145044.jpg,TOEIC_LR,855.0,2021-03-28 21:13:57.343387471,2021-02-24,,2021,3,28
