mssv,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
66D8EA8FXPvAibaEXe8WxPcntbnyslQMvMD9JfJL,100,96,96,100,100,96,92,-1,-1,-1,-1,-1,-1,-1,-1,-1
66EA4AC0XPvAibaEXe8HdBWz7TQU65kp50JI7bBT,100,100,97,97,100,100,85,72,54,-1,-1,-1,-1,-1,-1,-1
66EB0E4FXPvAibaEXe+Dzz08DYrYWVxgTGzK1uC2,90,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
66F2E06AXPvAibaEXe8byJxgVsE7Rwykn7yU0f+D,0,0,0,0,0,5,40,-1,-1,-1,-1,-1,-1,-1,-1,-1
67019C78XPvAibaEXe/GgxgRg2iezkeTP1N+aT4C,90,100,100,96,100,100,90,-1,-1,-1,-1,-1,-1,-1,-1,-1
670817FEXPvAibaEXe+LLvbxzunmJKKt4KdkWwgm,62,57,57,70,70,91,75,58,56,62,70,60,70,-1,-1,-1
67119958XPvAibaEXe8x0FWp3Gjx95xnwZNVcD4C,65,65,81,81,82,82,82,84,-1,-1,-1,-1,-1,-1,-1,-1
6712F61BXPvAibaEXe+V18Hp4ZH8hs5F6sE+T4Jf,0,76,76,66,66,91,75,75,74,-1,-1,-1,-1,-1,-1,-1
671D09FAXPvAibaEXe8IGiiWauHvTHz2ZSMV7PKN,80,90,80,80,100,84,93,91,86,-1,-1,-1,-1,-1,-1,-1
671F6C8AXPvAibaEXe+GapkXz3RH2LDVekVF73iC,85,85,75,100,90,96,100,94,58,-1,-1,-1,-1,-1,-1,-1
67229D5AXPvAibaEXe8u6ih8pRJJpNdyXkOAm4aH,88,80,87,90,90,90,90,75,58,50,53,50,-1,-1,-1,-1
6726316CXPvAibaEXe8VnqU11737HrFa30iy2jmJ,73,73,85,80,73,73,96,74,83,98,-1,-1,-1,-1,-1,-1
672D838CXPvAibaEXe/LIv6QeHs+Zcfs7iJPoN5o,90,90,100,89,100,100,100,97,58,-1,-1,-1,-1,-1,-1,-1
6737E007XPvAibaEXe+SgbKufUiN7Cgz+ZmGhWIf,76,55,24,49,54,68,75,75,66,66,53,-1,-1,-1,-1,-1
673ADB91XPvAibaEXe8w4wM4FDYR1NFWrh+mNIVy,0,98,98,88,88,90,91,95,78,-1,-1,-1,-1,-1,-1,-1
673CB672XPvAibaEXe+g+689Av0WQyWfZz/S798Q,90,100,100,90,100,100,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
673CDC4DXPvAibaEXe/Ae0QceO7lRCbM7meFxWwi,80,85,86,75,75,69,62,76,-1,-1,-1,-1,-1,-1,-1,-1
67483A9DXPvAibaEXe+pX9RZhc1jhgT3r3KReJqb,90,91,90,90,100,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
674A27D2XPvAibaEXe/Fs1szcgDuRsaz97wyXsXH,63,69,49,58,69,49,63,61,31,50,50,-1,-1,-1,-1,-1
675F6E1AXPvAibaEXe8Lp0YaxzdqUqANf9LrAVMr,76,51,58,55,80,72,60,70,70,65,53,60,-1,-1,-1,-1
6767E861XPvAibaEXe87cFnqlCoR2XagC719vAcL,79,75,80,83,94,82,86,75,69,-1,-1,-1,-1,-1,-1,-1
6777A5A5XPvAibaEXe/BqA0y8R3TRZDcJooW2geh,78,55,55,62,62,55,46,30,54,46,71,70,60,65,-1,-1
6778C130XPvAibaEXe+7P4TS0/ikVcxrYCiN4Kyj,62,69,73,68,86,85,94,81,-1,-1,-1,-1,-1,-1,-1,-1
677BE13BXPvAibaEXe/Ojw5gA+9jXlEdHdnjvK4V,60,43,56,68,68,66,66,75,58,-1,-1,-1,-1,-1,-1,-1
67847C60XPvAibaEXe+RaLErOlzgha2y+g6xYjV0,89,87,80,78,75,85,86,89,77,55,-1,-1,-1,-1,-1,-1
678A7E53XPvAibaEXe86736b6Ol+/Jgt4POkxWzn,85,75,75,64,64,49,71,75,54,63,76,67,-1,-1,-1,-1
678D7DDFXPvAibaEXe+tKlY40ATmdRi+ljMSm4lA,60,77,60,67,80,75,75,70,-1,-1,-1,-1,-1,-1,-1,-1
679190A6XPvAibaEXe9EUO2qxCH07YiAKT41f4A5,64,68,80,73,73,83,83,93,75,98,100,-1,-1,-1,-1,-1
6797E6AFXPvAibaEXe88tz7NL7l/gigtWlWELlnM,64,64,63,63,67,64,19,-1,-1,-1,-1,-1,-1,-1,-1,-1
679F7096XPvAibaEXe/czfr8la7F8chnO1tdTiSs,60,60,72,72,80,80,100,86,-1,-1,-1,-1,-1,-1,-1,-1
67A05D6CXPvAibaEXe/X5qOvA9deFRJ0DDr9P9j3,95,100,90,84,74,56,66,-1,-1,-1,-1,-1,-1,-1,-1,-1
67A2162FXPvAibaEXe9mL9UZSYh9+djfCueTlgAy,0,50,50,52,52,65,76,62,64,-1,-1,-1,-1,-1,-1,-1
67B08E41XPvAibaEXe92uUBt7zfwrT4ApqjDuA+s,80,100,95,85,95,100,85,100,95,66,-1,-1,-1,-1,-1,-1
67B56051XPvAibaEXe+E7LJdSZ9AW2LGYVN5SHNw,75,64,88,79,72,69,71,61,33,55,-1,-1,-1,-1,-1,-1
67B828D9XPvAibaEXe9JWTHSsB5dJTTLruV92dPs,70,76,88,69,65,72,71,55,28,-1,-1,-1,-1,-1,-1,-1
67BF161DXPvAibaEXe+R/tyBRfEoNzm4EMiMsiwT,75,75,83,83,88,88,88,80,-1,-1,-1,-1,-1,-1,-1,-1
67C6F23FXPvAibaEXe+K/omYw1flXRmUa2JKRYI0,59,59,66,73,100,81,70,74,-1,-1,-1,-1,-1,-1,-1,-1
67C763FAXPvAibaEXe/BqA0y8R3TRXNUn5wTg3dI,59,78,78,86,86,77,86,68,82,67,57,-1,-1,-1,-1,-1
67CC3807XPvAibaEXe/ve/U6YLNUGmR5R0KrJ3Q4,84,73,98,100,92,85,80,74,-1,-1,-1,-1,-1,-1,-1,-1
67CF304EXPvAibaEXe8rZ8NuCiCoOeBPZMKpSl6p,100,90,97,90,100,100,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
67D044F2XPvAibaEXe97q47CdxnNZACAWtvSi+eR,75,75,63,63,86,74,75,50,76,61,50,65,50,50,-1,-1
67D20EBBXPvAibaEXe/J0r+JN9xEWaAHLQuEkUv4,90,61,58,61,59,48,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
67D7036DXPvAibaEXe+zrGHfAUSFabjrbPTYEo23,50,73,73,73,83,83,66,69,63,58,58,58,50,-1,-1,-1
67D73E5FXPvAibaEXe9hweWHK/GxsAzYBCt3GIbM,66,80,85,85,95,95,100,100,-1,-1,-1,-1,-1,-1,-1,-1
67D7D4C1XPvAibaEXe/1Yakz2BGJTZEs6GQ/zp3H,90,90,89,86,90,100,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
67D96DACXPvAibaEXe/4WyTnp6RTwtpIjPgCAODs,86,80,76,80,81,100,85,94,66,66,58,-1,-1,-1,-1,-1
67DD3A6BXPvAibaEXe+KhkBwgOBVczRbQ1gQpiRT,76,66,100,90,78,63,68,64,45,-1,-1,-1,-1,-1,-1,-1
67DE9D35XPvAibaEXe8vx1Re3PVav/cmEodQA4Jo,0,71,71,69,69,73,69,72,72,-1,-1,-1,-1,-1,-1,-1
67E4B7CBXPvAibaEXe/mvnIvGKt85TkkV8xd6aoN,79,67,67,39,46,68,50,73,30,55,60,-1,-1,-1,-1,-1
67E746A7XPvAibaEXe8YaJ+XvjGNa4AHHTab7pGP,100,100,99,99,98,98,94,100,85,80,55,-1,-1,-1,-1,-1
67E97092XPvAibaEXe9lVlYxgSyBv3Lnr469JQ2W,81,100,90,100,100,96,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
67ED0061XPvAibaEXe8XRU39qyEN1chMLO/dxerV,0,77,77,60,60,73,54,-1,-1,-1,-1,-1,-1,-1,-1,-1
67F97CE7XPvAibaEXe/CiPILllTJfyfNtrSb5F+3,79,62,67,75,80,80,76,75,65,-1,-1,-1,-1,-1,-1,-1
6800D0F1XPvAibaEXe+b6DqXDWl+uzldcvCdgZRb,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
6804DC20XPvAibaEXe9dKITjhF3qTSqJgqvgUdJ2,80,86,70,83,80,75,81,75,70,58,-1,-1,-1,-1,-1,-1
68079439XPvAibaEXe/mvnIvGKt85Q/qRdfn9KbS,68,62,79,50,73,22,33,23,-1,-1,-1,-1,-1,-1,-1,-1
682945CCXPvAibaEXe9mCnb3+Zz/PUn3pDGbLSzu,80,80,80,80,83,69,64,56,81,75,65,70,50,55,58,-1
682C32E0XPvAibaEXe/Bn5cQSu92WX0DcIKdud8D,64,62,62,20,20,69,69,61,64,56,50,48,-1,-1,-1,-1
6830FBDFXPvAibaEXe++B0JyCbXA1H7UKeNd7aVi,78,66,66,84,89,75,66,-1,-1,-1,-1,-1,-1,-1,-1,-1
68348D59XPvAibaEXe/2X6aOdUt4JySgJmaWQ24F,0,74,74,90,90,90,79,77,81,-1,-1,-1,-1,-1,-1,-1
683B0864XPvAibaEXe/ve/U6YLNUGqWccn4pmfVI,70,57,70,79,71,69,74,64,45,58,61,55,-1,-1,-1,-1
68475035XPvAibaEXe9DjwUQ+Cta8ZNmpw2ChsxC,81,63,62,63,76,75,86,75,80,58,53,-1,-1,-1,-1,-1
68481D94XPvAibaEXe+3sZoWnetaj+cTym+QdnwT,41,60,66,70,76,85,74,62,62,71,58,58,50,-1,-1,-1
6854FCD8XPvAibaEXe8VziDgYa0u7mTJdEiYeXKm,76,76,90,90,74,61,64,63,76,75,78,-1,-1,-1,-1,-1
685E9B66XPvAibaEXe8Z5hiNBvM0RUhoP1Ap4yGC,100,100,89,90,100,100,84,-1,-1,-1,-1,-1,-1,-1,-1,-1
6861BF4CXPvAibaEXe/pmLsWv14ojKDv120AX0kS,80,85,76,80,83,69,71,64,66,66,58,-1,-1,-1,-1,-1
6863E512XPvAibaEXe8hLNatuVCg+UIHvbMJncfZ,72,72,77,77,84,70,58,43,76,80,60,65,50,-1,-1,-1
686F0240XPvAibaEXe/EbCJQv4uheLsCvuE8vs+G,90,69,88,74,79,82,89,-1,-1,-1,-1,-1,-1,-1,-1,-1
687112ECXPvAibaEXe8ciyLBP/Qla/1I7+xi3CDh,52,78,85,83,80,83,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
688AD0F0XPvAibaEXe+A3TjfwxprolQPmwWz78oz,90,80,76,75,77,75,79,76,82,66,58,-1,-1,-1,-1,-1
68967370XPvAibaEXe9Zp44TyFcBSDcwWhsGcthJ,90,80,74,74,81,91,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
68A6C4F9XPvAibaEXe9oenRjqNmEXzXRzv4simoh,84,84,74,63,83,77,55,85,60,-1,-1,-1,-1,-1,-1,-1
68A9F6E0XPvAibaEXe+Wjq/eoSKNhSFFR3HqFJZ7,62,62,73,90,87,33,28,-1,-1,-1,-1,-1,-1,-1,-1,-1
68CC04EEXPvAibaEXe8HvmLHDqSTlrFd35w4eUkw,0,0,0,38,38,57,55,-1,-1,-1,-1,-1,-1,-1,-1,-1
68CE8BF0XPvAibaEXe9RBNO8knVPDzBP8FuKR2+8,79,66,47,51,68,70,71,70,-1,-1,-1,-1,-1,-1,-1,-1
68D7397BXPvAibaEXe9kjFBbKBtNOoJPMXGn4lG3,81,65,91,84,78,54,52,68,-1,-1,-1,-1,-1,-1,-1,-1
68D7C2D2XPvAibaEXe9drMWeKYE4jE7jX1IcXiuW,90,79,82,79,89,79,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
68E760BFXPvAibaEXe8ooYk4mkUGmPtFJ8yRjfYR,85,83,83,93,93,76,76,80,71,81,50,-1,-1,-1,-1,-1
68EB2622XPvAibaEXe9M021iVaAwIPmPusZ0mw3v,100,100,100,100,100,100,92,84,85,80,60,-1,-1,-1,-1,-1
68F0CE7BXPvAibaEXe9B4DABGWTuPQirLyCDxXqW,71,71,85,73,80,80,84,54,59,-1,-1,-1,-1,-1,-1,-1
68F82731XPvAibaEXe8LHfATqQ4bHn4100aHRyHQ,62,62,57,47,65,54,63,71,70,65,70,-1,-1,-1,-1,-1
68FA05DCXPvAibaEXe9zjjuEw+R98VYk9kiqijCz,62,62,93,91,100,93,78,67,54,-1,-1,-1,-1,-1,-1,-1
6907A97DXPvAibaEXe8oz3/loyZiHH5Lb1U/Xzy6,70,80,81,75,72,81,79,66,58,-1,-1,-1,-1,-1,-1,-1
6920B9AAXPvAibaEXe83EtiN4MI2ns6NZhlUAIhE,100,69,69,86,86,80,80,89,78,73,77,71,-1,-1,-1,-1
69252096XPvAibaEXe+28lpC3TQ8NkTFntxwLSvt,0,65,65,79,79,77,85,83,78,-1,-1,-1,-1,-1,-1,-1
692758D6XPvAibaEXe+pDN88/1DR4FhgbLqyi+BX,89,89,78,91,75,66,60,56,75,60,78,50,50,-1,-1,-1
69278348XPvAibaEXe/BJuSl0HxpASNMdxn0eEXZ,71,86,100,86,79,92,79,66,45,55,55,-1,-1,-1,-1,-1
692AE086XPvAibaEXe+7uJh0aD4oAhdF11ZV7Cz8,90,88,76,80,79,75,70,58,77,66,64,-1,-1,-1,-1,-1
693BF40CXPvAibaEXe+PAOVcd+LnOYY2k3crUSnI,78,71,48,58,80,80,76,75,50,63,53,63,-1,-1,-1,-1
6941E653XPvAibaEXe+qNIjYBkSuZsw2FlkrD1ql,65,65,73,73,52,52,75,82,-1,-1,-1,-1,-1,-1,-1,-1
6941EDCFXPvAibaEXe9lF2o7VejWNigZWDBEXchf,84,95,95,100,100,57,69,19,45,47,56,-1,-1,-1,-1,-1
694330BCXPvAibaEXe83EtiN4MI2ngvW488wCP/k,78,59,59,85,85,77,77,67,54,50,72,81,70,60,-1,-1
694CF3A9XPvAibaEXe/c+AA7R58MU+cMKb0kBta2,77,84,93,100,100,100,90,-1,-1,-1,-1,-1,-1,-1,-1,-1
6953DF6BXPvAibaEXe8XU1E8XgQL2JzsZAS/iqve,100,100,98,100,100,100,85,-1,-1,-1,-1,-1,-1,-1,-1,-1
695CFFDAXPvAibaEXe+4wpotlFp126XWOuwb59oE,72,72,84,84,48,48,77,57,-1,-1,-1,-1,-1,-1,-1,-1
69634BDAXPvAibaEXe+gzQv7yQRYbnF+ADHGv386,77,63,71,57,58,63,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
69643540XPvAibaEXe+cHxM5cHw4Wn3KWrehFvo/,85,79,71,73,80,80,76,75,63,50,53,50,-1,-1,-1,-1
696580ECXPvAibaEXe/k1FtQjAVbegdbqxgY45sC,0,0,0,0,50,50,62,70,-1,-1,-1,-1,-1,-1,-1,-1
696753E9XPvAibaEXe+zCbAzes7Yiq5b0VhNBA6a,100,86,92,96,100,85,91,90,85,-1,-1,-1,-1,-1,-1,-1
696BBB7CXPvAibaEXe827gUJFt6sri9wU/vTtagU,100,100,100,100,100,99,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
6975E297XPvAibaEXe9usUd9iNN9jCbmHLFVMRag,95,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx,96,96,96,100,90,91,90,100,80,-1,-1,-1,-1,-1,-1,-1
6981B504XPvAibaEXe9Xnw4t0GPgx4e71aEuqYO2,88,78,78,88,88,66,92,65,60,69,79,70,60,70,-1,-1
6988D28AXPvAibaEXe9MSDlNDFbYdo3rYOhSopw2,52,52,53,10,40,24,35,67,56,60,75,50,50,53,-1,-1
698A5619XPvAibaEXe83RuGSO94Cq+btE+DhSaEt,90,81,80,86,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
698E1B15XPvAibaEXe+mSzTPzQXh5OCdlcnfM7ch,65,65,87,87,72,72,72,81,-1,-1,-1,-1,-1,-1,-1,-1
69A557BFXPvAibaEXe9x19MmhYDi0/brjnWax0TS,82,76,88,75,80,82,96,66,-1,-1,-1,-1,-1,-1,-1,-1
69AC7F46XPvAibaEXe9BkA95ACUJrBlNUXrzexTQ,0,65,65,80,80,76,91,68,70,-1,-1,-1,-1,-1,-1,-1
69C5430DXPvAibaEXe92/FvKjToSoR/N9CBVYvYr,90,97,96,100,100,86,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
69C75A0FXPvAibaEXe/r5MZmMPRuFRI8/4eMjNwF,0,0,58,58,45,45,57,59,-1,-1,-1,-1,-1,-1,-1,-1
69CC9D77XPvAibaEXe/A0C8NKWg+cCtO4VRi7hM3,90,100,100,95,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
69CE7A3EXPvAibaEXe9mjVtuyMJi9MNGsBgeCrXQ,91,71,54,80,85,73,80,75,65,-1,-1,-1,-1,-1,-1,-1
69D325A1XPvAibaEXe9A8avg2Xms/9vgjaJdEDR8,90,100,100,100,100,100,100,99,-1,-1,-1,-1,-1,-1,-1,-1
69D4BAA3XPvAibaEXe+m4TIigwhBB70jmYk7DWDj,78,80,75,80,96,81,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
69DD2363XPvAibaEXe/PpYImsUfHqKbr7uKLVm3D,73,100,100,80,75,90,90,100,89,58,63,83,-1,-1,-1,-1
69E02601XPvAibaEXe9m/69ZWkuELvK4XU4DcK9J,70,70,89,89,76,76,94,82,-1,-1,-1,-1,-1,-1,-1,-1
69E83776XPvAibaEXe9iwE7RauYabtl1z3f4EzPG,0,65,65,51,51,88,68,85,60,-1,-1,-1,-1,-1,-1,-1
69EAA97AXPvAibaEXe90ZzX2oanjjnD7J8FNZuDS,98,92,100,85,76,85,75,88,64,-1,-1,-1,-1,-1,-1,-1
69F9F7F0XPvAibaEXe+BLXXPq9s2ITfXVc4OuLLr,83,72,95,69,79,54,54,66,30,55,50,-1,-1,-1,-1,-1
6A019AD0XPvAibaEXe8T1DiYsmlfsUfueeZhOx0R,76,76,50,84,61,62,59,90,75,65,-1,-1,-1,-1,-1,-1
6A078F7FXPvAibaEXe/t4WKrTmA45dNbeTYZ+KBc,80,83,76,80,72,81,88,79,81,66,68,-1,-1,-1,-1,-1
6A08424AXPvAibaEXe/lSUoyv6mJfNKvc/xp2+hv,70,70,90,90,95,95,88,69,-1,-1,-1,-1,-1,-1,-1,-1
6A089A70XPvAibaEXe9Y6XKwco8jyUczq4xBb32o,80,73,74,85,72,77,79,76,81,66,-1,-1,-1,-1,-1,-1
6A0B3173XPvAibaEXe8C3lblh2dNngefVWO5ag4W,90,76,81,93,75,76,65,-1,-1,-1,-1,-1,-1,-1,-1,-1
6A0E3807XPvAibaEXe/H1VZJBzJAwtB2TbvuX3AM,71,71,72,66,73,65,66,76,70,65,70,50,50,-1,-1,-1
6A1641E4XPvAibaEXe8jOKYsh0sA3tu4a2hluo7L,100,90,81,100,100,100,100,90,58,-1,-1,-1,-1,-1,-1,-1
6A1B149BXPvAibaEXe/Tj2XE44nW1e/x4EAm9k0Z,68,76,73,72,57,60,29,56,35,55,50,-1,-1,-1,-1,-1
6A34DC14XPvAibaEXe9HKUC7sboLjsk46RkohDVv,83,66,66,68,68,84,84,82,59,68,70,63,55,-1,-1,-1
6A3B3095XPvAibaEXe/8VZV/juG2bcdi7upslJZ9,90,85,100,90,100,84,80,72,-1,-1,-1,-1,-1,-1,-1,-1
6A539AF6XPvAibaEXe8NoNh54Mn6M4te3lYnWlT0,100,78,66,69,90,90,95,85,55,-1,-1,-1,-1,-1,-1,-1
6A58FA75XPvAibaEXe+LOVcofflPOmoYdTK9mEGh,80,85,70,77,81,90,100,83,64,-1,-1,-1,-1,-1,-1,-1
6A59832FXPvAibaEXe9RV3kg6cpLDIrCGskoUjyf,74,73,64,81,100,80,80,85,92,-1,-1,-1,-1,-1,-1,-1
6A5B6AA2XPvAibaEXe+uRfOPQ+iOmR5Una/Plg4p,0,63,63,53,53,59,61,-1,-1,-1,-1,-1,-1,-1,-1,-1
6A673D5FXPvAibaEXe8POUWRTChIQ1Ox9609L22Y,0,75,75,69,69,80,81,91,59,-1,-1,-1,-1,-1,-1,-1
6A6975C9XPvAibaEXe9sUz+dc1ML5IYabRORWA3H,95,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1
6A756FE5XPvAibaEXe9/3rpdfvRgggXW7PV1LW6g,80,80,93,84,86,86,89,77,58,-1,-1,-1,-1,-1,-1,-1
6A7CDC10XPvAibaEXe8UtLk0ua6nIGzaLHzX+TxE,80,95,95,100,100,91,100,96,-1,-1,-1,-1,-1,-1,-1,-1
6A81620DXPvAibaEXe+1q4RcodP1hMdKe6TPwdUm,89,75,100,87,71,91,65,54,25,50,50,-1,-1,-1,-1,-1
6A867095XPvAibaEXe/Lh6v1XxTKJcUM1sd4pHve,92,67,67,77,77,58,73,56,66,63,71,70,60,65,50,-1
6A97A161XPvAibaEXe/NJPkXkTyAbU7PQryNjDZp,65,65,74,74,54,54,65,64,-1,-1,-1,-1,-1,-1,-1,-1
6A99654CXPvAibaEXe+tsOVF0knUh+YTKnog1sP3,95,95,75,75,79,79,66,84,-1,-1,-1,-1,-1,-1,-1,-1
6A9E7655XPvAibaEXe9N1zCEN2FQqAgDXazuTYPG,0,68,68,60,60,82,85,98,85,-1,-1,-1,-1,-1,-1,-1
6AA036E5XPvAibaEXe/cg9419ghLE+9lS4zRwfha,92,92,78,92,84,64,83,80,80,65,-1,-1,-1,-1,-1,-1
6AA9AB6BXPvAibaEXe/HEi/LLJqlPG8rHALYovv0,0,85,85,68,68,59,48,42,16,-1,-1,-1,-1,-1,-1,-1
6AAC82E8XPvAibaEXe8dBqMaN7rGhhzMiLnM53Rr,72,96,100,90,95,95,100,100,93,-1,-1,-1,-1,-1,-1,-1
6AB2635CXPvAibaEXe9LZwdMb86KA9EUK6LgFjQ+,79,79,74,89,82,67,78,80,63,60,70,50,50,-1,-1,-1
6ABC72F1XPvAibaEXe9+m/oQf3Tjz2YG54BF7DRh,80,78,76,80,71,58,67,58,78,66,66,-1,-1,-1,-1,-1
6ADA9DBAXPvAibaEXe9MQ7MBXxp/M2MhoNKCuCBr,74,60,60,54,54,76,76,76,64,60,70,68,63,55,-1,-1
6AEAE920XPvAibaEXe9HXpb1PepyFTHW7MzBxj5y,64,64,71,82,64,65,50,67,67,65,70,50,50,-1,-1,-1
6AEBA477XPvAibaEXe+1gerp4wWuf/JR1aydjc9h,90,95,89,100,98,91,100,66,64,-1,-1,-1,-1,-1,-1,-1
6AECD30AXPvAibaEXe/z9L7tMg5te6r3cY+o2Vyw,81,85,80,86,74,81,100,76,58,-1,-1,-1,-1,-1,-1,-1
6AEF2EC0XPvAibaEXe86736b6Ol+/EwtIJHvLVRJ,72,60,60,12,12,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
6AF273A9XPvAibaEXe9JezsmM1abknok32tyHyOW,60,59,82,88,80,61,56,66,56,55,55,-1,-1,-1,-1,-1
6AF29538XPvAibaEXe/lq24VwKc+LC3e/iCpEin8,95,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
6B09280BXPvAibaEXe/uH+ehSKMSjbIRdFrD3vPI,90,100,100,92,92,100,100,100,82,98,90,-1,-1,-1,-1,-1
6B199191XPvAibaEXe+6Ui7LQICVSbzFXtp2mJXX,75,75,84,84,54,54,91,76,-1,-1,-1,-1,-1,-1,-1,-1
6B1A526FXPvAibaEXe9o/lUQXb5f/xt498AhtMPj,67,67,80,80,77,85,62,73,80,75,60,65,-1,-1,-1,-1
6B1E7396XPvAibaEXe8xcSmc61U16OvC5R5G87cI,73,67,89,67,89,74,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
6B233653XPvAibaEXe9ajZoptpw4td2khAGLKuwi,79,79,70,70,80,78,62,71,76,75,68,75,50,50,53,-1
6B2B09A5XPvAibaEXe8PCwJaf/8k/F+vp0qeySQ2,95,90,100,100,100,86,86,92,58,-1,-1,-1,-1,-1,-1,-1
6B2F14CCXPvAibaEXe+wmtNhlfgIwsa71h+ulLl3,85,88,88,95,95,79,90,70,80,70,-1,-1,-1,-1,-1,-1
6B2F5909XPvAibaEXe/7UiaF6hqjcb8sZ0mrv7ZF,65,65,72,73,64,81,59,53,44,25,-1,-1,-1,-1,-1,-1
6B353202XPvAibaEXe+JOtnwEvC97iqv56uyQhTY,100,100,100,86,100,95,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
6B364036XPvAibaEXe/XOPUzjjLegAIPZ7jPCoV9,95,81,82,95,90,100,76,80,78,-1,-1,-1,-1,-1,-1,-1
6B39D660XPvAibaEXe8+aAi1Gdg/oQxGxgpB7wac,55,55,81,81,84,84,94,89,-1,-1,-1,-1,-1,-1,-1,-1
6B3A1BFDXPvAibaEXe91UcttbrYagz1zT7x+7HpT,90,95,88,83,90,100,100,98,-1,-1,-1,-1,-1,-1,-1,-1
6B3E46B3XPvAibaEXe940vcGUhedsAZXUcussCrX,0,71,71,73,73,74,75,85,75,-1,-1,-1,-1,-1,-1,-1
6B474708XPvAibaEXe+PmhPN+9CWc9mgj2fmO33R,74,74,71,82,79,64,66,73,73,-1,-1,-1,-1,-1,-1,-1
6B49524CXPvAibaEXe+qA4yV5f0Y/uRhzfxre5yl,90,94,74,84,96,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
6B4BB7BDXPvAibaEXe9+TauHu3ZGiZIbmi6biHmT,90,90,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1
6B4E7EB1XPvAibaEXe91cD6qcSaqdGo31Qxk/wco,96,96,100,92,93,100,83,70,29,25,-1,-1,-1,-1,-1,-1
6B5296D9XPvAibaEXe+szMHbfc71UCmGyO8Q1lsB,95,98,100,100,100,100,100,99,-1,-1,-1,-1,-1,-1,-1,-1
6B59B27FXPvAibaEXe/JIWEdleWD7TXqW9LioZ40,70,70,82,82,47,47,72,74,-1,-1,-1,-1,-1,-1,-1,-1
6B669A59XPvAibaEXe/A+LHGtXv8vzXEqU+iIA1m,77,80,80,90,84,80,88,96,100,58,58,58,50,-1,-1,-1
6B8CE2ECXPvAibaEXe+l4bzn3GsI7yrNzeUoDsl8,81,75,88,77,82,82,79,56,69,-1,-1,-1,-1,-1,-1,-1
6B917B37XPvAibaEXe/KMtCr6bHaurGMaIHnPyOQ,82,82,82,82,76,64,75,90,75,65,70,-1,-1,-1,-1,-1
6B9C7C87XPvAibaEXe8hixWw/kWsbH9S0/bJgqxT,81,100,100,81,100,100,90,-1,-1,-1,-1,-1,-1,-1,-1,-1
6BA32114XPvAibaEXe9BkA95ACUJrCjxNGLFmGvX,0,74,74,66,66,78,75,91,70,-1,-1,-1,-1,-1,-1,-1
6BAD0417XPvAibaEXe9yRt5bXcOfsnbU3QAawVSU,90,95,81,100,84,81,95,-1,-1,-1,-1,-1,-1,-1,-1,-1
6BAEE378XPvAibaEXe9zRIqN26w0B5wzPutOCPLW,85,85,100,100,100,100,96,91,54,-1,-1,-1,-1,-1,-1,-1
6BAFAA65XPvAibaEXe+k2gCw0RZzlTTsVE6WSYY5,90,63,20,64,73,83,81,85,60,-1,-1,-1,-1,-1,-1,-1
6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,94,94,95,95,100,87,82,90,95,95,80,-1,-1,-1,-1,-1
6BB4FBF8XPvAibaEXe/XBbLEWRhgQYrCodpVCa+j,80,92,92,97,97,82,100,78,68,77,-1,-1,-1,-1,-1,-1
6BB67E26XPvAibaEXe/1obfbwrsd5+KaZ8cYU5CS,95,95,100,100,100,100,96,93,90,90,78,75,50,50,53,-1
6BBE4E39XPvAibaEXe+/zOhAOw/nMxtfSMl9i5IN,79,60,84,100,82,77,98,64,30,58,58,-1,-1,-1,-1,-1
