mssv,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
4C6827E6XPvAibaEXe+orwruBh8mex41G0b+r7Wm,100,100,100,100,98,95,94,87,-1,-1,-1,-1,-1,-1,-1,-1
4C6F17CBXPvAibaEXe8JFpQse3KV6oEjOpWfiA71,85,80,71,70,86,88,87,81,-1,-1,-1,-1,-1,-1,-1,-1
4C7280B9XPvAibaEXe/N50hRf+Du8VQmAQ6R065m,100,100,92,100,100,100,93,-1,-1,-1,-1,-1,-1,-1,-1,-1
4C776828XPvAibaEXe/KGOYNCaEaWSy3TGHOsNtZ,91,91,93,100,93,72,90,90,75,65,70,-1,-1,-1,-1,-1
4C8D1649XPvAibaEXe8eHp1BhfrVvR4WwGJ/WLDo,0,73,73,86,86,81,79,91,82,-1,-1,-1,-1,-1,-1,-1
4C983A31XPvAibaEXe8h19maTis8uNKzb3bbalu0,80,80,90,74,83,86,70,-1,-1,-1,-1,-1,-1,-1,-1,-1
4C9B57D9XPvAibaEXe8eJZh5OyStbNCI+BAkeQmo,72,81,91,80,85,90,100,81,78,-1,-1,-1,-1,-1,-1,-1
4C9C40A6XPvAibaEXe92yZ7KcyiZXu3PzFXuikme,90,90,95,100,100,95,96,74,-1,-1,-1,-1,-1,-1,-1,-1
4CB61F0FXPvAibaEXe/BqA0y8R3TRT2jjHQPxleL,92,76,76,82,82,81,72,77,65,70,80,70,60,65,50,-1
4CC07FEEXPvAibaEXe/eCkq6I30ZSqI8QNgInFrB,81,84,76,82,90,80,80,85,-1,-1,-1,-1,-1,-1,-1,-1
4CC29F99XPvAibaEXe+b6DqXDWl+u92RkkV5O9rf,97,99,100,81,99,83,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
4CC723E2XPvAibaEXe876wt31yGPP6r9sXqNueqs,66,63,88,85,85,75,80,63,53,-1,-1,-1,-1,-1,-1,-1
4CD37F46XPvAibaEXe8ge2UHv4J4Byyo6uzLKM42,77,82,82,89,89,69,95,72,66,75,86,70,50,-1,-1,-1
4CD815E5XPvAibaEXe8t2+lY9eHsFj0d8P2Y9Uzx,60,73,76,75,79,79,74,71,79,74,-1,-1,-1,-1,-1,-1
4CDF7D4AXPvAibaEXe9exxmVkEmOjdba0nx5vC13,80,75,85,80,79,81,70,75,81,66,58,-1,-1,-1,-1,-1
4CE58FE7XPvAibaEXe+wvM39dDDGNogtFrR61LB0,62,62,93,92,95,93,90,76,44,-1,-1,-1,-1,-1,-1,-1
4CE59DD5XPvAibaEXe/KXCgZJAA5rrCLJ00n47no,86,72,82,72,55,45,45,67,37,35,-1,-1,-1,-1,-1,-1
4CF1D6D2XPvAibaEXe9yaJbbdI7BfIS4n5gBoQLx,67,67,85,85,54,54,90,68,-1,-1,-1,-1,-1,-1,-1,-1
4CF4D526XPvAibaEXe97q47CdxnNZGqx1X96feAw,68,68,78,91,68,70,80,80,75,65,70,-1,-1,-1,-1,-1
4CF64C57XPvAibaEXe8PCwJaf/8k/JhejJzie4Ck,100,95,100,100,100,100,100,99,-1,-1,-1,-1,-1,-1,-1,-1
4CFCCFBCXPvAibaEXe/A0C8NKWg+cGrjdpc6qVNr,90,85,90,90,86,81,61,58,77,66,58,-1,-1,-1,-1,-1
4D0392EDXPvAibaEXe+t2Ok7KpYWYyhuGrEetSWI,56,56,65,62,39,21,63,30,44,15,43,-1,-1,-1,-1,-1
4D09D127XPvAibaEXe8pr9LKErUcFS4Ybav4Fa0F,72,66,5,25,34,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D0C2B6AXPvAibaEXe8a4mdANazFZPNAcRA65g/i,100,80,80,88,90,95,86,75,62,-1,-1,-1,-1,-1,-1,-1
4D0CAC3EXPvAibaEXe+wnAHzeNC8YuiSvE0JkCDY,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D1054A2XPvAibaEXe8WD3qnVG2b/aV/yYzs56/D,96,97,97,97,97,92,94,79,75,87,76,63,-1,-1,-1,-1
4D1625E0XPvAibaEXe+HozZBb+7rZ8qIqYGCT2j8,85,95,100,90,100,69,98,66,50,-1,-1,-1,-1,-1,-1,-1
4D227961XPvAibaEXe8sYHRaNOTwgffyQclM2uSz,0,0,0,51,51,59,62,34,-1,-1,-1,-1,-1,-1,-1,-1
4D33937CXPvAibaEXe9lVlYxgSyBvzLdVAYVwMm9,90,81,89,89,91,92,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D3A7564XPvAibaEXe+lo6eJkHWaQXS675WWbm48,79,80,80,93,93,91,100,81,67,82,68,-1,-1,-1,-1,-1
4D410C34XPvAibaEXe/Y5MNhmO/7o82QL5PF3tBn,80,85,80,80,89,89,100,100,86,-1,-1,-1,-1,-1,-1,-1
4D458F58XPvAibaEXe+s31jTLcsUP4byFSl/r3hz,75,80,75,76,80,77,63,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D5794CBXPvAibaEXe8MiAeDl52Ejjr469PfYbwG,72,72,76,94,97,98,88,74,54,-1,-1,-1,-1,-1,-1,-1
4D5ACDA1XPvAibaEXe9usUd9iNN9jLLM9xNxqNJH,81,65,70,66,58,56,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D5BBC89XPvAibaEXe92KxCTD+8hoprVeGT1ZKZg,80,80,91,91,88,88,100,98,-1,-1,-1,-1,-1,-1,-1,-1
4D601BDAXPvAibaEXe+m4TIigwhBB1hzk5BdLwHT,80,90,85,85,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1
4D645550XPvAibaEXe+cD1fKElqxL9313y/YAPXl,90,86,86,75,75,73,70,63,64,55,70,-1,-1,-1,-1,-1
4D65C1EDXPvAibaEXe+mTMtVaiWEZCrKB5SOScLb,75,74,76,74,55,69,39,66,56,55,50,-1,-1,-1,-1,-1
4D65FE59XPvAibaEXe+uerJTeDQlAdoB/m4Xa8+f,0,72,72,84,84,99,99,85,92,-1,-1,-1,-1,-1,-1,-1
4D68F109XPvAibaEXe8HxoLOw72ZIKsEn9jthDUY,95,95,88,97,85,78,85,95,95,-1,-1,-1,-1,-1,-1,-1
4D71F0A5XPvAibaEXe9yaJbbdI7BfKh+rtiDCjeM,55,55,74,74,53,53,74,70,-1,-1,-1,-1,-1,-1,-1,-1
4D74930FXPvAibaEXe+0nHjb2tGOx/Kq6cfDZyjD,100,100,100,99,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D7A8548XPvAibaEXe/aPLdUCtOgCqBD88izVvAa,100,100,78,90,80,68,83,78,68,65,70,-1,-1,-1,-1,-1
4D7DED35XPvAibaEXe/FR4/Q8QxXrS4LhRRbO3lZ,100,95,100,81,93,98,100,95,-1,-1,-1,-1,-1,-1,-1,-1
4D7F2B80XPvAibaEXe/VQHzzHDYACU+w9mI5Vpdz,90,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
4D86FD87XPvAibaEXe8GdASsTPmlXnlohi6oSFaz,80,73,68,68,72,83,79,84,66,75,-1,-1,-1,-1,-1,-1
4D8DA77DXPvAibaEXe+9uXUaDIzyiE1B74xYZdUO,78,75,81,80,79,77,70,79,79,66,58,-1,-1,-1,-1,-1
4D9103C3XPvAibaEXe/MFNByxh05b5IJj//R6UPD,73,68,78,83,86,74,74,74,71,-1,-1,-1,-1,-1,-1,-1
4D91B842XPvAibaEXe+VwvO/x+Avlq/M6uHi1a6s,50,50,71,71,74,74,80,68,-1,-1,-1,-1,-1,-1,-1,-1
4D92FDD9XPvAibaEXe+RQyZpP6sq6oBGuA0p2I3O,80,80,79,76,90,100,100,66,58,-1,-1,-1,-1,-1,-1,-1
4DA7E643XPvAibaEXe9/Gb/OX3UNHsUl6EBbG7M+,65,65,81,81,82,82,84,66,-1,-1,-1,-1,-1,-1,-1,-1
4DAB1366XPvAibaEXe/7Lh49MHjRPoe6Vh3NvEF1,75,75,71,71,80,80,92,78,-1,-1,-1,-1,-1,-1,-1,-1
4DB1855DXPvAibaEXe+n4oL3iuTqC0cLl0kwM7kQ,61,35,70,75,72,63,77,84,68,63,50,50,50,-1,-1,-1
4DBF67C8XPvAibaEXe/Af9Zs/i/iJDSoD9fPP+lk,0,0,0,87,87,97,100,100,100,-1,-1,-1,-1,-1,-1,-1
4DC12407XPvAibaEXe8ciyLBP/Qla/q6bzbKKAKM,63,50,78,73,78,68,84,74,69,58,50,58,50,-1,-1,-1
4DD248D9XPvAibaEXe+6MN9FoW2mqeloV0TjpGtd,83,73,73,65,65,86,88,72,68,62,70,-1,-1,-1,-1,-1
4DDCC570XPvAibaEXe+jQfayvnobXsVgYc9Mm2p9,95,100,90,84,100,100,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,80,75,67,68,81,70,72,77,86,66,68,-1,-1,-1,-1,-1
4DE562D9XPvAibaEXe8ONI/il9MI28gT/VNqMliQ,85,80,90,87,83,81,100,87,-1,-1,-1,-1,-1,-1,-1,-1
4DE94F90XPvAibaEXe8wMpKQnQ7j6HMlGtDAS6Rl,86,64,64,94,94,92,92,85,59,64,58,71,65,50,-1,-1
4DF7A0C4XPvAibaEXe+b/3AZFelvL+pJZdPQzq0i,90,80,66,85,82,67,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
4E0F7503XPvAibaEXe8ZQB/g2cpypBdpoFVDQWyt,76,80,74,85,100,96,100,96,78,-1,-1,-1,-1,-1,-1,-1
4E119A8AXPvAibaEXe8TCemjJxtx9JuL9i5yQtQ7,64,51,41,68,68,76,64,71,-1,-1,-1,-1,-1,-1,-1,-1
4E21D138XPvAibaEXe+KnWgScvZ27L2tis+PHh39,75,70,85,73,79,86,100,70,58,-1,-1,-1,-1,-1,-1,-1
4E29F6A5XPvAibaEXe/EaMzFFtVZpI+spNZF/JRs,90,90,90,90,90,100,97,76,-1,-1,-1,-1,-1,-1,-1,-1
4E551232XPvAibaEXe+WQoBahnEKPFWbTMgOgyH6,81,69,80,87,85,55,87,66,35,50,-1,-1,-1,-1,-1,-1
4E5819C0XPvAibaEXe9mjVtuyMJi9I3eyDdR9U3a,100,94,95,96,100,95,100,95,97,-1,-1,-1,-1,-1,-1,-1
4E60F742XPvAibaEXe9jjgNhrmbJFAqOieHYy/Vf,90,65,65,74,74,78,57,33,-1,-1,-1,-1,-1,-1,-1,-1
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,64,73,68,68,65,55,75,77,70,66,64,68,-1,-1,-1,-1
4E795555XPvAibaEXe/xF5/pNSDnSJmgH5oh3XXi,65,65,57,64,81,70,65,42,27,25,-1,-1,-1,-1,-1,-1
4E7D2DD6XPvAibaEXe9mNMzpS14VgRnJfufOukAE,80,83,73,68,85,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
4E7F4557XPvAibaEXe/XOPUzjjLegOpf3WAzgz0r,70,42,58,42,65,69,65,72,59,50,45,50,-1,-1,-1,-1
4E8645AEXPvAibaEXe/nv6PZ4rt50g9ymFReRwwg,80,38,48,44,74,80,75,73,53,50,53,-1,-1,-1,-1,-1
4E8718BDXPvAibaEXe9VBFxKgc+YL+zmgECLzEOe,58,58,74,84,98,91,78,75,54,-1,-1,-1,-1,-1,-1,-1
4E8ACD9FXPvAibaEXe+1PCCPiUY9loCiVg0dJtXC,75,69,79,80,84,56,72,79,-1,-1,-1,-1,-1,-1,-1,-1
4E908628XPvAibaEXe/rtk4wDmxi948TBAPivK5h,83,63,66,79,80,85,71,70,-1,-1,-1,-1,-1,-1,-1,-1
4E977F63XPvAibaEXe/7jtQOMcuJ+2+dDt9040Ew,60,62,51,45,66,73,76,67,66,63,63,58,50,-1,-1,-1
4E9E2F2AXPvAibaEXe+PYhTHWVfmAjIXHcsObdhW,100,90,100,95,74,70,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
4EA4F240XPvAibaEXe/t4WKrTmA45c7uHCaeKVzm,80,78,78,83,80,80,70,72,81,66,58,-1,-1,-1,-1,-1
4EA99948XPvAibaEXe99J3nD1pBZIpRQK6T+rlMP,57,74,69,72,76,80,81,85,56,50,-1,-1,-1,-1,-1,-1
4EACB8F8XPvAibaEXe99j2P15eeB09tYWw7ysyEQ,81,75,75,73,73,64,70,72,62,43,80,74,55,65,-1,-1
4EB13659XPvAibaEXe+8PTy9pH9lFzDUll1/kRNK,60,62,7,59,90,80,79,90,68,58,-1,-1,-1,-1,-1,-1
4EB4A219XPvAibaEXe9CtFSNMbfIz050rH+pGAqb,99,72,72,71,71,40,64,65,63,65,68,-1,-1,-1,-1,-1
4EC92EA7XPvAibaEXe+5f3nhbX2eh0DMegX78U1l,97,100,100,76,76,95,95,96,86,68,83,55,-1,-1,-1,-1
4ECEC418XPvAibaEXe+uQMKXqrwYdnU2dRP+tfzu,83,83,97,100,96,90,88,90,85,63,-1,-1,-1,-1,-1,-1
4ECEFD2CXPvAibaEXe/cg9419ghLEztY2raOFFcb,70,70,51,78,68,59,64,81,75,65,70,54,-1,-1,-1,-1
4EDB7960XPvAibaEXe/6YJZF5tGlKLrxSCp1rjKL,64,64,81,70,93,89,76,76,54,-1,-1,-1,-1,-1,-1,-1
4EDD5B5CXPvAibaEXe9iBRrLJjO8dcNMX+7JRk7V,69,69,80,80,53,70,67,52,76,75,60,65,-1,-1,-1,-1
4EE5ACB6XPvAibaEXe+oo0hccQuSuK/zAJI/xLdB,80,75,57,53,70,79,73,66,64,-1,-1,-1,-1,-1,-1,-1
4EEDD67CXPvAibaEXe+vuDGG5hNDvy9Ly7ufxmDF,90,90,86,77,77,79,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
4EEF8365XPvAibaEXe/GdzI46oNBdhQD+zDL1FxK,55,55,73,73,47,47,78,57,-1,-1,-1,-1,-1,-1,-1,-1
4EF2E72FXPvAibaEXe/btl79MArZLAUsBjsEYip0,64,64,78,78,85,72,62,75,80,80,65,-1,-1,-1,-1,-1
4EFDD87AXPvAibaEXe9KDsVv3cRkMWdQWQoVDwM7,74,83,83,89,89,74,92,84,64,57,56,-1,-1,-1,-1,-1
4F18AF64XPvAibaEXe+jH6imInCsn7HMWtJJ8/EY,91,99,78,60,67,76,35,64,30,59,50,-1,-1,-1,-1,-1
4F2F79D5XPvAibaEXe8N+uD/a8GbgpXIXUN1lShb,100,100,100,100,100,100,100,97,58,-1,-1,-1,-1,-1,-1,-1
4F34F659XPvAibaEXe/Dy4K4yiQpOPKiiUqmRs2G,83,81,81,47,47,67,85,59,67,85,86,70,-1,-1,-1,-1
4F37BC84XPvAibaEXe9d4LQb7PSjpsF+nkmCQZnF,95,100,100,96,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F3B4948XPvAibaEXe8N+uD/a8GbgqbFvzb3EfrD,90,95,100,100,100,100,100,81,78,-1,-1,-1,-1,-1,-1,-1
4F3EAFD3XPvAibaEXe8POUWRTChIQ3byuSNzCWiB,0,52,52,47,47,65,72,67,76,-1,-1,-1,-1,-1,-1,-1
4F4330A5XPvAibaEXe8zDsaHJ0+9rZlfithDysPs,85,100,76,90,76,75,74,78,86,-1,-1,-1,-1,-1,-1,-1
4F4BDF26XPvAibaEXe+YGniCiyMp05dWnxf0EJd2,94,80,72,74,85,85,83,68,63,50,53,50,-1,-1,-1,-1
4F4FA085XPvAibaEXe8lzySxhHiT0QWlfALc1aFD,92,95,100,100,100,90,79,63,76,63,62,58,50,-1,-1,-1
4F51640CXPvAibaEXe++bDwPCni17sw+TX4tp24g,71,97,100,85,80,90,100,90,-1,-1,-1,-1,-1,-1,-1,-1
4F5A9BB9XPvAibaEXe/bcCn8ANC28GDG/07C7RwI,90,81,79,79,91,92,69,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F6A8288XPvAibaEXe/lyY7+7E9oi7bf8hTYZLtG,83,68,72,90,100,90,86,90,78,58,58,-1,-1,-1,-1,-1
4F724719XPvAibaEXe/HavVGti21aPvFJuoe0jCw,100,91,100,89,100,97,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F769AB6XPvAibaEXe8WxPcntbnysqlMM3nWreDp,95,94,74,86,100,81,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F77999DXPvAibaEXe8WxPcntbnysnT5dtrBmrBu,77,62,66,89,76,60,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F79E707XPvAibaEXe/RBAYWwu4rYNIkSP61IeIY,90,81,99,90,100,100,90,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F80767EXPvAibaEXe+YbqS6wWaMirQ2IX1gPEDy,100,100,100,98,100,100,82,-1,-1,-1,-1,-1,-1,-1,-1,-1
4F821A3EXPvAibaEXe/1obfbwrsd5xCL6i4aePGe,59,59,63,63,32,33,66,72,75,74,68,80,54,50,53,-1
4F92F1B8XPvAibaEXe9U/AuCAN8zZwjs25rk6zCN,75,85,100,100,100,100,100,94,-1,-1,-1,-1,-1,-1,-1,-1
4F99978DXPvAibaEXe+mTMtVaiWEZFSOnjPid+X1,96,75,85,90,89,67,92,73,-1,-1,-1,-1,-1,-1,-1,-1
4FABF528XPvAibaEXe/PXvCue1Uh1Vy9z8JeuEqA,0,90,90,100,100,85,75,85,80,-1,-1,-1,-1,-1,-1,-1
4FB2DE86XPvAibaEXe/NRwqjPAC0MHHi68IwSEnU,79,79,78,93,88,90,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
4FBD8180XPvAibaEXe/Fs1szcgDuRi4ByFLysdbU,97,74,88,91,100,88,86,79,30,-1,-1,-1,-1,-1,-1,-1
4FBEF019XPvAibaEXe8zi/ZLIzSiuAMDfdGPIb61,90,65,77,82,91,86,91,-1,-1,-1,-1,-1,-1,-1,-1,-1
4FCED24AXPvAibaEXe9JezsmM1abkhbcIP8VdORb,75,95,98,94,87,74,51,37,53,55,55,-1,-1,-1,-1,-1
4FE228C5XPvAibaEXe9ggqkCdMDyeC1mDDkSMl5g,80,80,81,80,66,75,77,66,58,-1,-1,-1,-1,-1,-1,-1
4FE90AD0XPvAibaEXe80b1fr0fH/Jj7xmDTOY5yl,75,55,67,67,80,70,71,75,64,71,58,50,-1,-1,-1,-1
500EDEDBXPvAibaEXe+j3SiA7vPeyIH8vrV1hAFk,50,50,70,70,57,57,82,69,-1,-1,-1,-1,-1,-1,-1,-1
501CDF4DXPvAibaEXe/Jc8h2JxO5QZ/KdQlZKg6s,100,96,78,69,74,85,93,-1,-1,-1,-1,-1,-1,-1,-1,-1
501D7B8DXPvAibaEXe+UdHzq6I3zLeTyswAMFZzS,67,55,55,67,67,41,41,28,-1,-1,-1,-1,-1,-1,-1,-1
501E0AD2XPvAibaEXe+qNIjYBkSuZvtu/ST8duhw,60,60,88,88,75,75,59,47,-1,-1,-1,-1,-1,-1,-1,-1
50224F94XPvAibaEXe+5f3nhbX2eh5Ni5dxXAFSo,82,81,81,86,86,86,86,85,80,71,73,61,70,55,65,50
502342B3XPvAibaEXe+1Gm1QkI5oN/NzZkaSvkD9,90,70,88,91,83,86,80,61,-1,-1,-1,-1,-1,-1,-1,-1
5028F5EFXPvAibaEXe+s7fQX5t7T+unLizfN5R3K,77,66,77,81,81,62,73,66,38,44,55,-1,-1,-1,-1,-1
502BECD2XPvAibaEXe9ZsjBGMHTvpmGx6Rhlkn8S,90,90,90,90,99,76,71,78,76,75,65,70,-1,-1,-1,-1
503107F7XPvAibaEXe+BLXXPq9s2IWN/JPwkMdF7,77,68,95,90,88,84,87,80,30,-1,-1,-1,-1,-1,-1,-1
50315F58XPvAibaEXe+CejwL/H7GKANBUjxTAP8V,86,61,88,93,92,81,90,73,25,-1,-1,-1,-1,-1,-1,-1
5032DD33XPvAibaEXe9X5bpEKoa0mil88XvSiR4r,100,100,100,97,97,80,80,96,76,75,73,-1,-1,-1,-1,-1
50341685XPvAibaEXe8WxPcntbnysnVnuzmzymU8,90,100,89,83,84,80,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
5050C20AXPvAibaEXe9JezsmM1abkrvwVWNMMuOe,68,57,59,59,62,61,69,64,44,55,40,-1,-1,-1,-1,-1
50558E85XPvAibaEXe/XWo+thXj5TPCC6iUnXxh9,69,69,100,98,100,100,100,96,72,-1,-1,-1,-1,-1,-1,-1
5057A12AXPvAibaEXe/t9ok6w7D83XI/jVuy7hJL,76,80,76,75,66,88,83,79,-1,-1,-1,-1,-1,-1,-1,-1
5063C949XPvAibaEXe88tz7NL7l/gt1KiW8QGs6H,74,74,62,92,77,68,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
5066E750XPvAibaEXe+RTFcnyQdP1gV8o5sqlLTq,80,100,90,90,100,100,91,-1,-1,-1,-1,-1,-1,-1,-1,-1
50710A05XPvAibaEXe+5AEinM7he3i2ud45eDBqh,73,88,100,95,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1
5076196AXPvAibaEXe9gkY4mZy1X6wyvV3GNWiJC,100,100,100,100,100,100,92,100,-1,-1,-1,-1,-1,-1,-1,-1
507AC4F3XPvAibaEXe9mL9UZSYh9+Ycffm4DzM9i,0,0,0,43,43,62,92,84,66,-1,-1,-1,-1,-1,-1,-1
507F8941XPvAibaEXe+Xr9qo1GFY4G6u+uYR14g2,89,68,76,87,82,77,88,73,-1,-1,-1,-1,-1,-1,-1,-1
5083379CXPvAibaEXe/6UQnMeMDn18cwZ6lUCnXW,0,70,70,70,70,68,74,33,50,-1,-1,-1,-1,-1,-1,-1
5093AC46XPvAibaEXe8ONI/il9MI2xuf/F5aqmF/,100,79,84,88,83,88,88,64,58,-1,-1,-1,-1,-1,-1,-1
509C7832XPvAibaEXe/7MixabflUWBn5lOvYmUc7,61,61,74,78,85,84,83,62,48,34,-1,-1,-1,-1,-1,-1
509CCDAAXPvAibaEXe/iGey/Hml5umnhIyjMYYVi,90,88,81,75,81,75,92,79,72,79,58,-1,-1,-1,-1,-1
50A2E077XPvAibaEXe9ej2kTw4OUmiUdIEhAtHG5,80,80,88,100,86,66,83,80,75,-1,-1,-1,-1,-1,-1,-1
50AC530AXPvAibaEXe/EiyqMUCp4HXDatLYe0XF9,80,75,81,75,90,94,74,86,83,82,-1,-1,-1,-1,-1,-1
50B2DD22XPvAibaEXe+pDN88/1DR4Nnc7Q9fHda/,62,62,76,87,70,67,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
50B59457XPvAibaEXe8vcQUX+A6FeAsjnNcgJhL5,100,90,100,93,100,80,87,71,-1,-1,-1,-1,-1,-1,-1,-1
50B7C353XPvAibaEXe+RTFcnyQdP1lgeEHD3c3x7,80,75,80,85,83,79,83,86,86,66,58,-1,-1,-1,-1,-1
50C8D45BXPvAibaEXe87T7ptYh7OSMB6Ezj2vr1X,60,60,79,79,49,49,62,80,-1,-1,-1,-1,-1,-1,-1,-1
50CC9A61XPvAibaEXe+M91Hzrx3qMLm81eNXmBEI,77,69,76,82,69,64,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
50CCA1F7XPvAibaEXe/a4DMmDlc8UGQKQqciphV/,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
50D1FD1CXPvAibaEXe9ZBnO1fewQMcwYSQP71non,90,70,81,66,59,60,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
50D64D8DXPvAibaEXe9nvDYNSmXFxVD4Jrzj1aAM,0,75,75,81,81,95,90,66,61,-1,-1,-1,-1,-1,-1,-1
50DCC381XPvAibaEXe/zT99h3DDtvTgTBI1z6Q2+,100,100,95,100,100,95,100,74,58,-1,-1,-1,-1,-1,-1,-1
50E79C84XPvAibaEXe8dsW93DhIODGX66c322//9,90,75,80,85,100,97,74,86,81,85,-1,-1,-1,-1,-1,-1
50E90A0CXPvAibaEXe/jnlKkWsw/Tpf/ELpMl13r,79,79,100,100,100,100,100,100,69,-1,-1,-1,-1,-1,-1,-1
50EA3360XPvAibaEXe+zCbAzes7Yilah8hotckTt,85,81,66,72,80,74,80,80,58,50,58,-1,-1,-1,-1,-1
50F45E0FXPvAibaEXe+1j/AqdkpM28+W/hgGnHN2,92,96,96,91,91,94,63,95,62,68,70,-1,-1,-1,-1,-1
50F68137XPvAibaEXe9zES3Ot4N4SDYvw3WFuu7s,78,85,76,75,72,77,79,72,79,66,58,-1,-1,-1,-1,-1
5118E353XPvAibaEXe9VICkMSMM7n3K1rPnlxImZ,80,72,72,86,86,79,79,84,80,66,56,63,63,55,-1,-1
5120F34CXPvAibaEXe8808q51BnmQvUpJUeNEyRf,66,72,80,85,76,85,88,74,58,58,58,58,-1,-1,-1,-1
5123356CXPvAibaEXe9UJtBa/m0OMtPKPCql2YTY,81,100,100,71,77,71,82,-1,-1,-1,-1,-1,-1,-1,-1,-1
51237ECFXPvAibaEXe8dLRiXBPuTK2Qms48vfp3o,70,70,75,75,78,78,78,68,-1,-1,-1,-1,-1,-1,-1,-1
512A4A72XPvAibaEXe/5DpC15pEkHRxUI1NlbvJO,78,80,81,70,76,82,76,74,70,66,58,-1,-1,-1,-1,-1
5135E5A2XPvAibaEXe/KP8Z+xE/sY37dNvM38zqE,85,69,86,70,82,56,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
513B0156XPvAibaEXe9Q4aPiqsgPtRxwstKxVkVz,0,0,0,81,81,84,77,92,93,-1,-1,-1,-1,-1,-1,-1
513CB68EXPvAibaEXe9BgVwdGgzpaS0cp9yc6F5r,71,78,85,75,75,80,66,76,72,73,-1,-1,-1,-1,-1,-1
51437388XPvAibaEXe9j1fI1hRMZJs5KqYyDEcAS,81,83,85,86,83,63,89,66,46,-1,-1,-1,-1,-1,-1,-1
514FD131XPvAibaEXe9FiaSoce50DO+lfAzINHDY,83,84,84,64,64,74,73,70,70,80,58,-1,-1,-1,-1,-1
5150987FXPvAibaEXe+R1vbMbxqswJxOWxzja0j+,78,67,70,56,63,71,89,73,45,48,53,-1,-1,-1,-1,-1
51521991XPvAibaEXe8W3BJIyHPReaiIWZDewvQT,0,77,77,97,97,94,96,100,86,-1,-1,-1,-1,-1,-1,-1
515E33A9XPvAibaEXe/stw5d/QtwDC3RGrMYF2N8,88,64,69,91,77,80,88,73,25,58,58,-1,-1,-1,-1,-1
516BC706XPvAibaEXe8HoD4Gp+zDKgFPgRgWghUj,50,50,50,50,57,57,64,62,-1,-1,-1,-1,-1,-1,-1,-1
516CB8B7XPvAibaEXe9V50Ts4UAUsHjBBjr+GpN6,95,88,90,82,72,93,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
516D8A44XPvAibaEXe9TvOBYlD1INuk2LQp0T6U7,85,73,76,86,71,66,68,-1,-1,-1,-1,-1,-1,-1,-1,-1
51701ECCXPvAibaEXe+8PTy9pH9lF949Sz9H3idc,89,87,79,75,89,90,86,75,45,50,-1,-1,-1,-1,-1,-1
517F0E78XPvAibaEXe/ETkXgDMKQ8UD1PP6Mi8BH,67,67,51,80,70,62,69,76,80,65,70,50,50,53,50,-1
5184C2D8XPvAibaEXe/MMx1dMBtPnfS6Aify5Ald,90,77,90,70,87,75,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
518E0CF6XPvAibaEXe+R+jOiVy4LIAVrBhOdTlIr,0,57,57,95,95,75,71,89,85,-1,-1,-1,-1,-1,-1,-1
51983E43XPvAibaEXe82B8VnNvUD6Dbr8F+/xx0j,95,100,100,100,100,100,100,99,-1,-1,-1,-1,-1,-1,-1,-1
519A061EXPvAibaEXe+fW1Bg/roenIHVeeWxPi8l,80,80,76,75,70,79,74,84,-1,-1,-1,-1,-1,-1,-1,-1
519EF325XPvAibaEXe9mrLNMr3wjF2TvQOex/TPi,72,88,77,88,77,64,75,58,30,-1,-1,-1,-1,-1,-1,-1
