mssv,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
15D58130XPvAibaEXe+VDSoAYozpwzbO1ZfOuLVh,83.0,0.0,62.0,0.0,68.0,0.0,58.0,0.0,90.0,0.0,80.0,0.0,100.0,0.0,85.0,0.0
15D699A1XPvAibaEXe/X5uT1FaYTT/OqOQ2vqYPY,80.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,88.0,0.0,77.0,0.0,84.0,0.0,90.0,86.0
15E44BDAXPvAibaEXe+IhxfprKO/fQw1pfik5fbk,50.0,50.0,77.0,77.0,53.0,53.0,78.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15E504FBXPvAibaEXe+gsTDvgY5pDj0KmWUZl7mO,77.0,0.0,65.0,65.0,95.0,95.0,90.0,0.0,82.0,0.0,77.0,0.0,64.0,0.0,70.0,0.0
15F6C1E4XPvAibaEXe9JezsmM1abkoOJzpa/FuCi,69.0,83.0,83.0,95.0,94.0,69.0,87.0,67.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
161E7A75XPvAibaEXe/R8wKTWV7vqlcE5UjUsCok,90.0,0.0,83.0,0.0,89.0,0.0,90.0,92.0,88.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16272517XPvAibaEXe/twRH8x8eyg2tiyMsTM1XC,79.0,79.0,74.0,74.0,71.0,0.0,44.0,0.0,72.0,0.0,57.0,0.0,68.0,0.0,73.0,0.0
1628FDE2XPvAibaEXe/HEi/LLJqlPL8s35XnOacb,0.0,89.0,89.0,100.0,100.0,97.0,94.0,100.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
162A7EB7XPvAibaEXe+PVAbtvmWztizXjvoILtE2,72.0,0.0,75.0,0.0,80.0,0.0,75.0,0.0,81.0,0.0,80.0,0.0,81.0,0.0,81.0,0.0
162B997EXPvAibaEXe8dZIB3odxynvLl7gPAdm0t,71.0,71.0,80.0,0.0,80.0,0.0,69.0,0.0,64.0,0.0,84.0,0.0,90.0,0.0,80.0,0.0
162BA150XPvAibaEXe8oT/p9f7Hpvdl+ry/t76zh,80.0,0.0,80.0,0.0,81.0,0.0,82.0,0.0,83.0,0.0,92.0,79.0,77.0,-1.0,-1.0,-1.0
162C363AXPvAibaEXe/Fuy4XnWnIVtR8zUj+Th6H,80.0,0.0,80.0,0.0,85.0,0.0,80.0,0.0,70.0,0.0,77.0,0.0,72.0,0.0,89.0,79.0
162EF52BXPvAibaEXe8f6OVD8w2NiBiU0cFqMFw+,72.0,74.0,100.0,97.0,72.0,66.0,82.0,61.0,30.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16424E36XPvAibaEXe/Hd2nFsMs4VPf6MbfpNKbj,90.0,0.0,74.0,0.0,80.0,0.0,70.0,91.0,73.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
164FCE73XPvAibaEXe8qh9FRNDK+Mco5qzpzeyXe,80.0,0.0,80.0,0.0,60.0,0.0,45.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1650B769XPvAibaEXe8ptkRJyotmH+nH3Jp6kqSX,62.0,62.0,72.0,0.0,-1.0,0.0,70.0,0.0,59.0,0.0,60.0,0.0,75.0,0.0,55.0,0.0
165101E9XPvAibaEXe/KGOYNCaEaWZedVwlY3QZ0,73.0,73.0,65.0,0.0,76.0,0.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1653E1ADXPvAibaEXe/F8UIBT+N0T1dgm122Jx54,100.0,0.0,87.0,0.0,93.0,0.0,90.0,0.0,90.0,0.0,85.0,0.0,90.0,0.0,80.0,0.0
1654D363XPvAibaEXe/7wGtlPBaJPeIM0q34KsnN,73.0,46.0,44.0,23.0,-2.0,0.0,-8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
165A1DB1XPvAibaEXe8M37suqoe4CSMqLdV9Z+sP,64.0,0.0,86.0,0.0,78.0,0.0,73.0,0.0,73.0,0.0,68.0,0.0,66.0,0.0,68.0,0.0
165CB683XPvAibaEXe+ywvHYTnIXuJP2gfRl7KeL,100.0,0.0,100.0,0.0,92.0,0.0,91.0,94.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1666439CXPvAibaEXe+3sZoWnetaj3GtIZaMXKq8,95.0,0.0,100.0,0.0,100.0,0.0,90.0,0.0,99.0,0.0,100.0,0.0,90.0,0.0,100.0,0.0
1668B1AEXPvAibaEXe8LHfATqQ4bHvpZYxNsj+iv,68.0,68.0,80.0,80.0,75.0,0.0,61.0,0.0,67.0,0.0,74.0,0.0,80.0,0.0,75.0,0.0
166C11D6XPvAibaEXe8Vqbyt4MXULJSpzWrhWMgN,0.0,53.0,53.0,69.0,69.0,88.0,94.0,79.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16711091XPvAibaEXe9Hf/fJ8gF3WonhdqtnpIjx,90.0,0.0,100.0,0.0,100.0,0.0,91.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1672B406XPvAibaEXe8C3lblh2dNngamFrWPE5f9,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16764D92XPvAibaEXe+1exR/9VxBI8qr5zcny38G,100.0,0.0,99.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16765E4EXPvAibaEXe9Z67almz7y5p5Ev/WkDmP/,76.0,0.0,55.0,55.0,35.0,35.0,45.0,0.0,60.0,0.0,63.0,0.0,62.0,0.0,60.0,0.0
167B8EDEXPvAibaEXe8dsW93DhIODNXcaPetSzPj,67.0,0.0,75.0,0.0,78.0,0.0,68.0,0.0,79.0,0.0,85.0,0.0,90.0,0.0,100.0,-1.0
167C50BEXPvAibaEXe9Fr9h5GPmfNe8atClpIKaN,50.0,0.0,65.0,0.0,65.0,0.0,70.0,0.0,94.0,0.0,94.0,0.0,86.0,0.0,97.0,-1.0
167E4119XPvAibaEXe8LEmLQG/Ynj5+UPFk2/S38,67.0,58.0,73.0,78.0,75.0,87.0,78.0,73.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1682958DXPvAibaEXe+SbxsvF9MWxENJYf102hE/,90.0,0.0,100.0,0.0,87.0,0.0,95.0,96.0,68.0,69.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
168ADE1FXPvAibaEXe8JNpgMW2c4UNCJEPTBH44u,80.0,0.0,79.0,0.0,79.0,0.0,79.0,0.0,83.0,0.0,89.0,79.0,77.0,73.0,-1.0,-1.0
169E288BXPvAibaEXe9yiXPLSHgqUe2zSu0wRdaD,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16A020FCXPvAibaEXe/3LgJPL18cHyxhSndhhJ13,65.0,65.0,91.0,91.0,87.0,87.0,82.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16A42535XPvAibaEXe/ETkXgDMKQ8WMBL+m0he54,62.0,62.0,56.0,0.0,43.0,0.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16A9172FXPvAibaEXe9zGba8fcKEKBzbkXVgMSfE,85.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,81.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0
16B967BAXPvAibaEXe+qA4yV5f0Y/r4oICGcHLMv,90.0,0.0,96.0,0.0,100.0,0.0,74.0,100.0,90.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16B9D983XPvAibaEXe/xF5/pNSDnSBVqf/DCK0te,93.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16CB5DD9XPvAibaEXe86ShnmDByrm78ybvgYsRBW,92.0,0.0,86.0,0.0,100.0,0.0,95.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,98.0,0.0
16CD0729XPvAibaEXe9YgNnR0JxPhXZEbboziNXv,100.0,0.0,95.0,0.0,100.0,0.0,83.0,0.0,91.0,0.0,81.0,100.0,93.0,-1.0,-1.0,-1.0
16D84524XPvAibaEXe+XPwj8qhte6Fir7b0a3Tsl,81.0,91.0,83.0,72.0,95.0,65.0,70.0,61.0,25.0,50.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0
16DB961FXPvAibaEXe+boSxJoV2lkGV0I7/yycIf,81.0,0.0,90.0,0.0,90.0,0.0,88.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16E15ECFXPvAibaEXe/lq24VwKc+LH2JaVx+wPJx,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16E465DDXPvAibaEXe+XPwj8qhte6CxCOtU352+s,85.0,93.0,100.0,88.0,93.0,70.0,80.0,66.0,30.0,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171595A9XPvAibaEXe9cPs/fVpB+n475y91KVQ5i,95.0,0.0,88.0,0.0,86.0,0.0,99.0,0.0,90.0,0.0,100.0,0.0,90.0,0.0,90.0,0.0
17199AB2XPvAibaEXe84OR/xkBCpMVT0RTX/hirN,90.0,0.0,95.0,0.0,90.0,0.0,100.0,0.0,90.0,0.0,100.0,96.0,96.0,68.0,-1.0,-1.0
171EB319XPvAibaEXe/SouBySQ9Ujy9NTsMyD8+d,75.0,0.0,80.0,0.0,85.0,0.0,85.0,0.0,81.0,0.0,75.0,0.0,74.0,0.0,81.0,0.0
1722CC26XPvAibaEXe/hf1xDz7/5iHe4vET2Supf,76.0,76.0,74.0,74.0,100.0,88.0,81.0,73.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17263226XPvAibaEXe9vXn9w1oomdc8OJjDP9q3F,71.0,71.0,79.0,60.0,52.0,68.0,51.0,62.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17284407XPvAibaEXe+tg0ae8qw/gu8mbQ9Gdz1t,82.0,82.0,72.0,0.0,88.0,0.0,89.0,0.0,78.0,0.0,80.0,0.0,90.0,0.0,85.0,0.0
173A83EFXPvAibaEXe+SI2uhC5CMEVbLlvCEBGu/,69.0,0.0,76.0,0.0,85.0,0.0,80.0,0.0,81.0,0.0,75.0,0.0,88.0,0.0,76.0,0.0
173BD95CXPvAibaEXe8LHfATqQ4bHhVEVKzVUe+r,84.0,84.0,72.0,0.0,100.0,0.0,69.0,0.0,64.0,0.0,73.0,0.0,76.0,0.0,85.0,0.0
173BE33EXPvAibaEXe9drMWeKYE4jDnjOpqbJSA/,87.0,0.0,69.0,0.0,70.0,0.0,75.0,70.0,72.0,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1748B3E7XPvAibaEXe/5n/8z7IorIl5VVVuCKrx8,73.0,0.0,83.0,0.0,68.0,0.0,68.0,0.0,76.0,0.0,75.0,0.0,85.0,0.0,94.0,0.0
175251B1XPvAibaEXe/CDMtnBauOULtbUgCTxm/Y,80.0,0.0,90.0,0.0,64.0,0.0,78.0,0.0,58.0,0.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0
175475BBXPvAibaEXe8dBqMaN7rGhkux+ZR35bi9,66.0,0.0,67.0,0.0,76.0,0.0,75.0,0.0,68.0,0.0,68.0,0.0,74.0,0.0,70.0,0.0
175D0D17XPvAibaEXe8ciyLBP/Qlax7d4y3MnqT9,61.0,0.0,85.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,85.0,0.0,96.0,0.0,99.0,0.0
1765B137XPvAibaEXe/mDljlbns7jV1LMXD7TMdY,90.0,0.0,90.0,0.0,93.0,0.0,79.0,90.0,71.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771FAA3XPvAibaEXe8XU1E8XgQL2DMzV7u92aH5,85.0,0.0,85.0,0.0,90.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,-1.0
17765BD7XPvAibaEXe/m6K07u0dn960+sOVXLQAC,85.0,85.0,72.0,72.0,85.0,0.0,62.0,0.0,67.0,0.0,48.0,0.0,60.0,0.0,40.0,0.0
177E1625XPvAibaEXe+wmtNhlfgIwqLKPQJCRQi5,60.0,0.0,49.0,49.0,44.0,44.0,44.0,0.0,25.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
178F60F5XPvAibaEXe9WgQQLl7rkk9xNzvD5m8xA,71.0,0.0,70.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,74.0,0.0,79.0,0.0
17946C80XPvAibaEXe9lF2o7VejWNoJR7PTzcZwM,65.0,0.0,74.0,74.0,91.0,91.0,81.0,0.0,87.0,0.0,66.0,0.0,71.0,0.0,60.0,0.0
17ABFF8BXPvAibaEXe9ysTifnGoMwYzIolUfgf2Y,67.0,0.0,93.0,93.0,100.0,100.0,91.0,91.0,100.0,0.0,79.0,0.0,64.0,0.0,73.0,0.0
17ADB316XPvAibaEXe+LLN9FKbXQHblthu+FhW3g,62.0,62.0,77.0,80.0,87.0,91.0,94.0,73.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17B735B1XPvAibaEXe+R1vbMbxqswJELALKH3xwm,75.0,86.0,79.0,86.0,85.0,73.0,60.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17BA4B8FXPvAibaEXe8KSegZW1rFPGTg7c0KmSrO,55.0,55.0,19.0,17.0,63.0,16.0,-8.0,-28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17BC41A8XPvAibaEXe+KhkBwgOBVc50EhWqcEWh+,65.0,57.0,83.0,93.0,92.0,98.0,61.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17BDA973XPvAibaEXe+E43ovk5Cnp9ENMHNfPeIz,70.0,0.0,80.0,0.0,80.0,0.0,80.0,0.0,76.0,0.0,80.0,0.0,75.0,0.0,81.0,0.0
17C9D6FAXPvAibaEXe90E3nxW1nyaa9pN/70nOxq,85.0,0.0,75.0,0.0,75.0,0.0,79.0,0.0,86.0,0.0,100.0,91.0,84.0,-1.0,-1.0,-1.0
17CA7018XPvAibaEXe+IhxfprKO/fSzapaZ1PDp9,75.0,75.0,94.0,94.0,91.0,91.0,96.0,87.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17CD8D96XPvAibaEXe8d4Zyk6xKs09NSfplyT+oY,75.0,0.0,78.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,80.0,0.0,76.0,0.0,77.0,82.0
17E2923DXPvAibaEXe9kkdDkOt5iFjQGt9DxGJRj,74.0,0.0,62.0,0.0,8.0,0.0,35.0,0.0,58.0,0.0,75.0,0.0,65.0,0.0,65.0,0.0
17F84597XPvAibaEXe9g6r/97VInJoJQ9dYeW0kE,80.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,81.0,0.0,91.0,0.0,74.0,0.0,83.0,91.0
17FCE4D9XPvAibaEXe+HozZBb+7rZxALMBBHEZ9+,90.0,0.0,75.0,0.0,79.0,0.0,72.0,0.0,84.0,0.0,79.0,89.0,56.0,50.0,-1.0,-1.0
17FFC7CCXPvAibaEXe+wCRIlhV+1XwB91jd9TqF4,84.0,0.0,70.0,0.0,63.0,0.0,61.0,0.0,58.0,0.0,66.0,-1.0,-1.0,-1.0,-1.0,-1.0
18095340XPvAibaEXe8yk/xNTBUkzrAIztHB4ZIS,81.0,0.0,100.0,0.0,61.0,0.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,80.0,0.0,90.0,0.0,85.0,0.0,80.0,0.0,100.0,0.0,100.0,0.0,98.0,0.0,91.0,66.0
180E203CXPvAibaEXe+Ssm9D7QPetKytIvoXOh2Q,87.0,0.0,72.0,0.0,78.0,0.0,83.0,89.0,84.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
180E4E80XPvAibaEXe9mjVtuyMJi9GJtzpwv947h,75.0,0.0,62.0,0.0,63.0,0.0,66.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0
180FDF7FXPvAibaEXe/WaZKSSjfnht8oeliUtHOO,65.0,65.0,80.0,80.0,68.0,68.0,80.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1818B089XPvAibaEXe8s1xx8DWM0qoKAQzOIviSb,65.0,0.0,75.0,75.0,97.0,97.0,93.0,0.0,90.0,0.0,72.0,0.0,68.0,0.0,73.0,0.0
18194826XPvAibaEXe9V50Ts4UAUsOTg9uoNUYoK,90.0,0.0,88.0,0.0,84.0,0.0,84.0,79.0,100.0,89.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
181C932CXPvAibaEXe+nMqNhjtt9Y1a9I4TWagoG,0.0,59.0,59.0,81.0,81.0,81.0,73.0,83.0,75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18216909XPvAibaEXe+3zE134gecv9Uj+DeMyo4t,95.0,0.0,90.0,0.0,93.0,0.0,94.0,0.0,76.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0
1821FA77XPvAibaEXe/8dEMQ5HsLlwAY9LSO4lw4,85.0,0.0,75.0,0.0,80.0,0.0,80.0,0.0,90.0,0.0,94.0,0.0,83.0,0.0,81.0,66.0
18222DA0XPvAibaEXe/nv6PZ4rt50vex6Vo4f43x,48.0,0.0,59.0,0.0,68.0,0.0,84.0,0.0,90.0,0.0,90.0,0.0,85.0,0.0,80.0,0.0
18279134XPvAibaEXe9ylQoUTvcEf/9dRtjhy1Ex,90.0,0.0,90.0,0.0,81.0,0.0,95.0,0.0,100.0,0.0,99.0,0.0,90.0,0.0,98.0,91.0
182882C5XPvAibaEXe9QVsCW2codObMyHzMeOU9S,85.0,0.0,75.0,0.0,85.0,0.0,93.0,0.0,95.0,0.0,94.0,77.0,61.0,60.0,-1.0,-1.0
182CAC5AXPvAibaEXe+3zE134gecv/8nitHCjMCE,88.0,0.0,70.0,0.0,64.0,0.0,75.0,0.0,85.0,0.0,80.0,0.0,80.0,0.0,90.0,0.0
182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B,85.0,0.0,88.0,88.0,79.0,79.0,88.0,0.0,100.0,0.0,90.0,0.0,77.0,0.0,78.0,0.0
1832DF2FXPvAibaEXe/EiyqMUCp4HSG4W3PTaxxG,76.0,0.0,85.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,85.0,0.0,100.0,0.0,100.0,-1.0
18367BF6XPvAibaEXe9kkdDkOt5iFkKb1A7FoXv+,78.0,0.0,70.0,0.0,66.0,0.0,57.0,0.0,60.0,0.0,75.0,0.0,64.0,0.0,73.0,0.0
1837B3A1XPvAibaEXe8t4cDFHKW3SWw3lwjv5c6p,85.0,0.0,95.0,0.0,100.0,0.0,86.0,0.0,100.0,0.0,89.0,99.0,74.0,66.0,-1.0,-1.0
183C2776XPvAibaEXe/eRksRS1wGeFlFzmKQIodO,72.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,86.0,0.0,85.0,0.0,77.0,0.0,91.0,0.0
183D6BD7XPvAibaEXe8cAHyQqAf6Y/gR8Yp2a3fm,69.0,66.0,66.0,39.0,85.0,64.0,79.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
183ECC63XPvAibaEXe+9I16dunN50KipHAbmZ7lp,0.0,83.0,83.0,48.0,48.0,62.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18400A0EXPvAibaEXe/7wGtlPBaJPe9iMkqoLDph,70.0,59.0,68.0,71.0,66.0,67.0,71.0,64.0,38.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1851EBA5XPvAibaEXe+RJ/Hp4D2y85FdSlCGi6hV,100.0,0.0,75.0,0.0,71.0,0.0,79.0,0.0,73.0,0.0,68.0,0.0,86.0,0.0,88.0,0.0
18525DEDXPvAibaEXe+HzQxlRR1WqmWJsb+9TIt/,90.0,0.0,90.0,0.0,100.0,0.0,91.0,0.0,100.0,0.0,96.0,100.0,100.0,-1.0,-1.0,-1.0
1860611EXPvAibaEXe9/Gb/OX3UNHhrTR/wA0MD6,65.0,65.0,90.0,90.0,65.0,65.0,89.0,73.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1874573AXPvAibaEXe/FejQN8/S5fLmLJ8y3qJ+f,85.0,0.0,99.0,99.0,90.0,90.0,83.0,0.0,100.0,0.0,84.0,0.0,72.0,0.0,87.0,0.0
187596BFXPvAibaEXe9FRFgWLD9noWVY+4KqBipB,80.0,0.0,82.0,0.0,68.0,0.0,88.0,0.0,91.0,0.0,81.0,0.0,83.0,0.0,85.0,66.0
1882B930XPvAibaEXe/k16nYNlOi0X9eli0+3mI8,95.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,93.0,81.0,58.0,-1.0,-1.0
1882BD84XPvAibaEXe+PQV3+n6192UcyGfMC8WSc,75.0,75.0,100.0,100.0,100.0,100.0,96.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18930CE9XPvAibaEXe+ot3jpjNDg2jpH+9G15DWM,0.0,93.0,93.0,65.0,65.0,68.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
189BA4F6XPvAibaEXe9fmk+IGAumNcort0AEzDLP,70.0,70.0,75.0,75.0,73.0,73.0,71.0,82.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18A3DA17XPvAibaEXe8y6/RMXZRwBY6Trwp7NjPp,90.0,0.0,84.0,0.0,78.0,0.0,95.0,0.0,93.0,0.0,93.0,0.0,90.0,0.0,85.0,0.0
18A57624XPvAibaEXe/ve/U6YLNUGmFriTOyxQns,71.0,88.0,78.0,71.0,77.0,60.0,54.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18B0A997XPvAibaEXe+tKlY40ATmdY+I2LRutPEn,95.0,0.0,48.0,0.0,36.0,0.0,55.0,0.0,53.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18B8DFDBXPvAibaEXe+cD2dfYrNOt9Cr949lFN5c,80.0,0.0,63.0,0.0,51.0,0.0,75.0,0.0,76.0,0.0,80.0,0.0,75.0,0.0,79.0,0.0
18BC3150XPvAibaEXe+RaLErOlzghWzZvcuDuYjh,95.0,0.0,52.0,0.0,56.0,0.0,25.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18BE7305XPvAibaEXe8XLyAGr26H46khSqv9Y5ai,77.0,0.0,73.0,0.0,66.0,0.0,75.0,0.0,75.0,0.0,72.0,0.0,74.0,0.0,84.0,70.0
18C5897EXPvAibaEXe/BJuSl0HxpAaq8I2R/L7B4,82.0,78.0,90.0,71.0,74.0,72.0,72.0,68.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18D2231EXPvAibaEXe8LX4hhYKrFZihlc2c5X1wP,100.0,0.0,64.0,0.0,30.0,0.0,75.0,0.0,90.0,0.0,93.0,0.0,84.0,0.0,69.0,0.0
18D2A5CFXPvAibaEXe/X5uT1FaYTT+ZvVujp4FyR,83.0,0.0,85.0,0.0,86.0,0.0,85.0,0.0,96.0,0.0,81.0,0.0,88.0,0.0,84.0,84.0
18D53A17XPvAibaEXe/7VXm0xgXldKrj4VJp0HeL,65.0,0.0,81.0,0.0,85.0,0.0,83.0,0.0,80.0,0.0,78.0,0.0,64.0,0.0,64.0,0.0
18DE832CXPvAibaEXe8ydgsBCmjqA68iDjt23bz1,82.0,0.0,59.0,59.0,44.0,44.0,42.0,0.0,7.0,0.0,53.0,0.0,66.0,0.0,46.0,0.0
18E1B067XPvAibaEXe/7kKaS8/f9RSA1bIq8pV8V,85.0,0.0,74.0,0.0,73.0,0.0,67.0,0.0,70.0,0.0,86.0,79.0,75.0,71.0,-1.0,-1.0
18ED3834XPvAibaEXe/U36FI9OTo3U4u06+qrNcz,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18F4F8F2XPvAibaEXe+tKlY40ATmdfGEqS2eK+kG,95.0,0.0,70.0,0.0,66.0,0.0,88.0,0.0,85.0,0.0,90.0,0.0,76.0,0.0,75.0,0.0
190093B8XPvAibaEXe/c1PHSsZoD+77N1i2wh9yZ,65.0,65.0,75.0,75.0,65.0,65.0,72.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19020AE4XPvAibaEXe8c9xa8228bbfDE47SwVBfe,81.0,0.0,80.0,0.0,90.0,0.0,91.0,0.0,100.0,0.0,96.0,100.0,96.0,-1.0,-1.0,-1.0
190AECA5XPvAibaEXe/3ttgRoetEw+XoxRMXk9nV,65.0,65.0,73.0,73.0,62.0,62.0,78.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
190F7F6FXPvAibaEXe8jwcgah0IjmhkRHk5/6oDi,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0
1915C952XPvAibaEXe9pXJcjrAt8XgQQIKKiq6CU,76.0,0.0,89.0,0.0,75.0,0.0,70.0,0.0,77.0,0.0,81.0,0.0,65.0,0.0,79.0,79.0
191751CDXPvAibaEXe+MmAntcCanjCt6F1Cp0eEC,90.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,95.0,-1.0,-1.0,-1.0,-1.0
191F1835XPvAibaEXe8h19maTis8uLiuT2cUqI3E,94.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,98.0,-1.0,-1.0,-1.0
191FE729XPvAibaEXe8d5+4VMyfVsO+g/Xp/uhNU,100.0,0.0,100.0,0.0,99.0,0.0,97.0,86.0,86.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
191FF8FBXPvAibaEXe+suUpvSAu/oynDIjN7o2q7,84.0,0.0,67.0,67.0,80.0,80.0,88.0,0.0,66.0,0.0,80.0,0.0,60.0,0.0,70.0,0.0
192E4235XPvAibaEXe92Jin2iMtHChKANAao8ZUk,66.0,0.0,78.0,0.0,80.0,0.0,90.0,0.0,95.0,0.0,85.0,0.0,90.0,0.0,86.0,0.0
1933E4C4XPvAibaEXe+MR0BPJNCxyQRGASkTTl6b,90.0,0.0,100.0,0.0,100.0,0.0,91.0,0.0,96.0,0.0,96.0,100.0,74.0,-1.0,-1.0,-1.0
