mssv,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
8935FA37XPvAibaEXe/MFNByxh05b8RCsO0REEK9,78.0,0.0,70.0,0.0,76.0,0.0,75.0,0.0,81.0,0.0,88.0,0.0,82.0,0.0,66.0,58.0
894111E1XPvAibaEXe9hweWHK/GxsFXnBnV7+aIZ,71.0,0.0,70.0,0.0,76.0,0.0,75.0,0.0,80.0,0.0,80.0,0.0,68.0,0.0,64.0,0.0
8960E6BDXPvAibaEXe/nzVfFzcfk2LjNHq+6RwT/,66.0,66.0,69.0,75.0,65.0,65.0,63.0,30.0,42.0,15.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0
896173C1XPvAibaEXe90TjJq9LqiZsYyWLyI4Nej,76.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,83.0,0.0,91.0,0.0,100.0,0.0,86.0,96.0
896CE9CAXPvAibaEXe/agc6/owW5CMZVwqpzV2xw,71.0,0.0,68.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,75.0,0.0,76.0,0.0,71.0,0.0
896ECA94XPvAibaEXe+Fy1phPq2H8oCcO/vk2UJg,90.0,0.0,88.0,0.0,90.0,0.0,81.0,0.0,88.0,0.0,94.0,76.0,87.0,-1.0,-1.0,-1.0
89761023XPvAibaEXe+QrwS/gm46Tec5C974AVef,100.0,0.0,95.0,0.0,77.0,0.0,91.0,100.0,100.0,79.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8979F906XPvAibaEXe8d4Zyk6xKs0+cmUBEmWt8p,90.0,0.0,95.0,0.0,90.0,0.0,80.0,0.0,79.0,0.0,88.0,0.0,71.0,0.0,64.0,70.0
8982939EXPvAibaEXe/45+b0LBlJ7JhIHLRftmAr,96.0,0.0,75.0,0.0,69.0,0.0,73.0,0.0,76.0,0.0,75.0,0.0,75.0,0.0,75.0,0.0
898CA641XPvAibaEXe85dXQU86uLqqeulHbyr+2b,55.0,55.0,87.0,87.0,71.0,71.0,95.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
89932DAAXPvAibaEXe/btl79MArZLN7yPSn1jOUl,69.0,69.0,55.0,0.0,84.0,0.0,41.0,0.0,40.0,0.0,29.0,0.0,50.0,0.0,-1.0,-1.0
899433F3XPvAibaEXe/AdnwkoyhfDsN/LeUkzX3g,74.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,74.0,0.0,74.0,0.0,77.0,0.0,81.0,71.0
8998634BXPvAibaEXe/57ZZLpsI5pQDUxNm4CGT8,81.0,0.0,77.0,0.0,81.0,0.0,88.0,86.0,79.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
899AAD5AXPvAibaEXe/ceziXFRXnLapg3OQJSo8g,68.0,0.0,71.0,0.0,73.0,0.0,73.0,0.0,83.0,0.0,84.0,0.0,96.0,0.0,96.0,91.0
899E3339XPvAibaEXe+QkoGRj4DtveUbf2tVOLSI,80.0,0.0,85.0,0.0,76.0,0.0,80.0,0.0,72.0,0.0,84.0,0.0,74.0,0.0,74.0,91.0
899E8FC6XPvAibaEXe8E6yzSPpyFOXskFqqjy6Sj,73.0,0.0,68.0,0.0,62.0,0.0,76.0,0.0,87.0,0.0,84.0,100.0,79.0,-1.0,-1.0,-1.0
89B42F8CXPvAibaEXe8GdASsTPmlXuVxQ3YAx0j4,71.0,0.0,75.0,0.0,55.0,0.0,61.0,0.0,63.0,0.0,55.0,0.0,67.0,91.0,80.0,58.0
89B67A8CXPvAibaEXe+EZVqNcYjweXEn/+mZThAO,60.0,60.0,75.0,75.0,68.0,68.0,80.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
89B9E37AXPvAibaEXe9x7FcJ6vxIP8ZfUeeTsqYu,68.0,0.0,64.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,90.0,0.0,81.0,0.0,79.0,0.0
89BBFB7DXPvAibaEXe+t618nkWP4eTlouiqlUV5h,80.0,0.0,80.0,0.0,90.0,0.0,85.0,0.0,100.0,0.0,81.0,0.0,81.0,0.0,81.0,-1.0
89BF1B4BXPvAibaEXe/v5x/h23myCcvAATP35Y2J,81.0,0.0,86.0,0.0,100.0,0.0,75.0,0.0,76.0,0.0,80.0,0.0,74.0,0.0,90.0,0.0
89C7823DXPvAibaEXe/IQnjJr55yYRY7OHE9t/n7,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
89D586F5XPvAibaEXe/HQN1XeSL1BEMXBfk6KF/O,79.0,0.0,80.0,0.0,90.0,0.0,80.0,0.0,86.0,0.0,75.0,0.0,82.0,0.0,84.0,0.0
89D783AAXPvAibaEXe/3wuT/psvviWmivpbj6tp5,80.0,0.0,75.0,0.0,90.0,0.0,85.0,0.0,77.0,0.0,91.0,0.0,100.0,0.0,100.0,86.0
89E065A0XPvAibaEXe9dKITjhF3qTacZrxmVjU7A,100.0,0.0,100.0,0.0,88.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,90.0,0.0,85.0,0.0
89E56E60XPvAibaEXe/V92w6Vxv2r0SOzpUAZF67,98.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,75.0
89EA0DC4XPvAibaEXe99TEzGpN+vwh9uMl7h5YsC,85.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
89EB2282XPvAibaEXe/8ORM7KmqlhWUGW84iOApq,78.0,78.0,89.0,80.0,86.0,84.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A007DABXPvAibaEXe+mSzTPzQXh5MydR6l6efOj,50.0,50.0,72.0,72.0,69.0,69.0,81.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A03E471XPvAibaEXe9drMWeKYE4jEX0sTSaswVe,81.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A04A97CXPvAibaEXe/Nq24Gaz1feYj1jfdRQZcD,90.0,0.0,85.0,0.0,95.0,0.0,85.0,0.0,100.0,0.0,91.0,0.0,100.0,0.0,100.0,71.0
8A05DE3AXPvAibaEXe8IXn+MV9wqktUaNou4qlfi,80.0,0.0,80.0,0.0,74.0,0.0,71.0,0.0,84.0,0.0,72.0,79.0,79.0,67.0,-1.0,-1.0
8A06BCB7XPvAibaEXe+/1KYXP+fweAfbWbYeLDhP,66.0,0.0,60.0,0.0,60.0,0.0,35.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A09D1DFXPvAibaEXe/KMtCr6bHausp9EaTq9IQh,67.0,67.0,70.0,0.0,-2.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,-1.0,-1.0,-1.0,-1.0
8A0EFD72XPvAibaEXe+L4+qEMJ/L9aRGWg6Uyf2X,73.0,0.0,73.0,0.0,76.0,0.0,74.0,0.0,88.0,0.0,64.0,0.0,64.0,0.0,78.0,74.0
8A169207XPvAibaEXe/7UiaF6hqjccs7G0Pd68LU,58.0,58.0,75.0,75.0,85.0,85.0,49.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A2158D5XPvAibaEXe87T7ptYh7OSH2GoHjV1isp,65.0,65.0,77.0,77.0,65.0,65.0,87.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A23DA8BXPvAibaEXe9xNU7iiJtYr7ute8VQIU3E,78.0,87.0,100.0,98.0,100.0,93.0,91.0,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A23ED0AXPvAibaEXe8d4Zyk6xKs05gHyj6r9OFC,81.0,0.0,100.0,0.0,86.0,0.0,85.0,0.0,93.0,0.0,77.0,0.0,86.0,0.0,76.0,71.0
8A28E60EXPvAibaEXe9OORQ1xsw6nv5CUStjJAu6,82.0,0.0,80.0,0.0,85.0,0.0,85.0,0.0,75.0,0.0,85.0,0.0,90.0,0.0,-1.0,-1.0
8A2910EAXPvAibaEXe9/su+qLcYDMvhVkY1uRihH,67.0,0.0,72.0,72.0,77.0,77.0,87.0,87.0,95.0,0.0,69.0,0.0,64.0,0.0,65.0,0.0
8A298ECAXPvAibaEXe+PhKfQb0+XJ+kXHQSu4bQz,88.0,0.0,95.0,95.0,100.0,100.0,92.0,0.0,91.0,0.0,93.0,0.0,78.0,0.0,79.0,0.0
8A32A2ECXPvAibaEXe+aquNtcMIbvy3LCllonwh5,95.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,86.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A33AB6BXPvAibaEXe9kEUKWGqhXVMu7FXg586tf,90.0,0.0,85.0,0.0,94.0,0.0,89.0,0.0,82.0,0.0,100.0,100.0,94.0,73.0,-1.0,-1.0
8A3A4958XPvAibaEXe9Notw1bhKSwuFyC7YI8KCM,85.0,0.0,83.0,0.0,90.0,0.0,96.0,0.0,100.0,0.0,96.0,94.0,56.0,-1.0,-1.0,-1.0
8A3C2CC5XPvAibaEXe97+rZxicl8FqvzBDKGqyEj,70.0,70.0,83.0,83.0,77.0,77.0,89.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A3C61C3XPvAibaEXe8kGcWiFCcO6cCaPR2fU+qE,80.0,0.0,85.0,0.0,86.0,0.0,80.0,0.0,81.0,0.0,75.0,0.0,70.0,0.0,88.0,88.0
8A3E33A2XPvAibaEXe9jQXzUZ/B6BfSEY0i6opvJ,100.0,0.0,84.0,0.0,90.0,0.0,100.0,100.0,66.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A450EACXPvAibaEXe+PmhPN+9CWcwa4GT6uC7Fx,77.0,77.0,87.0,0.0,93.0,0.0,72.0,0.0,79.0,0.0,85.0,0.0,100.0,0.0,75.0,0.0
8A5D8441XPvAibaEXe8iOnzuCL8V+MMSXlbNJT7b,90.0,0.0,90.0,0.0,96.0,0.0,95.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A5E548AXPvAibaEXe9cYfl6D6BtPDivHAFqINq2,99.0,99.0,94.0,94.0,100.0,0.0,95.0,0.0,85.0,0.0,98.0,0.0,90.0,0.0,80.0,0.0
8A60FBCBXPvAibaEXe+Ps8zYokGtSW7SkPVXQ6fd,80.0,0.0,90.0,0.0,76.0,0.0,75.0,0.0,83.0,0.0,80.0,0.0,88.0,0.0,74.0,66.0
8A728A5AXPvAibaEXe/stw5d/QtwDFXDvW72Be1S,82.0,68.0,67.0,46.0,70.0,67.0,59.0,64.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A7F6D1DXPvAibaEXe8x0FWp3Gjx9ww0Ok2q4WaX,70.0,70.0,81.0,81.0,91.0,91.0,85.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A87E2E9XPvAibaEXe/7kKaS8/f9RX3MJcaQY8O7,80.0,0.0,75.0,0.0,73.0,0.0,73.0,0.0,75.0,0.0,77.0,0.0,64.0,0.0,73.0,-1.0
8A88A218XPvAibaEXe+zCbAzes7Ying9a24Y8lNu,81.0,0.0,71.0,0.0,64.0,0.0,63.0,0.0,81.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0
8A8ED994XPvAibaEXe+8xcWrHsA1Kp7iS70u/MO2,90.0,0.0,75.0,0.0,86.0,0.0,88.0,88.0,81.0,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8A9E274DXPvAibaEXe8SWoXWekDacAhXuSMjUqoe,90.0,0.0,100.0,0.0,100.0,0.0,93.0,100.0,100.0,98.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8AA6FDA7XPvAibaEXe9/B4OZKkOpV8h+ZXoxrlhv,81.0,0.0,85.0,0.0,87.0,0.0,81.0,0.0,77.0,0.0,86.0,100.0,96.0,58.0,-1.0,-1.0
8AA98AD2XPvAibaEXe8M37suqoe4CZpSLxtWE9xX,61.0,0.0,55.0,0.0,72.0,0.0,94.0,0.0,84.0,0.0,90.0,0.0,70.0,0.0,86.0,0.0
8AB17C6EXPvAibaEXe9wfTfYufPxvExFVX6iyfjA,82.0,76.0,93.0,88.0,88.0,69.0,91.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06,66.0,0.0,78.0,0.0,85.0,0.0,80.0,0.0,68.0,0.0,73.0,0.0,88.0,0.0,81.0,0.0
8AB9B860XPvAibaEXe+Ssm9D7QPetGVxh/3JcxG+,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,90.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8AC4A8D9XPvAibaEXe+8PTy9pH9lFw3lEJazpuWI,79.0,0.0,69.0,0.0,64.0,0.0,60.0,0.0,73.0,0.0,73.0,0.0,80.0,0.0,68.0,0.0
8AD5E783XPvAibaEXe/W2+nRn/fcLselkxXeynpx,0.0,0.0,0.0,0.0,50.0,50.0,65.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8ADDAE76XPvAibaEXe9MLbI3cCq2BDREIQt1DfUQ,91.0,0.0,100.0,100.0,87.0,87.0,100.0,0.0,100.0,0.0,81.0,0.0,69.0,0.0,74.0,0.0
8ADDBE8DXPvAibaEXe/0VyaRB0LQpIEHQN7xQm4R,80.0,0.0,80.0,0.0,83.0,0.0,95.0,0.0,100.0,0.0,100.0,100.0,100.0,58.0,-1.0,-1.0
8ADFAC53XPvAibaEXe/7Pz5IR87IctlGF0Pjkidx,80.0,71.0,68.0,67.0,74.0,63.0,76.0,61.0,25.0,63.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0
8AEF33B4XPvAibaEXe9vimBQQi0z33OtVPTqM1mC,64.0,64.0,82.0,80.0,89.0,81.0,80.0,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc,90.0,0.0,74.0,0.0,75.0,0.0,73.0,79.0,83.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B085B24XPvAibaEXe/7wGtlPBaJPSDrWqB88YJ1,95.0,100.0,100.0,82.0,100.0,76.0,68.0,68.0,25.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B16BE0CXPvAibaEXe+E7LJdSZ9AW/lH69raG0Tr,67.0,71.0,79.0,74.0,72.0,20.0,-27.0,-25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B24C5CDXPvAibaEXe8oJoshMoRjxStEayMAkqjf,0.0,0.0,0.0,0.0,50.0,50.0,58.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B2B7F33XPvAibaEXe/Fs1szcgDuRiin0MwaCmIR,75.0,74.0,92.0,93.0,93.0,93.0,76.0,61.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B3A58E6XPvAibaEXe/qF9LXCbOdozOp+hraEWhm,74.0,74.0,82.0,90.0,79.0,75.0,73.0,50.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B3D8B26XPvAibaEXe9o3csoNuwUvFp9HKjTdJZi,69.0,69.0,63.0,0.0,57.0,0.0,62.0,0.0,62.0,0.0,69.0,0.0,73.0,0.0,68.0,0.0
8B456119XPvAibaEXe+wvM39dDDGNqK4w7enFCpq,94.0,94.0,94.0,93.0,100.0,100.0,90.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B4DB17FXPvAibaEXe9poi1GJx57CTcHFstw6fGH,79.0,79.0,86.0,91.0,61.0,62.0,77.0,64.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B548A8BXPvAibaEXe8NoNh54Mn6M3g9jm2gcZy0,76.0,0.0,54.0,0.0,60.0,0.0,74.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0
8B568DA0XPvAibaEXe/iGey/Hml5ul4JptKf6cgz,78.0,0.0,68.0,0.0,76.0,0.0,75.0,0.0,74.0,0.0,90.0,0.0,96.0,0.0,100.0,96.0
8B5A2913XPvAibaEXe83baLaXNpmvvz4hx41PWnv,56.0,56.0,74.0,77.0,56.0,45.0,75.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B62379CXPvAibaEXe87jxzxQveIPwEV4Zj67O26,68.0,55.0,63.0,78.0,71.0,59.0,75.0,69.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B68B2B6XPvAibaEXe/Nq24Gaz1feQIOYs4ndO2L,63.0,0.0,75.0,0.0,76.0,0.0,90.0,0.0,81.0,0.0,81.0,0.0,79.0,0.0,74.0,66.0
8B73374AXPvAibaEXe9kjFBbKBtNOvS7gK1xugfo,70.0,58.0,84.0,76.0,55.0,38.0,48.0,53.0,54.0,65.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B7499D5XPvAibaEXe9P07hcrvmhCcn1vUPlZj5m,93.0,0.0,74.0,74.0,85.0,85.0,83.0,0.0,76.0,0.0,77.0,0.0,64.0,0.0,73.0,0.0
8B75E939XPvAibaEXe9o/lUQXb5f/9EzN7Db7CwN,68.0,68.0,59.0,59.0,78.0,0.0,71.0,0.0,56.0,0.0,65.0,0.0,59.0,0.0,60.0,0.0
8B7BB0E3XPvAibaEXe8vcQUX+A6FePKB8QhHtzXz,73.0,70.0,50.0,32.0,61.0,76.0,40.0,56.0,46.0,55.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B815297XPvAibaEXe//3t8+us0X0khfBNlWfzpk,80.0,0.0,59.0,59.0,28.0,28.0,8.0,0.0,-41.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8B8467B4XPvAibaEXe8HxoLOw72ZICrNYU4vl38X,63.0,63.0,74.0,0.0,78.0,0.0,54.0,0.0,58.0,0.0,66.0,0.0,60.0,0.0,-1.0,-1.0
8B9C9D85XPvAibaEXe/M+/uAwVeHhFw+4PtC9yPm,95.0,0.0,100.0,0.0,95.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,-1.0,-1.0
8B9DD5F1XPvAibaEXe/7VXm0xgXldIyNDzaf66fA,60.0,0.0,63.0,0.0,68.0,0.0,80.0,0.0,78.0,0.0,74.0,0.0,78.0,0.0,66.0,0.0
8B9FD2DBXPvAibaEXe92CdOgj+Qa/bUGTQ7V3EuT,68.0,0.0,94.0,0.0,91.0,0.0,80.0,0.0,90.0,0.0,85.0,0.0,81.0,0.0,100.0,0.0
8BA476A8XPvAibaEXe/N50hRf+Du8SkBRvC5SjAu,90.0,0.0,100.0,0.0,74.0,0.0,95.0,100.0,100.0,91.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BACB6FDXPvAibaEXe9gkY4mZy1X66Dtcw8RC+5u,55.0,55.0,77.0,77.0,58.0,58.0,75.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BB9958EXPvAibaEXe/GqyBZHXBWrooRimUw2NSL,80.0,63.0,72.0,61.0,72.0,71.0,91.0,74.0,42.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BBA5160XPvAibaEXe+E43ovk5Cnp/tao33YkYzw,82.0,0.0,64.0,0.0,85.0,0.0,80.0,0.0,84.0,0.0,90.0,0.0,90.0,0.0,100.0,0.0
8BC07363XPvAibaEXe9U29MovlmD+7Gh3bP5aisQ,52.0,52.0,61.0,85.0,73.0,72.0,69.0,54.0,37.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BD59EAEXPvAibaEXe/bcCn8ANC28PYRKmUZg4md,100.0,0.0,84.0,0.0,86.0,0.0,79.0,100.0,100.0,73.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BD66DE8XPvAibaEXe9Bx5CZuIA9z4lpYtW5T9Ft,88.0,0.0,74.0,74.0,78.0,78.0,80.0,0.0,81.0,0.0,66.0,0.0,64.0,0.0,61.0,0.0
8BE31DF9XPvAibaEXe8WD3qnVG2b/cOKJN6hzN9R,97.0,0.0,93.0,93.0,96.0,96.0,97.0,0.0,100.0,0.0,82.0,0.0,76.0,0.0,78.0,0.0
8BE4F4C8XPvAibaEXe98bEweMyJa5shDiOI0iOQL,73.0,0.0,73.0,0.0,90.0,0.0,84.0,89.0,77.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BE66049XPvAibaEXe9JrlhG2I9lCutq1dwZoEvL,55.0,55.0,83.0,83.0,75.0,75.0,80.0,66.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8BF38196XPvAibaEXe+sa6H++BHvyjFRBxziM2nr,100.0,0.0,95.0,0.0,95.0,0.0,94.0,0.0,100.0,0.0,90.0,0.0,90.0,0.0,80.0,0.0
8C001BEBXPvAibaEXe/U5lSbganJ8zTvMD7rtjY7,86.0,0.0,69.0,0.0,64.0,0.0,70.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0
8C017745XPvAibaEXe+p5WOBbWD0M7ZNRkESEJkQ,92.0,0.0,83.0,0.0,69.0,0.0,79.0,0.0,90.0,0.0,85.0,0.0,95.0,0.0,100.0,0.0
8C053506XPvAibaEXe8VziDgYa0u7kXETb28eD9J,83.0,83.0,78.0,0.0,66.0,0.0,45.0,0.0,60.0,0.0,66.0,0.0,76.0,0.0,75.0,0.0
8C0E6F64XPvAibaEXe8Wdq2yl0lIfE2h/If6EMiO,55.0,55.0,69.0,69.0,64.0,64.0,73.0,88.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6,79.0,0.0,82.0,82.0,61.0,61.0,51.0,0.0,71.0,0.0,62.0,0.0,58.0,0.0,59.0,0.0
8C1CD38BXPvAibaEXe8/V1eK05z044S2pOzZj+R0,37.0,0.0,29.0,0.0,55.0,0.0,45.0,0.0,90.0,0.0,100.0,0.0,86.0,0.0,85.0,0.0
8C298ED3XPvAibaEXe/ZbeP+H+Olzl011CI3G37j,85.0,0.0,84.0,0.0,89.0,0.0,72.0,0.0,86.0,0.0,91.0,100.0,87.0,-1.0,-1.0,-1.0
8C2B119CXPvAibaEXe9d+rE/yvWoKP7F4Ob6tikl,95.0,0.0,68.0,0.0,68.0,0.0,86.0,0.0,79.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0
8C2FAA40XPvAibaEXe+NmgQbVGcjJ+7V2UMYMM22,83.0,0.0,92.0,92.0,100.0,100.0,95.0,0.0,90.0,0.0,76.0,0.0,81.0,0.0,86.0,0.0
8C3B2ADAXPvAibaEXe9gNdYxxH49oR4dvKFcle3h,80.0,80.0,93.0,93.0,86.0,86.0,86.0,76.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8C486435XPvAibaEXe/OCFZfQ2ZyrVCMMxbam9j8,64.0,64.0,81.0,66.0,70.0,59.0,61.0,62.0,25.0,50.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0
8C4FE4F4XPvAibaEXe8Lp0YaxzdqUjpNyxA6voae,62.0,0.0,82.0,0.0,75.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,60.0,0.0,60.0,0.0
8C53D0BDXPvAibaEXe8zBeLfIMmoBPnGRTUU76bE,75.0,75.0,95.0,95.0,80.0,0.0,78.0,0.0,74.0,0.0,78.0,0.0,80.0,0.0,75.0,0.0
8C5539D1XPvAibaEXe8nuCevWXzMu3a4xLooAe9F,88.0,0.0,88.0,0.0,76.0,0.0,90.0,0.0,100.0,0.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0
8C577AD6XPvAibaEXe9tSnfLfDeWas/1N+smW3yD,67.0,0.0,58.0,0.0,34.0,0.0,29.0,0.0,71.0,0.0,58.0,0.0,-1.0,-1.0,-1.0,-1.0
8C5D825AXPvAibaEXe/KVW+JfXJB/tvWcmdxGSA9,80.0,0.0,85.0,0.0,76.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,91.0,86.0
8C62C740XPvAibaEXe+LLvbxzunmJJqo+YWvKzjW,61.0,0.0,74.0,74.0,80.0,80.0,75.0,0.0,27.0,0.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0
8C665C07XPvAibaEXe8d+xuL7f/QxKNv73y8Hqr9,90.0,0.0,83.0,0.0,93.0,0.0,100.0,0.0,100.0,0.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0
8C6CA8A2XPvAibaEXe8riuHWhiKRR46DHR00XuHe,85.0,0.0,80.0,0.0,90.0,0.0,86.0,0.0,72.0,0.0,79.0,81.0,-1.0,-1.0,-1.0,-1.0
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,100.0,100.0,98.0,0.0,100.0,0.0,100.0,0.0,77.0,0.0,68.0,0.0,80.0,0.0,75.0,0.0
8C7C270CXPvAibaEXe9wxm0WjsXoKubLYbSvyxfG,70.0,0.0,73.0,0.0,85.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,90.0,0.0,99.0,0.0
8C7F2C00XPvAibaEXe++6wbq0vq2fckhL6bLq9SI,65.0,60.0,80.0,85.0,67.0,76.0,68.0,64.0,30.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8C88FE6EXPvAibaEXe86ShnmDByrm22zyHZfDrSs,68.0,0.0,75.0,0.0,68.0,0.0,68.0,0.0,68.0,0.0,78.0,0.0,83.0,0.0,71.0,0.0
8C8E2AA7XPvAibaEXe+cD2dfYrNOt/D0YL78rqGh,81.0,0.0,59.0,0.0,69.0,0.0,66.0,0.0,75.0,0.0,70.0,0.0,62.0,0.0,-1.0,-1.0
8C8E91ABXPvAibaEXe9HKUC7sboLjsWdscTF7HpM,89.0,0.0,86.0,86.0,62.0,62.0,84.0,0.0,77.0,0.0,77.0,0.0,58.0,0.0,62.0,0.0
8C92B867XPvAibaEXe/4WyTnp6RTwlsF3Mt4zCZf,80.0,0.0,75.0,0.0,65.0,0.0,65.0,0.0,94.0,0.0,66.0,0.0,50.0,0.0,-1.0,-1.0
8C945AF2XPvAibaEXe9/fz21qGF7YMcmReG5i/PT,65.0,65.0,79.0,79.0,78.0,78.0,96.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8CA1B827XPvAibaEXe8XtTI6VHhlKJihw7MyS83P,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,-1.0,-1.0,-1.0
8CA28F7BXPvAibaEXe/YaY6MZEJIizomZ/O36W6O,90.0,0.0,100.0,0.0,90.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
