mssv,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
8275AFF1XPvAibaEXe887JOjhk2RV2OdGNV6Tir2,7.91,7.28,-1.0,8.39,7.46,-1.0,7.44,8.2,-1.0,7.64,8.34,-1.0,6.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.0,72.0,68.0,68.0,82.0,0.0,84.0,0.0,64.0,0.0,93.0,0.0,80.0,0.0,90.0,0.0
82778F75XPvAibaEXe93t/fGOsRpn50R4yA7HNuJ,6.91,6.39,-1.0,6.13,6.55,-1.0,7.13,7.62,-1.0,6.1,8.34,-1.0,8.03,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,0.0,77.0,0.0,86.0,0.0,75.0,0.0,86.0,0.0,80.0,0.0,86.0,0.0,100.0,0.0
8290D854XPvAibaEXe8TrN3vUI8MaCLxvR1Y78Xt,8.42,7.39,-1.0,7.0,7.62,-1.0,7.9,7.38,-1.0,7.5,7.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,95.0,100.0,0.0,88.0,0.0,87.0,0.0,82.0,0.0,80.0,0.0,81.0,0.0,80.0,0.0
8291B633XPvAibaEXe8p7+QBLh7hjlrfU2PN3RFU,6.76,6.35,-1.0,6.38,7.2,-1.0,6.79,6.22,-1.0,7.08,3.47,-1.0,7.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,85.0,0.0,75.0,0.0,72.0,0.0,77.0,0.0,71.0,0.0,58.0,89.0
829A6930XPvAibaEXe9wxm0WjsXoKvogSZjqOrmh,6.69,6.71,-1.0,6.4,6.53,-1.0,6.66,7.8,-1.0,8.13,7.09,-1.0,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,80.0,0.0,86.0,0.0,94.0,0.0
82A17B12XPvAibaEXe8z1Io4iT8HJDOTLLnsB1Kj,7.76,5.08,-1.0,6.39,6.28,-1.0,5.23,7.68,7.71,6.96,8.85,-1.0,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,88.0,84.0,84.0,88.0,0.0,57.0,0.0,58.0,0.0,50.0,0.0,80.0,0.0,85.0,0.0
82A5C461XPvAibaEXe8zjuWfAVBr9bNlNnYYiajH,6.17,4.69,-1.0,5.44,7.95,7.8,7.39,7.93,-1.0,7.49,8.02,-1.0,8.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.0,0.0,94.0,0.0,95.0,0.0,95.0,0.0,95.0,0.0,100.0,0.0,99.0,0.0,96.0,0.0
82A5D5FBXPvAibaEXe+p5WOBbWD0MyVL9NMgg+2U,7.79,6.69,8.06,7.82,7.57,-1.0,7.98,7.9,7.55,7.21,8.13,-1.0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,0.0,84.0,0.0,73.0,0.0,81.0,0.0,80.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0
82AB644CXPvAibaEXe8CNW5gpzV0gUjrbzVSLssM,7.83,4.94,-1.0,6.73,5.77,6.91,6.51,6.93,-1.0,7.11,6.77,-1.0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,57.0,0.0,60.0,0.0,69.0,0.0,80.0,0.0,75.0,0.0,80.0,0.0,75.0,0.0
82CCF118XPvAibaEXe/ns/wSuHF6kJuTovSjvh3N,8.21,8.82,-1.0,8.05,8.35,-1.0,7.29,7.42,-1.0,7.96,8.85,-1.0,9.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,0.0,73.0,0.0,90.0,0.0,85.0,0.0,76.0,0.0,90.0,0.0,94.0,0.0,91.0,0.0
82CDD006XPvAibaEXe9WGATIMl02LLfwAtGJNJ7j,6.72,6.5,-1.0,6.26,5.78,8.0,4.85,5.78,-1.0,0.57,0.0,-1.0,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,71.0,0.0,76.0,0.0,75.0,0.0,78.0,0.0,78.0,0.0,58.0,0.0,58.0,0.0
82D67FF0XPvAibaEXe9Bx5CZuIA9z+ymYnRBj6Fr,3.91,5.84,3.85,5.41,6.14,4.8,5.07,4.57,-1.0,0.5,1.77,4.8,3.25,2.21,-1.0,0.23,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,71.0,0.0,74.0,74.0,81.0,81.0,78.0,78.0,51.0,0.0,36.0,0.0,56.0,0.0,25.0,0.0
82EB45E9XPvAibaEXe9eSUilQ3V71rLMOFZnU1bQ,8.06,7.6,-1.0,8.38,7.81,-1.0,9.54,8.84,-1.0,9.15,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,87.0,87.0,71.0,71.0,90.0,0.0,100.0,0.0,85.0,0.0,84.0,0.0,82.0,0.0
832D5B8CXPvAibaEXe+Xxbs4kvH/k/CWwFVACUgl,7.65,5.93,-1.0,7.52,6.7,6.3,6.62,6.28,-1.0,6.96,7.15,-1.0,5.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,79.0,63.0,63.0,70.0,0.0,63.0,0.0,62.0,0.0,66.0,0.0,60.0,0.0,60.0,0.0
83302EADXPvAibaEXe9Q2McsUcINTqYf3w5qE4hy,5.92,3.4,-1.0,1.56,4.15,7.5,2.24,1.13,2.1,1.54,0.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,0.0,38.0,0.0,63.0,0.0,53.0,0.0,75.0,0.0,70.0,0.0,58.0,0.0,-1.0,-1.0
83339A50XPvAibaEXe+cHxM5cHw4WlBPfQwlTDnj,6.12,4.97,-1.0,6.09,5.06,9.0,6.24,6.74,8.0,6.56,4.06,10.0,8.24,6.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,0.0,75.0,0.0,80.0,0.0,82.0,0.0,90.0,0.0,85.0,0.0,85.0,0.0,80.0,0.0
8352A96AXPvAibaEXe/LIv6QeHs+ZW0tAXQOlKKR,7.45,5.75,-1.0,6.4,7.27,-1.0,7.34,7.14,-1.0,7.87,9.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,89.0,0.0,96.0,0.0,81.0,0.0,90.0,0.0,86.0,89.0,100.0,88.0,-1.0,-1.0
8361811BXPvAibaEXe+g2dQ0D263aflTxTkEwuwy,6.78,5.28,-1.0,6.93,6.99,7.0,7.32,6.88,-1.0,6.75,7.12,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,0.0,85.0,0.0,90.0,0.0,85.0,0.0,81.0,0.0,80.0,0.0,72.0,0.0,74.0,0.0
8361BD03XPvAibaEXe+Z64Gg7q108HqexDs9ObXl,5.88,3.72,-1.0,7.38,4.23,-1.0,6.92,5.18,-1.0,6.45,5.71,6.0,4.95,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,-1.0,88.0,0.0,62.0,0.0,64.0,0.0,63.0,0.0,81.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0
83845261XPvAibaEXe9hPQQhQOOPyYvq0zhwjv2w,6.61,8.55,-1.0,8.23,8.56,-1.0,9.26,9.33,-1.0,9.47,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,86.0,0.0,89.0,0.0
839A1A0CXPvAibaEXe+uQMKXqrwYdgr0jNDc3VDK,7.06,7.3,-1.0,7.99,7.76,-1.0,8.28,8.0,-1.0,8.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,90.0,100.0,0.0,99.0,0.0,88.0,0.0,84.0,0.0,80.0,0.0,82.0,0.0,-1.0,-1.0
83C18F25XPvAibaEXe+cHxM5cHw4WsUHwqR7ET9a,8.97,6.35,-1.0,7.25,8.23,-1.0,7.83,8.24,-1.0,7.2,7.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,70.0,0.0,68.0,0.0,80.0,0.0,100.0,0.0,80.0,0.0,95.0,0.0,75.0,0.0
83C28D63XPvAibaEXe/GFbVLDV6SZHSpHddxdRyT,6.52,5.95,-1.0,7.12,6.98,-1.0,6.6,7.1,-1.0,7.81,5.2,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,97.0,96.0,96.0,82.0,0.0,95.0,0.0,60.0,0.0,81.0,0.0,80.0,0.0,79.0,0.0
83D3F6C9XPvAibaEXe/Dy4K4yiQpOP6IiL6XGDu/,6.18,7.86,-1.0,7.58,7.5,-1.0,6.61,7.17,-1.0,6.79,5.54,-1.0,7.59,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,88.0,88.0,88.0,88.0,91.0,0.0,79.0,0.0,89.0,0.0,54.0,0.0,79.0,0.0
83DCA101XPvAibaEXe9Z0fDyfUkzH4vSGY2cA9D0,8.03,6.84,-1.0,7.82,7.89,-1.0,6.15,4.38,-1.0,4.81,6.8,-1.0,7.47,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,81.0,0.0,59.0,0.0,46.0,0.0,73.0,0.0,76.0,0.0,85.0,0.0,81.0,0.0,90.0,0.0
83F67FBFXPvAibaEXe95BgJyC1XgNcM67ghVT2ss,8.01,7.58,-1.0,7.12,8.48,-1.0,8.78,8.27,-1.0,5.27,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,89.0,0.0,83.0,0.0,90.0,100.0,100.0,82.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
83FAA9CAXPvAibaEXe+oo0hccQuSuOtStIwkWhsf,5.61,6.49,-1.0,5.19,7.43,-1.0,7.33,7.62,-1.0,7.68,7.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,85.0,0.0,79.0,0.0,74.0,0.0,74.0,100.0,77.0,58.0,-1.0,-1.0
841DAEEEXPvAibaEXe9IFJLLU9DVVSo/AjzcgSIW,8.01,7.88,-1.0,8.54,7.13,-1.0,6.85,7.14,-1.0,7.66,6.47,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,90.0,0.0,95.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,89.0,0.0,72.0,0.0
8442D4A1XPvAibaEXe8n6FFpptVzUnUcDJxNSI27,6.12,5.13,6.9,5.46,5.85,-1.0,5.54,6.84,4.0,3.02,4.51,-1.0,0.61,4.13,-1.0,0.57,4.0,-1.0,6.39,0.0,-1.0,0.0,95.0,0.0,62.0,0.0,58.0,0.0,67.0,0.0,75.0,0.0,75.0,0.0,71.0,0.0,70.0,0.0
844BA991XPvAibaEXe8ZQB/g2cpypMy8eFWE0KZT,5.48,6.5,-1.0,6.88,4.9,-1.0,2.61,1.16,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,75.0,0.0,72.0,0.0,66.0,0.0,71.0,0.0,66.0,58.0,-1.0,-1.0,-1.0,-1.0
844FC6F6XPvAibaEXe+Y5CB/5gt3MJxEmi5bZKP2,6.73,6.38,-1.0,7.25,6.5,-1.0,7.83,6.77,-1.0,7.4,8.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,86.0,86.0,93.0,93.0,75.0,0.0,84.0,0.0,72.0,0.0,74.0,0.0,48.0,0.0
8474C347XPvAibaEXe+/1KYXP+fweAETvLS68nEF,6.82,5.91,-1.0,8.21,7.96,-1.0,7.21,7.8,-1.0,8.08,9.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,0.0,67.0,0.0,90.0,0.0,85.0,0.0,76.0,0.0,80.0,0.0,76.0,0.0,81.0,0.0
848AB351XPvAibaEXe+SgbKufUiN7OKpFsodMp2m,6.54,5.06,-1.0,5.01,4.34,-1.0,5.39,3.46,7.1,4.08,4.59,-1.0,2.64,3.99,-1.0,3.71,0.75,-1.0,0.0,-1.0,-1.0,-1.0,77.0,0.0,56.0,0.0,62.0,0.0,48.0,0.0,75.0,0.0,70.0,0.0,71.0,0.0,70.0,0.0
84BEB79DXPvAibaEXe+SIoKUNff6nCIYWlwEOHBY,7.75,6.87,-1.0,7.75,8.28,-1.0,6.99,8.22,-1.0,8.89,5.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,88.0,0.0,100.0,0.0,86.0,0.0,100.0,0.0,86.0,100.0,93.0,-1.0,-1.0,-1.0
84CF78A7XPvAibaEXe9Z0fDyfUkzHzM2esLePC79,7.72,4.2,-1.0,5.31,6.38,-1.0,5.96,5.3,6.45,6.94,6.88,-1.0,7.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,49.0,0.0,71.0,0.0,78.0,0.0,84.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0
84E78EF7XPvAibaEXe/AdnwkoyhfDuNWqr7keeGm,6.57,6.13,-1.0,6.17,7.35,-1.0,6.55,7.75,-1.0,7.2,6.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,90.0,0.0,76.0,0.0,75.0,0.0,81.0,0.0,88.0,0.0,74.0,0.0,72.0,66.0
84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,6.11,6.15,-1.0,5.84,6.13,-1.0,6.21,7.14,-1.0,6.44,6.75,-1.0,2.57,7.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,85.0,0.0,90.0,0.0,90.0,0.0,72.0,0.0,84.0,0.0,77.0,0.0,86.0,63.0
84F1726EXPvAibaEXe/FejQN8/S5fHF/hPdc4T81,5.71,6.12,0.0,7.22,6.0,-1.0,3.32,4.53,4.54,4.02,4.11,0.0,2.79,3.49,-1.0,5.58,2.59,3.03,3.02,1.29,-1.0,4.15,100.0,0.0,94.0,94.0,48.0,48.0,61.0,0.0,23.0,0.0,43.0,0.0,16.0,0.0,35.0,0.0
85100785XPvAibaEXe9FiaSoce50DO/IaKolpO0O,5.95,6.88,6.5,8.12,6.82,5.3,6.65,7.2,7.0,6.3,7.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,0.0,94.0,94.0,83.0,83.0,82.0,82.0,67.0,0.0,76.0,0.0,85.0,0.0,83.0,0.0
852208ADXPvAibaEXe8mAGU8TlDzss7DwViJt/jj,7.37,5.57,-1.0,6.93,6.81,-1.0,7.0,5.58,-1.0,5.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,67.0,0.0,81.0,0.0,75.0,84.0,70.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,9.05,8.81,-1.0,8.1,8.18,-1.0,8.6,8.36,-1.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
854DCE91XPvAibaEXe+VxRd54HULEx9Z17eOqRWj,7.1,8.28,-1.0,7.41,7.75,6.3,8.0,8.4,-1.0,7.97,7.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,80.0,0.0,85.0,0.0,75.0,0.0,85.0,0.0,96.0,0.0,86.0,0.0,86.0,71.0
85517F77XPvAibaEXe92Mw4ZEAxz00FpFR/WdtyQ,4.66,3.39,-1.0,6.69,6.47,-1.0,4.41,6.73,7.71,6.28,6.89,-1.0,6.43,7.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,0.0,38.0,0.0,80.0,0.0,90.0,0.0,71.0,0.0,80.0,0.0,74.0,0.0,79.0,0.0
85573622XPvAibaEXe/F8UIBT+N0T6mWVF6dx9aU,9.11,7.37,-1.0,7.6,7.09,-1.0,7.78,7.42,-1.0,7.64,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,88.0,0.0,100.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,85.0,0.0
855EBAB6XPvAibaEXe/GP74oAJxkeFK3GK4jlLCA,5.97,5.59,7.5,6.13,5.2,-1.0,7.07,6.68,-1.0,6.16,6.26,-1.0,5.6,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,88.0,79.0,0.0,84.0,0.0,68.0,0.0,74.0,0.0,75.0,0.0,60.0,0.0,65.0,0.0
856DA928XPvAibaEXe9cYfl6D6BtPIX0tfSptrp+,8.12,6.58,-1.0,7.51,7.79,7.2,6.19,7.42,-1.0,7.5,7.33,-1.0,8.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,60.0,72.0,0.0,80.0,0.0,66.0,0.0,63.0,0.0,51.0,0.0,68.0,0.0,68.0,0.0
85749327XPvAibaEXe+y4Ivhjp8SxkP1bWnA7tQ7,3.33,2.8,4.75,5.91,1.77,-1.0,3.82,4.8,4.34,4.78,2.9,0.3,3.79,6.47,5.0,3.47,6.23,6.2,4.03,-1.0,-1.0,6.45,64.0,0.0,70.0,70.0,86.0,86.0,37.0,0.0,52.0,0.0,75.0,0.0,40.0,0.0,35.0,0.0
85765F51XPvAibaEXe/7VXm0xgXldMr8iJn1d/nL,3.46,7.24,7.0,5.82,0.91,-1.0,7.69,4.52,-1.0,0.36,8.08,-1.0,6.35,7.47,-1.0,6.23,7.27,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,0.0,43.0,0.0,73.0,0.0,75.0,0.0,78.0,0.0,68.0,0.0,66.0,0.0,76.0,0.0
858DCF80XPvAibaEXe9PDEhlfOA/z79rx8ZyWJXT,7.38,4.25,-1.0,6.43,6.63,-1.0,7.85,7.52,3.7,6.6,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,0.0,61.0,0.0,64.0,0.0,76.0,0.0,80.0,0.0,80.0,0.0,65.0,0.0,65.0,0.0
859FF4B4XPvAibaEXe/V2dF0qjs8bS+3GhPtTevf,6.61,6.0,-1.0,7.07,7.88,-1.0,8.05,8.39,-1.0,8.44,8.36,-1.0,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,0.0,92.0,92.0,93.0,93.0,95.0,0.0,94.0,0.0,82.0,0.0,78.0,0.0,70.0,0.0
85A1EF64XPvAibaEXe/asAVnWDRS7aDwG/eutYGP,7.93,8.45,-1.0,8.72,9.26,-1.0,8.64,9.15,-1.0,9.13,9.33,-1.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,82.0,82.0,87.0,87.0,87.0,0.0,95.0,0.0,90.0,0.0,82.0,0.0,90.0,0.0
85AB9A11XPvAibaEXe+cD1fKElqxL3rmZzDf2Nuw,5.61,5.74,5.5,5.37,3.25,-1.0,6.73,7.26,7.23,6.6,5.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,0.0,63.0,63.0,57.0,57.0,47.0,0.0,85.0,0.0,61.0,0.0,64.0,0.0,47.0,0.0
85B8581AXPvAibaEXe9kJ+qYUUrp691e6albNlig,7.65,7.44,6.3,7.12,7.33,-1.0,7.64,6.97,-1.0,7.32,8.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,96.0,0.0,90.0,0.0,90.0,0.0,95.0,0.0,78.0,0.0,84.0,0.0,86.0,0.0
85C2D27FXPvAibaEXe/Dy4K4yiQpOJHnLNT8mIEk,5.89,4.88,0.0,5.08,4.88,-1.0,4.85,6.41,-1.0,6.4,6.47,-1.0,6.03,6.05,-1.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,76.0,76.0,36.0,36.0,57.0,0.0,64.0,0.0,63.0,0.0,46.0,0.0,52.0,0.0
85C41091XPvAibaEXe9iKIRwqei6/E3o02jlnmLt,7.47,8.06,-1.0,8.13,8.08,-1.0,8.12,8.31,-1.0,8.14,8.5,-1.0,8.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,100.0,100.0,100.0,99.0,0.0,100.0,0.0,74.0,0.0,66.0,0.0,85.0,0.0
85C8607CXPvAibaEXe8YaJ+XvjGNa1BuewnFqcxs,6.41,4.65,-1.0,6.29,5.12,-1.0,6.92,6.1,-1.0,6.32,6.89,7.1,7.73,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,64.0,66.0,0.0,69.0,0.0,63.0,0.0,64.0,0.0,66.0,0.0,76.0,0.0,75.0,0.0
85DFE3D3XPvAibaEXe/Twrxaq444c79eEBE4Xz7H,6.91,6.63,-1.0,7.59,7.48,-1.0,7.13,7.51,-1.0,7.69,8.27,-1.0,7.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,87.0,51.0,0.0,82.0,0.0,71.0,0.0,69.0,0.0,65.0,0.0,86.0,0.0,95.0,0.0
85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,8.91,8.54,-1.0,8.03,8.06,-1.0,8.09,7.8,-1.0,6.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,99.0,0.0,100.0,0.0,100.0,100.0,100.0,91.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
85FA5549XPvAibaEXe9X5bpEKoa0msFO9rQKADMb,7.89,8.34,-1.0,8.24,8.94,-1.0,8.19,8.37,-1.0,7.74,8.11,-1.0,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.0,0.0,87.0,87.0,93.0,93.0,86.0,0.0,97.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0
86118223XPvAibaEXe8zBeLfIMmoBG0JCFEfZPsm,5.68,5.69,-1.0,6.81,5.79,-1.0,5.74,5.79,-1.0,5.99,5.19,-1.0,6.33,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.0,74.0,63.0,63.0,64.0,0.0,45.0,0.0,65.0,0.0,64.0,0.0,75.0,0.0,74.0,0.0
861C639FXPvAibaEXe+TFgEDwYNnvaxZ22c6n1Hy,6.16,5.08,5.64,7.25,8.05,6.49,7.83,8.12,-1.0,7.4,8.54,0.0,8.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,62.0,62.0,46.0,46.0,80.0,0.0,74.0,0.0,61.0,0.0,60.0,0.0,53.0,0.0
86251376XPvAibaEXe+9GFX9aWroRIB/Av3VNcgb,7.66,7.82,-1.0,8.25,8.39,-1.0,9.08,9.38,-1.0,9.23,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,87.0,87.0,93.0,93.0,87.0,0.0,97.0,0.0,86.0,0.0,76.0,0.0,79.0,0.0
8646B3F5XPvAibaEXe8n5o9RyAxUM2xQqrHCbibu,4.8,6.19,-1.0,6.27,6.64,-1.0,4.99,4.77,-1.0,5.91,7.74,-1.0,7.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,68.0,0.0,65.0,0.0,60.0,0.0,75.0,0.0,66.0,0.0,67.0,0.0,71.0,66.0
86475D27XPvAibaEXe+6DwsvcvouVX0Imwtv+1AY,7.31,5.86,-1.0,8.18,8.25,-1.0,7.74,7.84,-1.0,7.04,7.27,-1.0,7.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.0,0.0,78.0,0.0,90.0,0.0,85.0,0.0,80.0,0.0,75.0,0.0,83.0,0.0,79.0,0.0
8655E245XPvAibaEXe8oz3/loyZiHGmyHAk2SJ56,8.5,7.88,-1.0,7.61,8.07,-1.0,7.85,8.89,-1.0,8.45,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,90.0,0.0,85.0,0.0,100.0,0.0,91.0,0.0,100.0,0.0,100.0,-1.0
865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,8.11,7.99,-1.0,7.96,8.05,-1.0,7.61,8.42,-1.0,8.76,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,95.0,0.0,90.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-1.0
865D73E2XPvAibaEXe/N50hRf+Du8dPbajFFA8tO,8.43,8.38,-1.0,7.67,8.05,-1.0,8.48,8.22,-1.0,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,100.0,0.0,100.0,0.0,91.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
867BEA6DXPvAibaEXe+gzQv7yQRYbgFJ+rR2hgzp,5.71,4.1,-1.0,4.02,4.62,-1.0,3.45,5.53,-1.0,6.87,4.72,-1.0,6.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,66.0,0.0,58.0,0.0,53.0,0.0,61.0,0.0,70.0,77.0,66.0,69.0,-1.0,-1.0
